"n.bad"	"sd"	"n.peeks"	"final.impression.mad.mean"	"final.peek.prefer.best.mean"	"n"
"242"	4	60	50	17.1767422246004	0.314	1000
"243"	4	60	55	16.2176976881825	0.315	1000
"244"	4	60	60	15.6336512302691	0.339	1000
"245"	4	60	65	14.9286647881505	0.366	1000
"246"	4	60	70	14.3247554247721	0.368	1000
"247"	4	60	75	13.6215077679541	0.374	1000
"248"	4	60	80	13.6161652105965	0.338	1000
"249"	4	60	85	13.1692757567568	0.373	1000
"250"	4	60	90	12.5100984870232	0.37	1000
"251"	4	60	95	11.8488687086002	0.367	1000
"252"	4	60	100	11.7797290833878	0.398	1000
