"n.bad"	"sd"	"n.peeks"	"total.points.mean"	"final.impression.mad.mean"	"final.peek.impression.mad"	"final.peek.prefer.best.mean"	"first.keep.points.mean"	"n"
"266"	4	5	65	157.403963456177	1.06592820349329	1.17476102225041	1	4.659491718972	5000
"267"	4	5	70	135.458405150104	1.03544878096267	1.12819067062541	1	4.59575812557906	5000
"268"	4	5	75	112.482277292344	1.02396311781931	1.10000428782667	1	4.50784946594213	5000
"269"	4	5	80	90.3472347726736	1.0031018358454	1.06752915942681	1	4.53089293012907	5000
"270"	4	5	85	66.976563242768	0.988309799447696	1.03784658002109	1	4.3633803479887	5000
"271"	4	5	90	45.0208321749273	0.983611021837519	1.01862546981891	1	4.43346903299859	5000
"272"	4	5	95	22.9220364140027	0.973380647839648	0.991172870143351	1	4.53398568499041	5000
"273"	4	5	100	0	0.968774598805443	0.968774598805443	1	NA	5000
"274"	4	10	0	284.339155716481	4.1154822132297	NA	NA	-2.83458491888649	5000
"275"	4	10	5	288.32577865407	4.11298080651996	8.05174647358992	0.5016	0.0893148085806079	5000
"276"	4	10	10	316.980043957616	3.49153987468828	5.65041779942323	0.6186	1.09334915760286	5000
"277"	4	10	15	325.384808253007	3.20671996827237	4.68496797209464	0.7272	1.92054581175446	5000
"278"	4	10	20	319.647269989028	2.95652512355043	4.07026288776956	0.784	2.34680608317276	5000
"279"	4	10	25	311.74988632847	2.8031818872571	3.64620504247922	0.835	2.96987489702902	5000
"280"	4	10	30	296.489539731283	2.67948485689694	3.34535743322015	0.8706	3.38429481019412	5000
"281"	4	10	35	277.11404543509	2.54488391924529	3.12200766521149	0.8916	3.52697758629285	5000
"282"	4	10	40	261.546099210706	2.44719766313087	2.89870504452558	0.92	3.87691123187163	5000
"283"	4	10	45	239.043944301631	2.34921752095079	2.75508191530871	0.9378	3.89911154241288	5000
"284"	4	10	50	219.000426015821	2.27982053788362	2.61921323191711	0.9506	3.7615443706732	5000
"285"	4	10	55	199.012833902429	2.23024845245472	2.53184675225349	0.9576	3.80151526228677	5000
"286"	4	10	60	173.865796357593	2.17277831920858	2.41655120051679	0.9636	3.91841529710877	5000
"287"	4	10	65	155.694386919348	2.11013701890287	2.341089216648	0.9698	4.33730899881297	5000
"288"	4	10	70	132.447842200935	2.07763644157621	2.26280882564792	0.9768	4.35180001779597	5000
