"trial.c"	"condition.mode"	"condition.difficulty"	"condition.stability"	"total.mean"	"total.median"	"peek.mean"	"outcome.mean"	"outcome.median"	"optionswitch.mean"	"modeswitch.mean"
"216"	27	"peek"	"hard"	"stable"	16.3658536585366	17	0.634146341463415	34.6585365853659	44	0.51219512195122	0.317073170731707
"217"	28	"keep"	"easy"	"dynamic"	-7.7906976744186	-9	1	-0.906976744186046	4	0.325581395348837	0
"218"	28	"keep"	"easy"	"stable"	1.71428571428571	7.5	1	-0.642857142857143	4	0.30952380952381	0
"219"	28	"keep"	"hard"	"dynamic"	-42.3703703703704	-19	1	-24.6296296296296	-19	0.481481481481481	0
"220"	28	"keep"	"hard"	"stable"	-29.9736842105263	-32	1	-24.6315789473684	-32	0.421052631578947	0
"221"	28	"peek"	"easy"	"dynamic"	0.972972972972973	11	0.675675675675676	-2.16216216216216	2	0.540540540540541	0.351351351351351
"222"	28	"peek"	"easy"	"stable"	-7.28947368421053	-9.5	0.631578947368421	-0.973684210526316	4	0.447368421052632	0.421052631578947
"223"	28	"peek"	"hard"	"dynamic"	0.131578947368421	11.5	0.842105263157895	-22.5	-24.5	0.342105263157895	0.289473684210526
"224"	28	"peek"	"hard"	"stable"	-0.731707317073171	13	0.75609756097561	-22.3170731707317	-19	0.439024390243902	0.414634146341463
"225"	29	"keep"	"easy"	"dynamic"	0.511627906976744	-4	1	8.30232558139535	16	0.441860465116279	0
"226"	29	"keep"	"easy"	"stable"	7.61904761904762	15	1	5.90476190476191	16	0.404761904761905	0
"227"	29	"keep"	"hard"	"dynamic"	-60.2758620689655	-45	1	-13.4827586206897	-10	0.758620689655172	0
"228"	29	"keep"	"hard"	"stable"	-41.8684210526316	-31.5	1	-11.8947368421053	-10	0.578947368421053	0
"229"	29	"peek"	"easy"	"dynamic"	2.51351351351351	11	0.648648648648649	2.40540540540541	2	0.486486486486487	0.351351351351351
"230"	29	"peek"	"easy"	"stable"	-5.39473684210526	-4.5	0.763157894736842	0.394736842105263	-1	0.368421052631579	0.342105263157895
"231"	29	"peek"	"hard"	"dynamic"	-5.44736842105263	0.5	0.710526315789474	-7.76315789473684	-10	0.631578947368421	0.236842105263158
"232"	29	"peek"	"hard"	"stable"	-6.14634146341463	13	0.585365853658537	-9.46341463414634	-10	0.707317073170732	0.317073170731707
"233"	30	"keep"	"easy"	"dynamic"	1.76744186046512	-1	1	1.25581395348837	3	0.418604651162791	0
"234"	30	"keep"	"easy"	"stable"	6.38095238095238	12	1	-1.23809523809524	3	0.333333333333333	0
"235"	30	"keep"	"hard"	"dynamic"	-42.2592592592593	-22	1	11.2222222222222	21	0.703703703703704	0
"236"	30	"keep"	"hard"	"stable"	-33.5	-40	1	8.36842105263158	21	0.578947368421053	0
"237"	30	"peek"	"easy"	"dynamic"	3.37837837837838	8	0.783783783783784	0.72972972972973	3	0.405405405405405	0.351351351351351
"238"	30	"peek"	"easy"	"stable"	-6.18421052631579	-3	0.631578947368421	-1.78947368421053	3	0.473684210526316	0.394736842105263
"239"	30	"peek"	"hard"	"dynamic"	-1.42105263157895	16.5	0.736842105263158	7.34210526315789	21	0.578947368421053	0.131578947368421
"240"	30	"peek"	"hard"	"stable"	-3.58536585365854	13	0.609756097560976	8.82926829268293	21	0.609756097560976	0.268292682926829
"241"	31	"keep"	"easy"	"dynamic"	20.2093023255814	10	1	18.4418604651163	29	0.395348837209302	0
"242"	31	"keep"	"easy"	"stable"	27.5	24.5	1	21.1190476190476	29	0.452380952380952	0
"243"	31	"keep"	"hard"	"dynamic"	-63.2758620689655	-54	1	-13.448275862069	-13	0.413793103448276	0
"244"	31	"keep"	"hard"	"stable"	-42.0263157894737	-36.5	1	-8.52631578947368	-13	0.368421052631579	0
"245"	31	"peek"	"easy"	"dynamic"	12.0810810810811	11	0.702702702702703	11.8108108108108	3	0.513513513513513	0.243243243243243
"246"	31	"peek"	"easy"	"stable"	6.55263157894737	11.5	0.763157894736842	16.8421052631579	29	0.289473684210526	0.289473684210526
"247"	31	"peek"	"hard"	"dynamic"	-8.47368421052632	15.5	0.684210526315789	-3.78947368421053	-13	0.657894736842105	0.157894736842105
"248"	31	"peek"	"hard"	"stable"	-5.39024390243902	19	0.634146341463415	-2.07317073170732	-13	0.48780487804878	0.414634146341463
"249"	32	"keep"	"easy"	"dynamic"	22.8837209302326	12	1	2.67441860465116	0	0.302325581395349	0
"250"	32	"keep"	"easy"	"stable"	31.1666666666667	30.5	1	3.66666666666667	0	0.261904761904762	0
"251"	32	"keep"	"hard"	"dynamic"	-38.7407407407407	-32	1	16.7407407407407	22	0.666666666666667	0
"252"	32	"keep"	"hard"	"stable"	-26.8947368421053	-21	1	15.1315789473684	18	0.552631578947368	0
"253"	32	"peek"	"easy"	"dynamic"	13.6216216216216	12	0.756756756756757	2.89189189189189	0	0.486486486486487	0.378378378378378
"254"	32	"peek"	"easy"	"stable"	7.55263157894737	11.5	0.657894736842105	2.68421052631579	0	0.368421052631579	0.315789473684211
"255"	32	"peek"	"hard"	"dynamic"	1.86842105263158	17	0.763157894736842	13.7368421052632	18	0.605263157894737	0.394736842105263
"256"	32	"peek"	"hard"	"stable"	6.51219512195122	31	0.634146341463415	17.1219512195122	18	0.560975609756098	0.390243902439024
"257"	33	"keep"	"easy"	"dynamic"	10.6976744186047	0	1	-12.1860465116279	-12	0.395348837209302	0
"258"	33	"keep"	"easy"	"stable"	18.0238095238095	17.5	1	-13.1428571428571	-14	0.476190476190476	0
"259"	33	"keep"	"hard"	"dynamic"	-51.1034482758621	-30	1	-3.41379310344828	5	0.482758620689655	0
"260"	33	"keep"	"hard"	"stable"	-26.3157894736842	-38.5	1	0.578947368421053	5	0.394736842105263	0
"261"	33	"peek"	"easy"	"dynamic"	5.86486486486486	5	0.621621621621622	-12.6756756756757	-12	0.513513513513513	0.351351351351351
"262"	33	"peek"	"easy"	"stable"	-0.473684210526316	2.5	0.657894736842105	-12.4473684210526	-12	0.342105263157895	0.210526315789474
"263"	33	"peek"	"hard"	"dynamic"	3.34210526315789	23	0.763157894736842	7.65789473684211	5	0.421052631578947	0.263157894736842
"264"	33	"peek"	"hard"	"stable"	3.70731707317073	13	0.658536585365854	0.195121951219512	5	0.365853658536585	0.365853658536585
"265"	34	"keep"	"easy"	"dynamic"	1.93023255813953	-10	1	-8.76744186046512	-8	0.697674418604651	0
"266"	34	"keep"	"easy"	"stable"	9.40476190476191	15	1	-8.95238095238095	-8	0.714285714285714	0
"267"	34	"keep"	"hard"	"dynamic"	-3.7037037037037	16	1	33.8148148148148	47	0.592592592592593	0
"268"	34	"keep"	"hard"	"stable"	5.52631578947368	-15.5	1	31.8421052631579	46	0.526315789473684	0
"269"	34	"peek"	"easy"	"dynamic"	0.378378378378378	-2	0.675675675675676	-8.43243243243243	-7	0.594594594594595	0.324324324324324
"270"	34	"peek"	"easy"	"stable"	-6.78947368421053	-7	0.684210526315789	-8.73684210526316	-8	0.5	0.394736842105263
"271"	34	"peek"	"hard"	"dynamic"	17.3947368421053	26	0.736842105263158	22.5789473684211	46	0.421052631578947	0.342105263157895
"272"	34	"peek"	"hard"	"stable"	24.5609756097561	29	0.585365853658537	32.780487804878	46	0.634146341463415	0.365853658536585
"273"	35	"keep"	"easy"	"dynamic"	3.6046511627907	-6	1	1.67441860465116	-3	0.651162790697674	0
"274"	35	"keep"	"easy"	"stable"	11.9761904761905	8.5	1	3.26190476190476	-3	0.523809523809524	0
"275"	35	"keep"	"hard"	"dynamic"	-25.3103448275862	1	1	-5.68965517241379	-6	0.482758620689655	0
"276"	35	"keep"	"hard"	"stable"	0	-21	1	-5.52631578947368	-6	0.5	0
"277"	35	"peek"	"easy"	"dynamic"	2.05405405405405	-2	0.567567567567568	1.72972972972973	-3	0.594594594594595	0.27027027027027
"278"	35	"peek"	"easy"	"stable"	-5.15789473684211	0	0.578947368421053	3.39473684210526	-3	0.710526315789474	0.315789473684211
"279"	35	"peek"	"hard"	"dynamic"	12.4736842105263	20	0.842105263157895	-5.81578947368421	-6	0.421052631578947	0.315789473684211
"280"	35	"peek"	"hard"	"stable"	21.1463414634146	23	0.609756097560976	-6.29268292682927	-6	0.439024390243902	0.414634146341463
"281"	36	"keep"	"easy"	"dynamic"	-1.32558139534884	-9	1	-4.93023255813953	-11	0.465116279069767	0
"282"	36	"keep"	"easy"	"stable"	8.80952380952381	12	1	-3.16666666666667	-8	0.452380952380952	0
"283"	36	"keep"	"hard"	"dynamic"	-24.2222222222222	-2	1	-14.7037037037037	-8	0.666666666666667	0
"284"	36	"keep"	"hard"	"stable"	-16.0789473684211	-27.5	1	-16.0789473684211	-8	0.763157894736842	0
"285"	36	"peek"	"easy"	"dynamic"	-1.67567567567568	-6	0.756756756756757	-3.83783783783784	-11	0.405405405405405	0.297297297297297
"286"	36	"peek"	"easy"	"stable"	-7.47368421052632	-7	0.736842105263158	-4.13157894736842	-11	0.394736842105263	0.210526315789474
"287"	36	"peek"	"hard"	"dynamic"	-0.263157894736842	13.5	0.736842105263158	-16.1578947368421	-8	0.552631578947368	0.210526315789474
"288"	36	"peek"	"hard"	"stable"	12.9024390243902	20	0.707317073170732	-12.2439024390244	-8	0.585365853658537	0.341463414634146
"289"	37	"keep"	"easy"	"dynamic"	2.30232558139535	-4	1	3.62790697674419	8	0.674418604651163	0
"290"	37	"keep"	"easy"	"stable"	12.5714285714286	12.5	1	3.76190476190476	8	0.547619047619048	0
"291"	37	"keep"	"hard"	"dynamic"	-54.448275862069	-26	1	-15.448275862069	-16	0.758620689655172	0
"292"	37	"keep"	"hard"	"stable"	-31.5789473684211	-40	1	-15.5	-16	0.631578947368421	0
"293"	37	"peek"	"easy"	"dynamic"	2.27027027027027	-5	0.702702702702703	4.16216216216216	8	0.486486486486487	0.378378378378378
"294"	37	"peek"	"easy"	"stable"	-4.31578947368421	-10	0.710526315789474	2.81578947368421	8	0.473684210526316	0.289473684210526
"295"	37	"peek"	"hard"	"dynamic"	-10.5789473684211	7.5	0.710526315789474	-15.7368421052632	-16	0.763157894736842	0.131578947368421
"296"	37	"peek"	"hard"	"stable"	4.85365853658537	13	0.682926829268293	-12.780487804878	-16	0.634146341463415	0.219512195121951
"297"	38	"keep"	"easy"	"dynamic"	16.1162790697674	13	1	13.5581395348837	14	0.348837209302326	0
"298"	38	"keep"	"easy"	"stable"	25	25.5	1	12.4285714285714	14	0.333333333333333	0
"299"	38	"keep"	"hard"	"dynamic"	-46.8518518518519	-27	1	-6.7037037037037	-8	0.666666666666667	0
"300"	38	"keep"	"hard"	"stable"	-37.0526315789474	-39.5	1	-5.47368421052632	-8	0.578947368421053	0
"301"	38	"peek"	"easy"	"dynamic"	8.72972972972973	4	0.648648648648649	9.97297297297297	14	0.378378378378378	0.378378378378378
"302"	38	"peek"	"easy"	"stable"	4.05263157894737	-1.5	0.657894736842105	12.4473684210526	14	0.342105263157895	0.263157894736842
"303"	38	"peek"	"hard"	"dynamic"	-16.2368421052632	-9.5	0.684210526315789	-4.10526315789474	-8	0.631578947368421	0.184210526315789
"304"	38	"peek"	"hard"	"stable"	5.65853658536585	33	0.609756097560976	-1.85365853658537	-8	0.560975609756098	0.268292682926829
"305"	39	"keep"	"easy"	"dynamic"	19.7674418604651	21	1	4.09302325581395	8	0.395348837209302	0
"306"	39	"keep"	"easy"	"stable"	29.2619047619048	32.5	1	4.26190476190476	13	0.357142857142857	0
"307"	39	"keep"	"hard"	"dynamic"	-53.3793103448276	-27	1	7.31034482758621	16	0.517241379310345	0
"308"	39	"keep"	"hard"	"stable"	-32.1842105263158	-41.5	1	4.86842105263158	16	0.421052631578947	0
"309"	39	"peek"	"easy"	"dynamic"	13.8378378378378	7	0.72972972972973	6.62162162162162	8	0.351351351351351	0.297297297297297
"310"	39	"peek"	"easy"	"stable"	8.73684210526316	4	0.657894736842105	6.68421052631579	13	0.315789473684211	0.368421052631579
"311"	39	"peek"	"hard"	"dynamic"	-13.1315789473684	-8	0.657894736842105	3.36842105263158	-5	0.447368421052632	0.236842105263158
"312"	39	"peek"	"hard"	"stable"	8.68292682926829	33	0.658536585365854	5.41463414634146	16	0.51219512195122	0.292682926829268
"313"	40	"keep"	"easy"	"dynamic"	15.093023255814	10	1	-4.67441860465116	1	0.325581395348837	0
"314"	40	"keep"	"easy"	"stable"	23.8333333333333	22.5	1	-5.42857142857143	-6	0.357142857142857	0
"315"	40	"keep"	"hard"	"dynamic"	-72.9259259259259	-51	1	-32	-40	0.333333333333333	0
"316"	40	"keep"	"hard"	"stable"	-59.2368421052632	-54.5	1	-27.0526315789474	-30	0.342105263157895	0
"317"	40	"peek"	"easy"	"dynamic"	8.67567567567568	7	0.783783783783784	-6.10810810810811	-11	0.324324324324324	0.324324324324324
"318"	40	"peek"	"easy"	"stable"	3.52631578947368	-2.5	0.710526315789474	-6.57894736842105	-11	0.236842105263158	0.315789473684211
"319"	40	"peek"	"hard"	"dynamic"	-38.5	-48	0.789473684210526	-30.9473684210526	-40	0.473684210526316	0.236842105263158
"320"	40	"peek"	"hard"	"stable"	-11.8536585365854	9	0.731707317073171	-26.9756097560976	-40	0.439024390243902	0.365853658536585
"321"	41	"keep"	"easy"	"dynamic"	30.8837209302326	28	1	15.7906976744186	29	0.488372093023256	0
"322"	41	"keep"	"easy"	"stable"	37.4285714285714	38	1	13.5952380952381	20.5	0.547619047619048	0
"323"	41	"keep"	"hard"	"dynamic"	-91.6206896551724	-70	1	-8.44827586206897	-15	0.655172413793103	0
"324"	41	"keep"	"hard"	"stable"	-66.8684210526316	-59	1	-7.63157894736842	-15	0.578947368421053	0
"325"	41	"peek"	"easy"	"dynamic"	16.8918918918919	9	0.675675675675676	9.83783783783784	2	0.594594594594595	0.432432432432432
"326"	41	"peek"	"easy"	"stable"	12.7631578947368	13.5	0.605263157894737	11.1052631578947	2	0.552631578947368	0.368421052631579
"327"	41	"peek"	"hard"	"dynamic"	-47.8421052631579	-57.5	0.763157894736842	-14.2105263157895	-15	0.657894736842105	0.236842105263158
"328"	41	"peek"	"hard"	"stable"	-17.390243902439	-8	0.560975609756098	-12.780487804878	-15	0.75609756097561	0.268292682926829
"329"	42	"keep"	"easy"	"dynamic"	24.4186046511628	26	1	-6.46511627906977	-12	0.27906976744186	0
"330"	42	"keep"	"easy"	"stable"	30.4761904761905	35.5	1	-6.95238095238095	-12	0.285714285714286	0
"331"	42	"keep"	"hard"	"dynamic"	-80.7037037037037	-50	1	3.22222222222222	-14	0.481481481481481	0
"332"	42	"keep"	"hard"	"stable"	-60.3157894736842	-54.5	1	6.55263157894737	21	0.447368421052632	0
"333"	42	"peek"	"easy"	"dynamic"	13.1351351351351	17	0.675675675675676	-6.24324324324324	-12	0.486486486486487	0.216216216216216
"334"	42	"peek"	"easy"	"stable"	8.68421052631579	4.5	0.736842105263158	-3.89473684210526	-12	0.421052631578947	0.394736842105263
"335"	42	"peek"	"hard"	"dynamic"	-40.7105263157895	-47.5	0.684210526315789	10.1842105263158	21	0.631578947368421	0.236842105263158
"336"	42	"peek"	"hard"	"stable"	-14.5365853658537	5	0.609756097560976	5.21951219512195	21	0.682926829268293	0.195121951219512
"337"	43	"keep"	"easy"	"dynamic"	23.4883720930233	30	1	-0.930232558139535	-3	0.511627906976744	0
"338"	43	"keep"	"easy"	"stable"	28.6904761904762	32.5	1	-1.78571428571429	-3	0.571428571428571	0
"339"	43	"keep"	"hard"	"dynamic"	-82.0344827586207	-56	1	6.58620689655172	18	0.413793103448276	0
"340"	43	"keep"	"hard"	"stable"	-55.9210526315789	-48	1	4.39473684210526	18	0.5	0
"341"	43	"peek"	"easy"	"dynamic"	12.8648648648649	14	0.621621621621622	-1.13513513513514	-3	0.459459459459459	0.324324324324324
"342"	43	"peek"	"easy"	"stable"	7.76315789473684	3	0.657894736842105	-1.78947368421053	-3	0.526315789473684	0.131578947368421
"343"	43	"peek"	"hard"	"dynamic"	-30.8157894736842	-44	0.842105263157895	11.1842105263158	18	0.368421052631579	0.210526315789474
"344"	43	"peek"	"hard"	"stable"	-11.9756097560976	-2	0.682926829268293	3	18	0.560975609756098	0.317073170731707
"345"	44	"keep"	"easy"	"dynamic"	21.5581395348837	26	1	-1.93023255813953	-3	0.488372093023256	0
"346"	44	"keep"	"easy"	"stable"	28.3809523809524	20	1	-0.30952380952381	11	0.642857142857143	0
"347"	44	"keep"	"hard"	"dynamic"	-63.5555555555556	-46	1	11.1481481481481	15	0.296296296296296	0
"348"	44	"keep"	"hard"	"stable"	-44.2894736842105	-33.5	1	11.6315789473684	15	0.5	0
"349"	44	"peek"	"easy"	"dynamic"	12.1081081081081	2	0.72972972972973	-2.81081081081081	-7	0.432432432432432	0.378378378378378
"350"	44	"peek"	"easy"	"stable"	6	2.5	0.710526315789474	-3.47368421052632	-15	0.578947368421053	0.263157894736842
"351"	44	"peek"	"hard"	"dynamic"	-21.7105263157895	-42	0.789473684210526	10.6578947368421	15	0.289473684210526	0.315789473684211
"352"	44	"peek"	"hard"	"stable"	-3.17073170731707	7	0.75609756097561	11.4878048780488	15	0.48780487804878	0.317073170731707
"353"	45	"keep"	"easy"	"dynamic"	16.4418604651163	24	1	-5.11627906976744	-5	0.395348837209302	0
"354"	45	"keep"	"easy"	"stable"	23.7142857142857	21.5	1	-4.66666666666667	-5	0.5	0
"355"	45	"keep"	"hard"	"dynamic"	-96.7241379310345	-72	1	-25.0689655172414	-23	0.379310344827586	0
"356"	45	"keep"	"hard"	"stable"	-69.7631578947368	-64.5	1	-25.4736842105263	-23	0.473684210526316	0
"357"	45	"peek"	"easy"	"dynamic"	8.72972972972973	3	0.72972972972973	-5.10810810810811	-5	0.432432432432432	0.324324324324324
"358"	45	"peek"	"easy"	"stable"	4.34210526315789	7	0.552631578947368	-4.36842105263158	-5	0.526315789473684	0.421052631578947
"359"	45	"peek"	"hard"	"dynamic"	-38.8157894736842	-47.5	0.789473684210526	-18.8421052631579	-23	0.526315789473684	0.263157894736842
"360"	45	"peek"	"hard"	"stable"	-18.2682926829268	-7	0.609756097560976	-25.8048780487805	-23	0.390243902439024	0.390243902439024
"361"	46	"keep"	"easy"	"dynamic"	12.6976744186047	20	1	-3.74418604651163	-7	0.511627906976744	0
"362"	46	"keep"	"easy"	"stable"	20.9047619047619	15	1	-2.80952380952381	1	0.452380952380952	0
"363"	46	"keep"	"hard"	"dynamic"	-92.7777777777778	-65	1	-4.18518518518519	19	0.518518518518518	0
"364"	46	"keep"	"hard"	"stable"	-88.5526315789474	-83	1	-18.7894736842105	-7	0.657894736842105	0
"365"	46	"peek"	"easy"	"dynamic"	7.05405405405405	3	0.675675675675676	-3.08108108108108	-7	0.513513513513513	0.324324324324324
"366"	46	"peek"	"easy"	"stable"	2.60526315789474	8	0.578947368421053	-4.05263157894737	-7	0.631578947368421	0.289473684210526
"367"	46	"peek"	"hard"	"dynamic"	-42.8684210526316	-47	0.736842105263158	-3.65789473684211	-7	0.631578947368421	0.157894736842105
"368"	46	"peek"	"hard"	"stable"	-23.9756097560976	-19	0.609756097560976	-13.1219512195122	-7	0.585365853658537	0.292682926829268
"369"	47	"keep"	"easy"	"dynamic"	12.6511627906977	19	1	-0.0465116279069767	2	0.348837209302326	0
"370"	47	"keep"	"easy"	"stable"	20.6666666666667	19	1	-0.238095238095238	2	0.428571428571429	0
"371"	47	"keep"	"hard"	"dynamic"	-97.5	-78	1	1.46428571428571	-6	0.428571428571429	0
"372"	47	"keep"	"hard"	"stable"	-87.9473684210526	-75	1	0.0526315789473684	-6	0.631578947368421	0
"373"	47	"peek"	"easy"	"dynamic"	7.32432432432432	2	0.567567567567568	-1.67567567567568	2	0.540540540540541	0.432432432432432
"374"	47	"peek"	"easy"	"stable"	1.68421052631579	-4	0.605263157894737	-2.81578947368421	2	0.657894736842105	0.236842105263158
"375"	47	"peek"	"hard"	"dynamic"	-47.3684210526316	-54	0.763157894736842	-6.15789473684211	-6	0.447368421052632	0.184210526315789
"376"	47	"peek"	"hard"	"stable"	-23.8048780487805	-10	0.731707317073171	-1.14634146341463	-6	0.536585365853659	0.268292682926829
"377"	48	"keep"	"easy"	"dynamic"	6.46511627906977	15	1	-6.18604651162791	-4	0.325581395348837	0
"378"	48	"keep"	"easy"	"stable"	15.0714285714286	13.5	1	-5.59523809523809	-4	0.380952380952381	0
"379"	48	"keep"	"hard"	"dynamic"	-97.1071428571429	-73.5	1	-2.53571428571429	3	0.464285714285714	0
"380"	48	"keep"	"hard"	"stable"	-93.0526315789474	-89	1	-5.92105263157895	3	0.473684210526316	0
"381"	48	"peek"	"easy"	"dynamic"	3.7027027027027	-1	0.621621621621622	-6.45945945945946	-5	0.459459459459459	0.324324324324324
"382"	48	"peek"	"easy"	"stable"	-2.13157894736842	-9	0.710526315789474	-5.39473684210526	-5	0.421052631578947	0.368421052631579
"383"	48	"peek"	"hard"	"dynamic"	-58.8947368421053	-73	0.763157894736842	-13.8157894736842	3	0.526315789473684	0.263157894736842
"384"	48	"peek"	"hard"	"stable"	-29.6341463414634	-7	0.682926829268293	-9.63414634146342	3	0.51219512195122	0.24390243902439
"385"	49	"keep"	"easy"	"dynamic"	5.53488372093023	16	1	-0.930232558139535	3	0.534883720930233	0
"386"	49	"keep"	"easy"	"stable"	14	14	1	-1.07142857142857	3	0.523809523809524	0
"387"	49	"keep"	"hard"	"dynamic"	-144.620689655172	-124	1	-42.9655172413793	-35	0.379310344827586	0
"388"	49	"keep"	"hard"	"stable"	-136.5	-141	1	-43.4473684210526	-35	0.368421052631579	0
"389"	49	"peek"	"easy"	"dynamic"	2.94594594594595	-6	0.621621621621622	-2.32432432432432	-5	0.540540540540541	0.378378378378378
"390"	49	"peek"	"easy"	"stable"	-3.36842105263158	-10.5	0.605263157894737	-2.57894736842105	-5	0.710526315789474	0.210526315789474
"391"	49	"peek"	"hard"	"dynamic"	-90.3421052631579	-118	0.763157894736842	-39.5	-35	0.421052631578947	0.263157894736842
"392"	49	"peek"	"hard"	"stable"	-58.4878048780488	-37	0.75609756097561	-37.6829268292683	-35	0.414634146341463	0.317073170731707
"393"	50	"keep"	"easy"	"dynamic"	14.2325581395349	27	1	8.69767441860465	21	0.465116279069767	0
"394"	50	"keep"	"easy"	"stable"	22.3095238095238	26	1	8.30952380952381	21	0.333333333333333	0
"395"	50	"keep"	"hard"	"dynamic"	-104.037037037037	-79	1	36.9259259259259	27	0.703703703703704	0
"396"	50	"keep"	"hard"	"stable"	-101.210526315789	-95	1	35.2894736842105	27	0.657894736842105	0
"397"	50	"peek"	"easy"	"dynamic"	7.13513513513514	10	0.621621621621622	5.18918918918919	2	0.567567567567568	0.324324324324324
"398"	50	"peek"	"easy"	"stable"	1.78947368421053	7	0.736842105263158	8.78947368421053	21	0.473684210526316	0.342105263157895
"399"	50	"peek"	"hard"	"dynamic"	-70.9210526315789	-90	0.631578947368421	29.2894736842105	27	0.473684210526316	0.236842105263158
"400"	50	"peek"	"hard"	"stable"	-40.9268292682927	-24	0.682926829268293	26.5121951219512	27	0.48780487804878	0.317073170731707
"401"	51	"keep"	"easy"	"dynamic"	17.6279069767442	31	1	3.3953488372093	2	0.302325581395349	0
"402"	51	"keep"	"easy"	"stable"	24.7142857142857	28	1	2.4047619047619	2	0.380952380952381	0
"403"	51	"keep"	"hard"	"dynamic"	-110.793103448276	-89	1	-0.551724137931034	3	0.379310344827586	0
"404"	51	"keep"	"hard"	"stable"	-105.605263157895	-90	1	-4.39473684210526	-15	0.421052631578947	0
"405"	51	"peek"	"easy"	"dynamic"	8.81081081081081	3	0.756756756756757	2.24324324324324	2	0.324324324324324	0.351351351351351
"406"	51	"peek"	"easy"	"stable"	3.18421052631579	8	0.631578947368421	2.02631578947368	2	0.447368421052632	0.210526315789474
"407"	51	"peek"	"hard"	"dynamic"	-69.1315789473684	-70	0.710526315789474	-5.36842105263158	-15	0.263157894736842	0.236842105263158
"408"	51	"peek"	"hard"	"stable"	-36.2682926829268	-21	0.585365853658537	7	35	0.463414634146341	0.292682926829268
"409"	52	"keep"	"easy"	"dynamic"	27.8837209302326	46	1	10.2558139534884	15	0.372093023255814	0
"410"	52	"keep"	"easy"	"stable"	33.1666666666667	43	1	8.45238095238095	15	0.166666666666667	0
"411"	52	"keep"	"hard"	"dynamic"	-90.8888888888889	-69	1	14.7777777777778	6	0.481481481481481	0
"412"	52	"keep"	"hard"	"stable"	-87.5	-79.5	1	18.1052631578947	15	0.394736842105263	0
"413"	52	"peek"	"easy"	"dynamic"	14.0810810810811	11	0.783783783783784	6.35135135135135	15	0.324324324324324	0.243243243243243
"414"	52	"peek"	"easy"	"stable"	6.60526315789474	4.5	0.631578947368421	7.89473684210526	15	0.421052631578947	0.263157894736842
"415"	52	"peek"	"hard"	"dynamic"	-56.9473684210526	-59.5	0.736842105263158	14.2631578947368	15	0.473684210526316	0.236842105263158
"416"	52	"peek"	"hard"	"stable"	-23.5121951219512	-10	0.75609756097561	16.219512195122	6	0.48780487804878	0.268292682926829
"417"	53	"keep"	"easy"	"dynamic"	24.5348837209302	53	1	-3.34883720930233	-6	0.395348837209302	0
"418"	53	"keep"	"easy"	"stable"	27.2619047619048	37	1	-5.90476190476191	-6	0.357142857142857	0
"419"	53	"keep"	"hard"	"dynamic"	-96.2758620689655	-75	1	0.758620689655172	-11	0.413793103448276	0
"420"	53	"keep"	"hard"	"stable"	-95.1578947368421	-87	1	-7.65789473684211	-11	0.394736842105263	0
"421"	53	"peek"	"easy"	"dynamic"	10.027027027027	5	0.675675675675676	-3.48648648648649	-6	0.378378378378378	0.27027027027027
"422"	53	"peek"	"easy"	"stable"	4.31578947368421	4.5	0.605263157894737	-4.92105263157895	-6	0.5	0.236842105263158
"423"	53	"peek"	"hard"	"dynamic"	-69.2368421052632	-81.5	0.789473684210526	-12.8684210526316	-26	0.289473684210526	0.315789473684211
"424"	53	"peek"	"hard"	"stable"	-30	-10	0.658536585365854	-7.39024390243902	-11	0.414634146341463	0.292682926829268
"425"	54	"keep"	"easy"	"dynamic"	25.0232558139535	48	1	0.488372093023256	1	0.581395348837209	0
"426"	54	"keep"	"easy"	"stable"	28.1904761904762	41.5	1	0.928571428571429	5	0.5	0
"427"	54	"keep"	"hard"	"dynamic"	-89.962962962963	-76	1	4.37037037037037	13	0.592592592592593	0
"428"	54	"keep"	"hard"	"stable"	-92.7368421052632	-85	1	2.42105263157895	-4	0.552631578947368	0
"429"	54	"peek"	"easy"	"dynamic"	10.8918918918919	4	0.72972972972973	0.189189189189189	1	0.351351351351351	0.324324324324324
"430"	54	"peek"	"easy"	"stable"	4.73684210526316	4.5	0.605263157894737	0.394736842105263	1	0.526315789473684	0.210526315789474
"431"	54	"peek"	"hard"	"dynamic"	-69.0526315789474	-82	0.684210526315789	-0.447368421052632	-4	0.526315789473684	0.263157894736842
"432"	54	"peek"	"hard"	"stable"	-29.3170731707317	-14	0.707317073170732	1.85365853658537	-4	0.609756097560976	0.390243902439024
"433"	55	"keep"	"easy"	"dynamic"	29.046511627907	35	1	4.02325581395349	9	0.441860465116279	0
"434"	55	"keep"	"easy"	"stable"	31.9285714285714	38.5	1	3.97619047619048	9	0.285714285714286	0
"435"	55	"keep"	"hard"	"dynamic"	-124.51724137931	-112	1	-32.3103448275862	-57	0.448275862068966	0
"436"	55	"keep"	"hard"	"stable"	-110.184210526316	-110	1	-17.4473684210526	-57	0.473684210526316	0
"437"	55	"peek"	"easy"	"dynamic"	13	6	0.702702702702703	1.2972972972973	5	0.459459459459459	0.243243243243243
"438"	55	"peek"	"easy"	"stable"	8.13157894736842	5	0.710526315789474	3.26315789473684	9	0.421052631578947	0.421052631578947
"439"	55	"peek"	"hard"	"dynamic"	-70.0526315789474	-69	0.684210526315789	-7.31578947368421	-2	0.5	0.157894736842105
