"n.bad"	"sd"	"n.peeks"	"total.points.mean"	"final.impression.mad.mean"	"final.peek.impression.mad"	"final.peek.prefer.best.mean"	"first.keep.points.mean"	"n"
"1"	1	5	0	482.284445565083	2.27763798174462	NA	NA	0.0982175405226731	5000
"2"	1	5	5	475.578980549012	1.56444228746229	2.57620140852054	0.9872	4.84227315749543	5000
"3"	1	5	10	450.264684419847	1.18115145060114	1.79969831431766	0.9998	4.98087164399184	5000
"4"	1	5	15	426.142745929228	1.03953052466534	1.49886250184777	1	4.98032677711006	5000
"5"	1	5	20	401.531370166763	0.955371242690575	1.31710373693296	1	5.08851427995075	5000
"6"	1	5	25	375.281590008302	0.894440311762502	1.18919228407325	1	5.03891288507006	5000
"7"	1	5	30	349.122330439234	0.854398624452879	1.10913080908329	1	4.99120867575545	5000
"8"	1	5	35	324.304974760407	0.821033515015284	1.02678011315262	1	4.97277686444052	5000
"9"	1	5	40	299.347815314499	0.794588904975732	0.970937048529083	1	4.99609324606014	5000
"10"	1	5	45	274.484457691247	0.766475111278861	0.929767306748308	1	5.03103971647934	5000
"11"	1	5	50	249.738173104553	0.739793348361467	0.883928004684381	1	4.98531619338697	5000
"12"	1	5	55	224.225821307349	0.746493054257673	0.860499557581147	1	4.89525385457868	5000
"13"	1	5	60	200.732327425301	0.724829349306853	0.824123804547581	1	4.89895908539444	5000
"14"	1	5	65	175.032044986748	0.716834807052752	0.805620968083488	1	4.99850183444562	5000
"15"	1	5	70	150.382793820403	0.705942037836304	0.784852011216804	1	5.02854479676451	5000
"16"	1	5	75	124.836283458514	0.710120548728821	0.764340867895893	1	4.93099293850945	5000
"17"	1	5	80	100.027515783708	0.692871358858493	0.736676198342799	1	4.9192148292664	5000
"18"	1	5	85	74.9359751792527	0.68681591853481	0.722724299410973	1	5.098011882291	5000
"19"	1	5	90	49.9498137687819	0.697104535208422	0.721647591689601	1	5.05860477832	5000
"20"	1	5	95	25.101312132773	0.68834534335131	0.701199466518843	1	5.08146054227081	5000
"21"	1	5	100	0	0.691884770301942	0.691884770301942	1	NA	5000
"22"	1	10	0	394.733834743324	3.86307219684505	NA	NA	-0.0211884788416973	5000
"23"	1	10	5	434.240621764991	2.88484668156246	5.15935361086001	0.854	3.4496511445783	5000
"24"	1	10	10	441.185348925634	2.28881163394283	3.63382062541783	0.9384	4.13879446555376	5000
"25"	1	10	15	421.642022529047	2.00421518868355	2.97991463761104	0.9712	4.64437847061971	5000
"26"	1	10	20	396.802898850808	1.86947310868147	2.60974885635437	0.9834	4.97687188033297	5000
