"n.bad"	"sd"	"n.peeks"	"total.points.mean"	"final.impression.mad.mean"	"final.peek.impression.mad"	"final.peek.prefer.best.mean"	"first.keep.points.mean"	"n"
"67"	1	30	15	300.331908155913	5.95854527949617	9.06961166192375	0.7384	2.44299903451122	5000
"68"	1	30	20	303.317626617078	5.38243818178929	7.82055775477217	0.7702	2.67371796999561	5000
"69"	1	30	25	290.044041981144	5.10635229202063	7.09162066162272	0.7818	3.21947090352021	5000
"70"	1	30	30	273.09712205581	4.98795915940179	6.62367279664592	0.8038	3.89913757522335	5000
"71"	1	30	35	266.469963010005	4.73977612373403	6.15955799519082	0.8198	3.86084952250582	5000
"72"	1	30	40	250.24199278216	4.63533904081171	5.8557035994043	0.8428	3.65237879547176	5000
"73"	1	30	45	237.991387372207	4.49108139278297	5.53498283376417	0.8468	3.98403702088474	5000
"74"	1	30	50	213.518168603164	4.52576829856988	5.40014650996514	0.85	4.17045647358036	5000
"75"	1	30	55	196.110023840757	4.33979556853152	5.09344696723145	0.8646	4.2970140674177	5000
"76"	1	30	60	175.782080905599	4.34740124374501	4.99441209131974	0.872	4.27605923512376	5000
"77"	1	30	65	155.652191796906	4.30973090441422	4.8725445615977	0.8774	3.80108774752063	5000
"78"	1	30	70	134.311918608381	4.19858342413865	4.6635354683772	0.8924	4.84323987013964	5000
"79"	1	30	75	109.765638421237	4.20573552167955	4.55512145100702	0.8974	4.11574968427427	5000
"80"	1	30	80	91.5279258950873	4.19154538648782	4.4636564021813	0.8928	4.53039624466707	5000
"81"	1	30	85	68.7388257974603	4.11115843683905	4.32452634440241	0.9054	5.05130734968872	5000
"82"	1	30	90	43.9345818750858	4.14485835256438	4.28057443429092	0.9052	4.61389326896605	5000
"83"	1	30	95	20.8203471300581	4.14485393150998	4.21386238784261	0.9142	3.77568185223985	5000
"84"	1	30	100	0	4.10408907416932	4.10408907416932	0.9188	NA	5000
"85"	2	5	0	467.710765786336	2.82934429795068	NA	NA	-1.74560978568324	5000
"86"	2	5	5	467.000370479254	2.21866562619866	3.20092828250859	0.9312	4.28082255383796	5000
"87"	2	5	10	448.178438091618	1.662400121385	2.21369294187372	0.9894	4.89774402173028	5000
"88"	2	5	15	425.212266918906	1.40314775248627	1.82628608954975	0.9982	4.97840800352724	5000
"89"	2	5	20	400.683413388856	1.26247050666083	1.60971153753039	0.9998	5.09904545206543	5000
"90"	2	5	25	374.910636174504	1.1376752860013	1.41471236411788	0.9994	4.99721162621906	5000
"91"	2	5	30	349.586836572817	1.0853643200974	1.32758368299636	1	4.91675552602092	5000
"92"	2	5	35	325.005528898781	1.02880581961037	1.24505704464422	0.9998	5.14313647157453	5000
"93"	2	5	40	301.086265676041	0.970756909570957	1.14919224938187	1	5.06268479043866	5000
"94"	2	5	45	274.674159794313	0.940168153444471	1.10167382066718	1	5.08422886404365	5000
"95"	2	5	50	249.536841067036	0.911857265535878	1.04985199887169	1	4.91275054793661	5000
"96"	2	5	55	225.315978068592	0.882645259493515	1.00437102844985	1	4.93395490491792	5000
"97"	2	5	60	200.156053054803	0.85696271607646	0.967898720928995	1	5.0158580895601	5000
"98"	2	5	65	175.106696145172	0.842542185106746	0.933464316927095	1	4.985963871729	5000
"99"	2	5	70	150.336677095193	0.837814529898823	0.921216643654256	1	5.05978302524426	5000
"100"	2	5	75	124.940101071553	0.812863880501954	0.875842947048697	1	5.09268468674596	5000
"101"	2	5	80	99.5389355139729	0.813698545810492	0.864681235937081	1	4.87030915150537	5000
"102"	2	5	85	74.6849617809567	0.80179352889599	0.84294766400621	1	4.98016549373654	5000
"103"	2	5	90	49.941546308665	0.796157849133412	0.822376600344707	1	4.99875340284327	5000
"104"	2	5	95	24.8792187810852	0.80448117461298	0.820332432047972	1	5.01873517400402	5000
"105"	2	5	100	0	0.799657330551553	0.799657330551553	1	NA	5000
"106"	2	10	0	342.441028505577	4.4976819527344	NA	NA	-1.65948821294914	5000
"107"	2	10	5	378.548903310298	3.93335644333771	6.4039705596481	0.7016	2.1642629549897	5000
"108"	2	10	10	412.365075383105	3.04633377234306	4.43913776537253	0.8274	3.56523790708522	5000
"109"	2	10	15	404.808409972864	2.66038801931306	3.65320585486972	0.8876	4.01517993148117	5000
"110"	2	10	20	384.868210135687	2.45783728481191	3.20298325878991	0.9228	4.39683610939424	5000
"111"	2	10	25	365.99102214423	2.25307526602616	2.85773086314728	0.96	4.45251635091603	5000
"112"	2	10	30	345.235460759637	2.11536560577971	2.63430355948067	0.9656	4.41659318792078	5000
"113"	2	10	35	324.387156452326	2.00758316270754	2.44705329441454	0.9828	4.87024623753352	5000
"114"	2	10	40	296.997166395086	1.95177632741554	2.32631661319083	0.9844	5.0086672753874	5000
"115"	2	10	45	273.038788473433	1.87466029476073	2.21205331591041	0.9888	4.83480767338776	5000
"116"	2	10	50	246.92488845103	1.83287888572032	2.11375418351834	0.992	4.95891280587307	5000
"117"	2	10	55	223.898232147085	1.78873793255618	2.03316933857224	0.9954	5.03090560530819	5000
"118"	2	10	60	198.300887280293	1.73137646131646	1.95124492705157	0.9972	4.88560173669176	5000
"119"	2	10	65	176.496303155113	1.69464057773377	1.88536132274411	0.9966	5.06897664318369	5000
"120"	2	10	70	148.836315025211	1.66598605954862	1.82803092902996	0.9986	4.81357544034612	5000
"121"	2	10	75	123.828557843144	1.65213942308437	1.78638757807694	0.9978	4.75056516411226	5000
"122"	2	10	80	99.9135136291028	1.62529622402759	1.74063594351303	0.9992	4.9824398757188	5000
"123"	2	10	85	74.4482466726881	1.6181815352971	1.70170510077175	0.9984	4.93688355781106	5000
"124"	2	10	90	49.9833990092767	1.59590616614959	1.64836735416706	0.9994	5.17131361734644	5000
"125"	2	10	95	25.1968423394956	1.57622460578058	1.59966607397069	0.9994	5.02021100792694	5000
"126"	2	10	100	0	1.59679265955459	1.59679265955459	0.9996	NA	5000
"127"	2	20	0	169.27797528055	9.09761698491347	NA	NA	-1.62167891944909	5000
"128"	2	20	5	213.059832146244	8.07332220417998	12.9353669450005	0.5262	-0.205401412574691	5000
"129"	2	20	10	268.774418546053	5.80361694614305	8.90425107149133	0.6076	1.05001495800507	5000
"130"	2	20	15	276.828579337075	5.02482090983329	7.24759433018076	0.666	2.1743279424982	5000
"131"	2	20	20	284.917494849039	4.5137763480708	6.3022206392728	0.705	2.27283668962809	5000
"132"	2	20	25	278.888138343025	4.22017263838169	5.73810402908089	0.728	2.62260513053692	5000
"133"	2	20	30	270.933514095097	3.97149305958812	5.22353762509474	0.7702	2.97090636042572	5000
"134"	2	20	35	264.386110528773	3.87154922850155	4.90001935949806	0.7938	2.87848635350559	5000
"135"	2	20	40	244.94086632579	3.71657670505129	4.65989806406305	0.8044	3.05242823231274	5000
"136"	2	20	45	223.285244554963	3.59154670268682	4.38054327168437	0.8296	3.40696266684744	5000
"137"	2	20	50	210.683073190459	3.52017924896583	4.20569468126178	0.8432	3.68988774259027	5000
"138"	2	20	55	189.512418048991	3.4365372870625	4.01488637421799	0.8592	4.26425401941967	5000
"139"	2	20	60	174.296261864229	3.41066416152208	3.91978409613321	0.864	3.78014993318071	5000
"140"	2	20	65	155.483688853733	3.35332262791963	3.80277522123677	0.8858	3.87703899546775	5000
"141"	2	20	70	136.9620618407	3.28929284517328	3.62641798245495	0.9076	4.20848952545142	5000
"142"	2	20	75	108.752160808568	3.2768526641758	3.55943281356866	0.9092	4.00732585091108	5000
"143"	2	20	80	91.5005072464231	3.25591216165927	3.493289589154	0.9088	4.58827614325393	5000
"144"	2	20	85	68.5534478294152	3.17491198033881	3.35888688933989	0.9194	4.83561394578603	5000
"145"	2	20	90	45.6748665106435	3.18149727958587	3.29882317745126	0.9216	4.25744745094886	5000
"146"	2	20	95	23.2674908548063	3.17538065318366	3.22089065585185	0.9348	5.10635211135629	5000
"147"	2	20	100	0	3.1839357010421	3.1839357010421	0.9316	NA	5000
"148"	2	30	0	102.425850620473	13.7439712620196	NA	NA	-1.78729544092397	5000
"149"	2	30	5	116.819391490325	12.3213335497376	19.3017428438474	0.462	-0.254661916229317	5000
"150"	2	30	10	171.453062661064	8.75162253511475	13.2745087478096	0.5102	0.991341639397607	5000
"151"	2	30	15	198.753862956113	7.48133751866166	10.9014550920172	0.5576	1.12386671749318	5000
"152"	2	30	20	217.999749474705	6.67208992491181	9.46996490553994	0.596	1.73552985724514	5000
"153"	2	30	25	207.750755673409	6.21987971959415	8.51218513918376	0.6062	1.58776485465176	5000
"154"	2	30	30	213.332761249983	5.84977686342201	7.82149521401908	0.6404	1.391130201605	5000
"155"	2	30	35	209.638123554535	5.6465565454354	7.32810234203675	0.656	2.84030339293962	5000
"156"	2	30	40	197.172218955615	5.41850732639706	6.92806101661112	0.6856	3.00714741876602	5000
"157"	2	30	45	179.486303343929	5.35251853429593	6.62949761638217	0.695	2.88979736276415	5000
"158"	2	30	50	164.667941071701	5.18064136351472	6.27418913186512	0.7042	2.32999363641947	5000
"159"	2	30	55	159.318201649596	5.12014883901805	6.09387104119129	0.7162	3.05650816796923	5000
"160"	2	30	60	135.771950841208	5.01571059569384	5.88970341032182	0.73	2.95148258077432	5000
"161"	2	30	65	123.275112157401	4.90827853712732	5.58895333429597	0.7486	3.16072346074752	5000
"162"	2	30	70	106.061467628421	4.87112092639899	5.48406341907614	0.7534	3.19160782218992	5000
"163"	2	30	75	91.3219975550102	4.8232729178963	5.31609329796006	0.766	3.28198651567449	5000
"164"	2	30	80	76.4960290436454	4.79454846894369	5.15726325150023	0.779	2.93507167292228	5000
"165"	2	30	85	54.8803353903105	4.82801642129309	5.12661784744463	0.785	2.77655982907189	5000
"166"	2	30	90	39.1689922484096	4.75935904794211	4.94169975078042	0.798	4.60251066362915	5000
"167"	2	30	95	20.2785276409111	4.77782016406584	4.87613692785259	0.7908	3.9639343554325	5000
"168"	2	30	100	0	4.73517791044518	4.73517791044518	0.8014	NA	5000
"169"	3	5	0	457.669406812986	3.07797073682436	NA	NA	-2.50826161667665	5000
"170"	3	5	5	459.680603269189	2.68890834740269	3.73755442894004	0.8534	3.61718352907053	5000
"171"	3	5	10	447.715496694386	2.03296532798586	2.57895409026345	0.9602	4.66916768555233	5000
"172"	3	5	15	424.956887059581	1.69906089828472	2.08801485514927	0.9924	4.99948742223438	5000
"173"	3	5	20	401.94077946442	1.50591458523892	1.81442758691424	0.9974	5.05482738591739	5000
"174"	3	5	25	374.937970189195	1.36852368044002	1.63427749248096	0.9996	5.03708182541068	5000
"175"	3	5	30	349.717322769231	1.29061419119565	1.5114662637174	0.9996	4.98094333891385	5000
"176"	3	5	35	324.907295823123	1.19437544731578	1.39128842501641	1	5.08549767169542	5000
"177"	3	5	40	300.531879271637	1.13536319829405	1.31480584697109	1	5.08339703371682	5000
"178"	3	5	45	275.447611780481	1.09795624032743	1.25258966563023	0.9998	4.98972369599384	5000
"179"	3	5	50	249.915193436123	1.04769631472033	1.17913273726273	1	4.96263621104899	5000
"180"	3	5	55	224.793892569742	1.02245145215357	1.14820737352695	1	4.89362493510686	5000
"181"	3	5	60	200.204392366596	0.990625805067117	1.10003184341965	1	5.01963263117053	5000
"182"	3	5	65	174.6985843121	0.965287662422951	1.0617440984476	1	4.9887383516797	5000
"183"	3	5	70	150.318981687859	0.942822545113897	1.03086275570362	1	4.89445847368927	5000
"184"	3	5	75	125.136768755183	0.929645765546893	0.999226306186801	1	5.09823454408187	5000
"185"	3	5	80	99.9269563516058	0.911177550320028	0.968918037155705	1	5.10918293400093	5000
"186"	3	5	85	74.898625158257	0.898322396854695	0.944061451488418	1	4.92147924093596	5000
"187"	3	5	90	50.0221099859457	0.896126611918624	0.928971694725085	1	5.03053568591303	5000
"188"	3	5	95	25.0740115354721	0.892584995867169	0.90748875007292	1	5.11275278094574	5000
"189"	3	5	100	0	0.886353679910676	0.886353679910676	1	NA	5000
"190"	3	10	0	310.656352464033	4.67622028509987	NA	NA	-2.44018176238243	5000
"191"	3	10	5	328.340798506433	4.67859338962923	7.31649399339107	0.5858	1.05248604799005	5000
"192"	3	10	10	366.982303923469	3.60948006336391	5.15039905918014	0.7166	2.0959937350591	5000
"193"	3	10	15	380.924792266686	3.12240803360243	4.18624296804633	0.8056	3.10575792411891	5000
"194"	3	10	20	376.725147232343	2.83100421068121	3.63183206841555	0.8622	3.55533466259319	5000
"195"	3	10	25	356.318891338335	2.62880337217053	3.2650356917243	0.8934	4.00586986072753	5000
"196"	3	10	30	336.493136465094	2.50916305644663	3.02484624063909	0.9316	4.27179046324892	5000
"197"	3	10	35	322.996183819301	2.36924556967432	2.81130765114103	0.9428	4.67345821411633	5000
"198"	3	10	40	294.630065854676	2.25770362291628	2.63601009419797	0.958	4.65427566415366	5000
"199"	3	10	45	269.79365146725	2.15750085145877	2.48874904044054	0.9662	4.64480152049607	5000
"200"	3	10	50	244.925212453188	2.08390150891932	2.37818217799589	0.9744	4.86341304613966	5000
"201"	3	10	55	224.858174694834	2.02463804936692	2.2739812966833	0.9832	4.94355873668533	5000
"202"	3	10	60	198.544170237705	1.95625479972956	2.18167998213817	0.9844	4.92196438649533	5000
"203"	3	10	65	175.04717313813	1.93416513018781	2.12671231417107	0.9878	4.99344406650261	5000
"204"	3	10	70	149.052563793757	1.88340532481111	2.05581170745645	0.9906	4.61090040742987	5000
"205"	3	10	75	122.326075816148	1.85619551838698	2.01320139976401	0.9916	4.82866622886102	5000
"206"	3	10	80	100.584668380804	1.83393433435067	1.94267119636178	0.9924	5.16501143823625	5000
"207"	3	10	85	75.4106726056198	1.8215498178998	1.91119476088402	0.9952	4.95225719592632	5000
"208"	3	10	90	49.5499114565837	1.77395792964564	1.84563676936395	0.997	5.06232541802032	5000
"209"	3	10	95	25.2737131790031	1.78405001975624	1.81392678655809	0.9978	5.53292673110738	5000
"210"	3	10	100	0	1.75850289958314	1.75850289958314	0.998	NA	5000
"211"	3	20	0	74.2707322332527	NA	0	0.578894500561167	NA	5000
"212"	3	20	5	NA	5.24229231820589	10.0420019788874	0.462812	-0.150806793606545	5000
"213"	3	20	10	124.10101057364	4.00142077249283	7.61917608647552	0.53474	0.0241933696485284	5000
"214"	3	20	15	140.641186823501	3.89446749689419	6.70083698030094	0.574592	0.812288779126262	5000
"215"	3	20	20	152.097187876026	3.52486311361313	6.49663708384642	0.60798	0.724917996053306	5000
"216"	3	20	25	153.444537560504	3.45855960915226	6.46328386106492	0.634746	1.2422357333536	5000
"217"	3	20	30	148.894028532051	3.22243907976401	6.54691836747433	0.643082	1.33914844760549	5000
"218"	3	20	35	146.364783110573	3.72575220120024	6.70769077064286	0.654426	1.41302196418621	5000
"219"	3	20	40	133.962964197623	3.79024481990064	6.98746332430672	0.659876	1.6548506859286	5000
"220"	3	20	45	126.982793644787	3.34701314608168	7.19571585688177	0.659808	1.86692867736247	5000
"221"	3	20	50	119.08627879005	3.53428067005239	7.51742080358121	0.67687	2.1450099082409	5000
"222"	3	20	55	110.174498518178	3.62824279739195	7.79486374521939	0.686206	2.23094915801047	5000
"223"	3	20	60	97.4860751361483	3.71331846285281	8.19535686066536	0.672728	2.30183082996953	5000
"224"	3	20	65	86.3567459649413	3.68711712967396	8.5182905915208	0.672892	2.63778730225599	5000
"225"	3	20	70	71.9872099787366	3.55674113353576	8.8924320177986	0.670754	2.46463507810075	5000
"226"	3	20	75	63.0424208885393	3.61466323082819	9.24819308273027	0.669862	2.76584355565886	5000
"227"	3	20	80	50.5533239186223	3.70460330885889	9.64372181920442	0.670514	2.79022169534892	5000
"228"	3	20	85	37.1138630647794	3.58336038934457	10.0161373388324	0.664758	2.68898076112389	5000
"229"	3	20	90	27.4631290860585	3.67422851373762	10.410220164926	0.658688	2.74546007749741	5000
"230"	3	20	95	14.16877131975	3.79122073865431	10.7950056423029	0.652878	3.06245844054574	5000
"231"	3	20	100	0.4254	3.52230845897241	11.193200008154	0.6447	NA	5000
"232"	3	30	0	NA	27.8277388972875	0.485458629726694	NA	NA	5000
"233"	3	30	5	20.954093412839	40.1500423249509	10.6531114673254	12.0553100990036	0.388741701482447	5000
"234"	3	30	10	42.0510340607763	53.016623385405	7.46644874869267	8.44923553784186	0.499190300828497	5000
"235"	3	30	15	68.9069441693526	66.4856697966388	6.04568945484997	6.95610270083923	1.21423096853617	5000
"236"	3	30	20	58.7326335553746	73.1706220579807	5.38427925476855	5.95160875707937	0.708191804700043	5000
"237"	3	30	25	72.6598253991589	81.592538002531	4.87380680388997	5.45831512590902	1.54588484778734	5000
"238"	3	30	30	70.3891808208577	83.0032154332114	4.5030249908447	5.103088163993	0.774065664280916	5000
"239"	3	30	35	69.5517474903077	85.5183789901681	4.18113908805947	4.73305903433366	1.2328812902337	5000
"240"	3	30	40	69.988189702637	76.0134623877763	3.94096829759192	4.49439640808469	1.33791603344188	5000
"241"	3	30	45	68.395293792472	71.9071855579805	3.74192844931679	4.29775720006614	1.53364347211439	5000
"242"	3	30	50	59.9238234791926	70.2755150314709	3.55576152274791	4.01912027414276	1.41058436568626	5000
"243"	3	30	55	58.5621091323832	66.7935178430449	3.41020953137311	3.95700098887417	1.11512536241263	5000
"244"	3	30	60	49.6508495418503	60.7467140865626	3.27601831363643	3.80022760982296	1.87056775362778	5000
"245"	3	30	65	46.3253559713543	47.3706722797304	3.16759761984929	3.70946444808059	1.24430524270122	5000
"246"	3	30	70	39.6705731962664	45.4669465290472	3.09344999981707	3.61188748353256	1.86971680767446	5000
"247"	3	30	75	34.0647056121303	41.8052529105144	2.99720012188951	3.47387164790885	1.61458529475083	5000
"248"	3	30	80	31.2384951002032	32.5925222210839	2.89605534121504	3.45458932796382	2.36570334205117	5000
"249"	3	30	85	22.073671307388	25.838559697565	2.80715497678656	3.33862872196572	1.79307631731483	5000
"250"	3	30	90	15.6006971204119	16.9554761205942	2.71531403736757	3.30097586411125	2.2080641480477	5000
"251"	3	30	95	7.58853801982389	10.1818515523138	2.66749228479302	3.20739194221236	2.38397548377591	5000
"252"	3	30	100	1.40822261883876	2.48107547365792	2.61462547365792	3.20619641764842	NA	5000
"253"	4	5	0	448.498309879557	3.24790369794536	NA	NA	-3.06634050032888	5000
"254"	4	5	5	445.49125774642	2.94749510244501	3.98856949407298	0.7888	2.95499874381934	5000
"255"	4	5	10	445.294156772127	2.31302397871773	2.83470775873179	0.9294	4.3518178533057	5000
"256"	4	5	15	422.685590950866	1.94580786468165	2.3088793348206	0.9772	4.78773459714513	5000
"257"	4	5	20	400.131909656047	1.72634838190561	2.01834218929068	0.99	4.97110443544592	5000
"258"	4	5	25	375.309199445993	1.5540537297401	1.80397834228111	0.9968	5.0168864685533	5000
"259"	4	5	30	350.763270881313	1.45713232540451	1.66578541265299	0.999	5.06804995471155	5000
"260"	4	5	35	324.841889349606	1.35658814711914	1.54181444314646	0.999	5.03478688925967	5000
"261"	4	5	40	300.245360528693	1.28923339386182	1.45291902633727	0.9996	4.98965679473414	5000
"262"	4	5	45	275.439638460347	1.22933708502549	1.37710910543986	0.9998	4.99175784331914	5000
"263"	4	5	50	249.495610923284	1.17005903865479	1.30857462994058	1	4.99340502562091	5000
"264"	4	5	55	225.215982237746	1.1413044289061	1.26312309006748	0.9998	5.01448573955099	5000
"265"	4	5	60	199.453086396497	1.10248573361213	1.20492131517673	1	4.98531714514639	5000
"266"	4	5	65	175.498571065314	1.07443846109428	1.17117421174507	1	5.06880791428527	5000
"267"	4	5	70	149.186469127997	1.05349795282297	1.13342730069322	1	5.01164717609054	5000
"268"	4	5	75	124.9977535541	1.02843260591544	1.09974278129359	1	4.93186413166028	5000
"269"	4	5	80	100.237444896276	1.0046190981451	1.06440660583894	1	5.06337849097861	5000
"270"	4	5	85	74.8588639475353	0.990062866681413	1.03650774205276	1	4.95025992552152	5000
"271"	4	5	90	49.9889961513865	0.981545302672052	1.01549922338575	1	4.91023169679575	5000
"272"	4	5	95	25.1317730466494	0.976318595691106	0.995026569653275	1	5.13287378890797	5000
"273"	4	5	100	0	0.967022817319431	0.967022817319431	1	NA	5000
"274"	4	10	0	300.674296858064	4.77075217063086	NA	NA	-3.03966089143112	5000
"275"	4	10	5	290.096520024462	5.17079731658458	7.93916689619261	0.5044	-0.350956759717749	5000
"276"	4	10	10	341.352373320684	4.01427829788903	5.70114620707415	0.621	1.3204244266796	5000
"277"	4	10	15	358.2864323036	3.49869965832255	4.64682415633573	0.711	2.19596165907612	5000
"278"	4	10	20	357.133706216336	3.16926142127844	4.0262302164435	0.7848	2.92983291690707	5000
"279"	4	10	25	342.247049393889	2.94524390356156	3.61570870858101	0.8252	3.64358157464399	5000
"280"	4	10	30	327.652454126774	2.79232458680181	3.34847176292468	0.8692	3.8683068608795	5000
"281"	4	10	35	305.630285304414	2.62565107989538	3.09072488314125	0.8876	4.04575965237499	5000
"282"	4	10	40	289.997716200591	2.53763113335528	2.9364057796245	0.9114	4.53683002389167	5000
"283"	4	10	45	266.500520076219	2.43636575417017	2.78203062144435	0.9288	4.38650239436574	5000
"284"	4	10	50	243.671795514392	2.34166836336071	2.63890788385665	0.9434	4.52539124016548	5000
"285"	4	10	55	219.390106230183	2.2548230980502	2.50978352904103	0.96	4.58090336728635	5000
"286"	4	10	60	196.967378807906	2.18158581768639	2.40938276135366	0.965	4.95673810128755	5000
