"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"final.peek.impression.mad"	"final.peek.prefer.best"	"final.peek.rank.best"	"first.keep.points"
"1"	100	0	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	-327.311380986404	3.76262752961353	1	29	0	0.29	NA	NA	NA	-10.3190454438953
"2"	100	5	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	462.664760181444	1.82882292657637	1	92	1	0.93	8.2343792344373	1	1	12.0366746702738
"3"	100	10	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	322.409698334797	1.66555936402438	1	87	2	0.89	1.74607487597453	1	1	-3.12956398925169
"4"	100	15	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	300.402187386869	1.09631943963473	1	83	3	0.86	2.62989374307252	1	1	3.59092299561186
"5"	100	20	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	363.163487947663	3.07331946506785	1	76	4	0.8	3.92837848085237	1	1	-18.4180180567228
"6"	100	25	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	277.079603927747	2.63547487230386	1	71	5	0.76	3.73021595399318	0	2	-5.8523057466874
"7"	100	30	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	334.183190219225	1.06607135870534	1	66	6	0.72	1.19063945787919	1	1	-3.08821408947458
"8"	100	35	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	359.473446685365	1.73497122004184	1	65	7	0.72	1.90979240925402	1	1	-4.82517860860444
"9"	100	40	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	402.692904531318	4.40926744083917	1	55	8	0.63	4.26510828114583	1	1	9.04181662954183
"10"	100	45	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	304.386950715512	2.25538972964137	1	50	9	0.59	2.30273335768519	1	1	-6.16876513489449
"11"	100	50	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	245.765883638884	1.5440664247144	1	48	10	0.58	2.52318283821458	1	1	14.0279969393224
"12"	100	55	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	261.984049336286	1.56351448013089	1	44	11	0.55	2.03660838545731	1	1	-17.5953251095017
"13"	100	60	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	180.990330860925	1.99233669903823	1	37	12	0.49	1.80613767622803	1	1	-22.4940548497967
"14"	100	65	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	171.724454094508	2.27861677698685	1	32	13	0.45	3.08937706021026	1	1	-14.643690730308
"15"	100	70	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	132.914733262434	1.46820933186178	1	30	14	0.44	1.53260451504824	1	1	6.28773942035356
"16"	100	75	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	65.4771045906306	1.59162745568582	1	23	15	0.38	1.65605016211947	1	1	10.0634978740432
"17"	100	80	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	38.779890095313	1.02801876004767	1	19	16	0.35	1.20572035931613	1	1	9.01748540076649
"18"	100	85	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	14.0675728180249	1.73098134302234	1	14	17	0.31	2.09998656083668	1	1	7.25417038002987
"19"	100	90	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	69.7668155127839	1.71690399313214	1	8	18	0.26	1.97504040669526	1	1	6.10844295254574
"20"	100	95	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	-2.2909591506682	1.37876103021917	1	4	19	0.23	1.66612871888713	1	1	-16.2860799764434
"21"	100	100	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	1	0	1.35826154463134	1	0	20	0.2	1.35826154463134	1	1	NA
"22"	100	0	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	471.23031991925	3.50068458380466	1	91	0	0.91	NA	NA	NA	7.1024667299727
"23"	100	5	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	352.488394480726	2.12442423393013	1	73	1	0.74	4.87951318355492	1	1	-14.4350321732161
"24"	100	10	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	240.046475414827	3.63137858351418	1	86	2	0.88	3.74569076645227	1	1	1.37163180096952
"25"	100	15	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	460.850324803204	2.16804393874599	1	76	3	0.79	4.29618832683163	1	1	9.28353994532044
"26"	100	20	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	-415.049489508786	4.58841046050181	0	1	4	0.05	7.81806819330548	0	4	-4.05386497899487
"27"	100	25	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	222.337715314649	1.91926236444042	1	69	5	0.74	2.84612842557857	1	1	-3.33025492157828
"28"	100	30	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	77.6938787378801	2.37861895945551	1	62	6	0.68	2.78446848573049	1	1	9.86744609807862
"29"	100	35	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	81.4692979872494	2.5132238816439	1	59	7	0.66	2.88729992931026	1	1	-16.0046655028566
"30"	100	40	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	205.484399629876	3.55320416122371	1	43	8	0.51	5.82759334864509	0	3	3.18374523317038
"31"	100	45	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	394.722070119905	1.73780093833918	1	52	9	0.61	2.33235972121634	1	1	5.07381848901069
"32"	100	50	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	174.323756932441	2.70152901463928	1	43	10	0.53	3.26826337212735	1	1	15.3515702708204
"33"	100	55	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	254.015516458096	2.07065909101373	1	43	11	0.54	2.42590792826784	1	1	-16.2695853916242
"34"	100	60	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	127.270807302127	0.952198123447201	1	37	12	0.49	1.34544014519737	1	1	2.98218498652111
"35"	100	65	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	90.4298265798961	1.55142621133031	1	33	13	0.46	1.5924454349475	1	1	-3.75334338677964
"36"	100	70	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	168.872655623293	1.18305439628079	1	28	14	0.42	1.18276701863585	1	1	2.02525941434754
"37"	100	75	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	223.270877221593	3.62905504107004	1	24	15	0.39	3.18532159514645	1	1	10.1707579100241
"38"	100	80	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	147.030270710496	2.24033743634094	1	20	16	0.36	2.37163108849002	1	1	6.27919705354042
"39"	100	85	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	68.7701137742729	1.65750111128001	1	12	17	0.29	1.6311392466774	1	1	6.98262785610483
"40"	100	90	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	27.6550499998666	2.1577978105846	1	10	18	0.28	2.22043237847576	1	1	-1.65317370900323
"41"	100	95	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	55.9341432388115	1.98953104498618	1	5	19	0.24	1.74772679345784	1	1	14.1638389827615
"42"	100	100	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	2	0	2.48633150921338	1	0	20	0.2	2.48633150921338	1	1	NA
"43"	100	0	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	324.1505165319	3.69991489982937	1	92	0	0.92	NA	NA	NA	-9.95736640938163
"44"	100	5	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	601.382559322773	4.22215028914172	1	93	1	0.94	4.6645084014908	1	1	-1.73943343199645
"45"	100	10	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	313.933704066057	4.74250003155559	1	84	2	0.86	9.55626659016946	1	1	-12.1664823504853
"46"	100	15	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	217.618656939674	3.20697216899612	1	69	3	0.72	7.09267592767359	0	3	-11.0452972837739
"47"	100	20	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	537.613118609332	1.2647698108693	1	74	4	0.78	1.72701023507482	1	1	8.44188572139722
"48"	100	25	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	270.755926044701	1.53468812445177	1	73	5	0.78	2.35015395867362	1	1	-4.61834678544972
"49"	100	30	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	381.675932969628	2.36596271417519	1	68	6	0.74	3.18093620319892	1	1	12.8178360330195
"50"	100	35	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	245.086156004285	1.83980067567091	1	61	7	0.68	1.82747096225853	1	1	8.59123984620815
"51"	100	40	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	231.25585098414	1.18054325102156	1	59	8	0.67	2.16710650195921	1	1	5.00953949801522
"52"	100	45	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	290.215092042098	1.1616058456947	1	52	9	0.61	1.26584990344722	1	1	9.44562676753266
"53"	100	50	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	21.1884831393882	2.32650513475531	1	50	10	0.6	2.01858841674627	1	1	-17.2272898032602
"54"	100	55	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	74.086943715854	3.28820989796526	1	42	11	0.53	3.45668534035576	1	1	13.4926267854818
"55"	100	60	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	257.316202797098	2.97678003396646	1	39	12	0.51	3.95462387004445	1	1	15.7501204268678
"56"	100	65	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	288.9668700732	1.57941643658503	1	34	13	0.47	1.05847834146287	1	1	16.3457125458491
"57"	100	70	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	70.1801212195565	2.51918565375935	1	25	14	0.39	2.48320872556782	1	1	18.3594116462631
"58"	100	75	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	119.990462934794	1.39439612690843	1	24	15	0.39	1.91644508502724	1	1	-5.80051492641569
"59"	100	80	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	112.304678357376	2.88396472892077	1	17	16	0.33	3.55044970706873	0	2	-2.87361484731586
"60"	100	85	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	101.167618401677	2.71634491663574	1	15	17	0.32	3.13139096108054	1	1	-0.970074480585524
"61"	100	90	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	67.1426409173357	3.05406271060188	1	10	18	0.28	3.4052023740105	1	1	8.32438415332564
"62"	100	95	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	42.4511648430382	2.33482911225753	1	5	19	0.24	2.39068443819465	1	1	20.7157854402634
"63"	100	100	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	3	0	1.71742999415527	1	0	20	0.2	1.71742999415527	1	1	NA
"64"	100	0	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	256.072042054247	5.43799301661658	1	80	0	0.8	NA	NA	NA	-1.50229813668142
"65"	100	5	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	380.556898796436	5.10092159726122	1	91	1	0.92	7.99975330642788	1	1	-1.10641870690217
"66"	100	10	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	196.889961307597	1.74891717063595	1	73	2	0.75	4.79541670125099	0	2	-5.84928860257439
"67"	100	15	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	291.355434563909	3.26519804228613	1	82	3	0.85	4.34513787026651	1	1	-14.2752196422707
"68"	100	20	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	378.521963378687	3.03919663284643	1	75	4	0.79	4.55059941479233	1	1	-4.20164162360843
"69"	100	25	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	265.066744063558	1.93354867667397	1	73	5	0.78	2.42056999767233	1	1	-0.385115289399053
"70"	100	30	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	213.805825669496	3.93748204369124	1	67	6	0.73	4.0364633087735	1	1	-13.2137142653817
"71"	100	35	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	217.844962915759	3.13348281596623	1	60	7	0.67	3.34902291524804	1	1	4.10417736814904
"72"	100	40	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	46.5865795375955	1.73604220906014	1	54	8	0.62	0.818969821067168	1	1	-4.92974876681344
"73"	100	45	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	314.05297538928	2.71766879299384	1	51	9	0.6	2.73810001463153	1	1	-4.31227344338855
"74"	100	50	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	396.196598766133	1.71533622342631	1	47	10	0.57	2.87586986580765	1	1	-9.72208390318047
"75"	100	55	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	236.869608423276	3.53075095300695	1	42	11	0.53	3.82463455651689	1	1	-2.82530793804513
"76"	100	60	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	189.469402438816	1.35286253629205	1	38	12	0.5	1.46725966768826	1	1	16.73437991876
"77"	100	65	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	204.159012271366	1.14291900425757	1	33	13	0.46	1.2388770571828	1	1	4.42713644561018
"78"	100	70	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	189.931372252471	0.786911240064593	1	25	14	0.39	1.4040502746773	1	1	-4.498186574485
"79"	100	75	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	138.217335316099	0.966253145305098	1	22	15	0.37	1.11734347491176	1	1	27.4963485597324
"80"	100	80	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	-175.130086432749	2.80986830576362	0	0	16	0.16	3.78638232595601	0	3	-9.07753037598729
"81"	100	85	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	100.775061184862	1.04593066632441	1	15	17	0.32	1.09001379693203	1	1	4.60656819560541
"82"	100	90	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	8.09253281349462	1.82150357010577	1	10	18	0.28	1.94497180949673	1	1	-0.461070714896337
"83"	100	95	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	9.82418134765165	2.16941132613116	1	5	19	0.24	2.06658128020625	1	1	-2.95298872017018
"84"	100	100	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	4	0	0.906311066059189	1	0	20	0.2	0.906311066059189	1	1	NA
"85"	100	0	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	5	-257.370886737643	3.21405643828964	1	26	0	0.26	NA	NA	NA	-8.01326110075613
"86"	100	5	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	5	505.507318203063	4.23544582866294	1	95	1	0.96	6.16545833663846	1	1	14.6584588037322
"87"	100	10	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	5	99.4938565138059	3.10623306060408	1	56	2	0.58	8.16322325521189	0	4	-0.609264653333849
"88"	100	15	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	5	368.744094131809	4.73098197021079	1	81	3	0.84	7.04488016283238	1	1	9.89215285881625
"89"	100	20	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	5	55.5878778370949	3.51550098203572	1	76	4	0.8	3.64932230317119	1	1	6.08551341087445
"90"	100	25	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	5	586.148325053372	4.99925692036241	1	70	5	0.75	4.56937654502947	1	1	4.22202830332084
"91"	100	30	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	10	5	231.404700388703	2.22149164526974	1	67	6	0.73	3.15311558836894	1	1	9.82352511626095
