"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"final.peek.impression.mad"	"final.peek.prefer.best"	"final.peek.rank.best"	"first.keep.points"
"1"	100	0	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	-481.319872889089	9.27090855488984	0	3	0	0.03	NA	NA	NA	14.6299734728548
"2"	100	5	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	-519.409891874377	12.3901516626845	0	1	1	0.02	15.4145855979342	0	3	-39.6190936672924
"3"	100	10	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	-432.494630330238	6.95746881785142	0	2	2	0.04	15.4087656313545	0	4	-20.5098478318677
"4"	100	15	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	348.54807932643	5.19090342215717	1	82	3	0.85	8.92620391269237	1	1	12.8982519958063
"5"	100	20	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	380.197333128825	3.48719827196909	1	78	4	0.82	6.46051745238297	1	1	7.89976908331365
"6"	100	25	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	556.831614000844	5.42454804112355	1	70	5	0.75	4.89123721886453	1	1	36.5193691501721
"7"	100	30	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	-115.673618003098	4.99708035234345	1	26	6	0.32	5.97296899934637	0	2	-5.77953949004309
"8"	100	35	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	202.015083212731	2.93139163458831	1	61	7	0.68	4.50255688718323	1	1	-7.38538162335366
"9"	100	40	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	376.998620407346	1.90547921311611	1	58	8	0.66	4.35137564068471	1	1	12.7290420607574
"10"	100	45	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	113.912657230057	3.5330884083427	1	51	9	0.6	5.04778665049473	0	2	-9.23356763818276
"11"	100	50	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	261.47896788672	3.1956581301053	1	48	10	0.58	4.50391286279558	1	1	-2.96846749623222
"12"	100	55	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	397.754897606946	3.17733753471881	1	45	11	0.56	4.53997104998005	1	1	-4.97077878400051
"13"	100	60	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	-87.5383593459173	6.43118932741623	0	0	12	0.12	7.92507068219454	0	4	-6.47234684249619
"14"	100	65	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	4	20	1	-153.139841334675	3.56633748640486	0	31	13	0.44	3.47519383841148	1	1	14.3201346612525
