"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"final.peek.impression.mad"	"final.peek.prefer.best"	"final.peek.rank.best"	"first.keep.points"
"1"	100	0	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	701.412613905272	11.2813406422544	1	95	0	0.95	NA	NA	NA	-16.0368574054966
"2"	100	5	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	289.696554563954	1.01124036762359	1	85	2	0.87	5.37330749354278	0	2	-9.37906256122522
"3"	100	10	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	699.186558990361	5.46986146958892	1	86	3	0.89	4.7902688166399	0	2	-28.5941827717672
"4"	100	15	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	637.390408669849	5.6561816498357	1	74	5	0.79	7.74333237844263	0	2	20.8464779347168
"5"	100	20	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	-70.3698196993147	2.75067801338379	1	75	7	0.82	3.97023261696318	0	2	-23.3173759293271
"6"	100	25	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	-158.10619819337	7.21461047864891	0	4	9	0.13	6.37980423943459	0	2	8.12606508619149
"7"	100	30	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	565.436587546632	3.49666640942411	1	67	10	0.77	2.78706224944129	1	1	36.3012381815615
"8"	100	35	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	421.742655719474	2.39257468094724	1	62	11	0.73	4.44903067656085	1	1	44.2053921057073
"9"	100	40	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	503.23651433688	2.40229216934049	1	56	13	0.69	2.48967312138314	1	1	-11.3035219816092
"10"	100	45	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	271.560335562689	2.08854949819836	1	52	15	0.67	2.64746623180038	1	1	-17.2787676732731
"11"	100	50	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	274.20597809746	2.92390208424532	1	48	16	0.64	2.77277652968876	1	1	15.8520534213256
"12"	100	55	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	-67.3648581524447	1.90912425203882	1	41	18	0.59	4.3824789297435	1	1	45.4680734355703
"13"	100	60	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	-65.5464604955477	3.00509745597524	1	37	20	0.57	1.50514063661157	1	1	16.327802842533
"14"	100	65	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	-51.4315545207474	5.09615936487728	0	0	22	0.22	6.01194648177061	0	2	16.6498049826666
"15"	100	70	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	116.338849592812	2.31309411078642	1	29	23	0.52	2.97944341392952	1	1	-34.7429096431101
"16"	100	75	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	265.94117415581	3.64018543668444	1	25	25	0.5	2.78035217211206	1	1	-24.4954061072067
"17"	100	80	"trial"	"uniform"	"egreedy.05"	"mean"	5	-5	1	2	20	1	113.094075875924	4.07980136307526	1	20	27	0.47	4.9980424727259	1	1	4.00447172355756
