"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"total.peeks"
"1"	100	0	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	253.026392997404	2.09789002439099	1	77	0	0.77	0
"2"	100	5	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	335.212085332776	3.31357121131362	1	77	1	0.78	5
"3"	100	10	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	336.750183314828	2.7099455989855	1	72	3	0.75	10
"4"	100	15	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	333.785612116071	3.17807931015342	1	66	4	0.7	15
"5"	100	20	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	291.540929859183	2.11151725558058	1	59	5	0.64	20
"6"	100	25	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	387.524656814151	2.24417243061364	1	66	6	0.72	25
"7"	100	30	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	286.799417652958	3.0405313532199	1	60	7	0.67	30
"8"	100	35	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	12.3445923316389	3.13851374121134	1	49	9	0.58	35
"9"	100	40	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	131.135924272364	3.17336252889666	1	46	10	0.56	40
"10"	100	45	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	285.053233331988	2.07728262395623	1	45	11	0.56	45
"11"	100	50	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	116.795300091183	4.98371232004542	1	40	12	0.52	50
