"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"total.peeks"
"1"	100	0	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	247.614563626121	1.83726288483674	1	83	0	0.83	0
"2"	100	5	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	407.34108326143	0.805194170408668	1	78	3	0.81	5
"3"	100	10	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	460.583322667559	5.89097568238037	0	75	5	0.8	10
"4"	100	15	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	-123.964599829243	5.07100801742375	1	67	8	0.75	15
"5"	100	20	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	319.518589839673	3.7499020991473	1	58	10	0.68	20
"6"	100	25	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	78.4784840596873	3.45388531724362	1	64	13	0.77	25
"7"	100	30	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	31.9432302911512	2.15109998438702	1	57	15	0.72	30
"8"	100	35	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	414.21644050908	2.8583146510906	1	53	18	0.71	35
"9"	100	40	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	152.42444850985	1.55950646344993	1	45	20	0.65	40
"10"	100	45	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	78.9216639696445	2.7720010121417	1	50	22	0.72	45
"11"	100	50	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	216.534230715968	4.11692737988757	1	36	25	0.61	50
"12"	100	55	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	46.2380909615466	1.40475621079474	1	33	28	0.61	55
"13"	100	60	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	22.4214762565511	5.71534575936582	0	5	30	0.35	60
"14"	100	65	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	323.809670743837	3.18184186004333	1	28	33	0.61	65
"15"	100	70	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	-67.2758097707137	6.80212666644133	0	8	35	0.43	70
"16"	100	75	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	98.6567416451922	3.09764764464055	1	22	37	0.59	75
"17"	100	80	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	-130.376141594138	0.901643673557682	1	13	40	0.53	80
"18"	100	85	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	-67.5283721518447	0.610560978297699	1	10	42	0.52	85
"19"	100	90	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	76.7389852293252	1.29577326240914	1	7	45	0.52	90
"20"	100	95	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	12.1222786838018	4.22163234702142	1	4	47	0.51	95
"21"	100	100	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	1	0	1.54790611988207	1	0	50	0.5	100
"22"	100	0	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	356.899157137761	5.98592102881283	1	70	0	0.7	0
"23"	100	5	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	68.6196237953408	4.17267855209167	1	81	3	0.84	5
"24"	100	10	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	534.046150327598	3.17721532696666	1	66	5	0.71	10
"25"	100	15	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	277.813943102958	1.94241257635271	1	66	8	0.74	15
"26"	100	20	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	669.136144988394	3.18567321403307	1	61	10	0.71	20
"27"	100	25	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	12.8147295819173	3.01568930056366	1	63	12	0.75	25
"28"	100	30	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	279.943057756431	2.21849681358606	1	55	15	0.7	30
"29"	100	35	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	-29.6334321504694	1.91307551902227	1	51	18	0.69	35
"30"	100	40	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	258.221147772136	0.537112219504238	1	52	20	0.72	40
"31"	100	45	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	357.783037956802	3.05025893559381	1	42	23	0.65	45
"32"	100	50	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	25.4812491112822	2.2393367704469	1	38	25	0.63	50
"33"	100	55	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	269.30552404125	3.8323810374397	1	39	28	0.67	55
"34"	100	60	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	-110.603229229938	2.21416238203884	1	27	30	0.57	60
"35"	100	65	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	-134.903103270512	1.45679101153631	1	26	33	0.59	65
"36"	100	70	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	71.7997668667061	0.503053840983022	1	26	35	0.61	70
"37"	100	75	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	-10.5839181052451	2.1712858060666	1	20	38	0.58	75
"38"	100	80	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	203.039200007721	4.35493744704936	1	17	40	0.57	80
"39"	100	85	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	-20.5988762837756	2.74965929101243	1	12	43	0.55	85
"40"	100	90	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	37.2311859789992	0.4623676723732	1	9	45	0.54	90
"41"	100	95	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	15.9158975117655	2.38279141812215	1	4	48	0.52	95
"42"	100	100	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	2	0	1.64274776204886	1	0	50	0.5	100
"43"	100	0	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	504.034321825848	2.5704771976795	1	77	0	0.77	0
"44"	100	5	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	507.151250433955	2.8195865572496	1	80	3	0.83	5
"45"	100	10	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	411.51844058593	1.55660261721105	1	72	5	0.77	10
"46"	100	15	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	457.453417951385	3.83608746669356	1	67	7	0.74	15
"47"	100	20	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	135.496683393677	0.728135286878933	1	50	10	0.6	20
"48"	100	25	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	295.268508327942	3.54788365788401	1	64	12	0.76	25
"49"	100	30	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	115.168923537754	0.108536390457199	1	49	15	0.64	30
"50"	100	35	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	150.008365750892	2.93424242851433	1	52	18	0.7	35
"51"	100	40	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	385.130458051234	3.22517602762056	1	48	20	0.68	40
"52"	100	45	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	232.347608036528	0.890504798293207	1	43	23	0.66	45
"53"	100	50	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	-33.1929809668308	1.26725112861104	1	39	25	0.64	50
"54"	100	55	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	192.46509609236	2.5568008206159	1	38	27	0.65	55
"55"	100	60	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	16.5718616324122	4.33280463383038	1	27	30	0.57	60
"56"	100	65	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	81.7034630070804	2.01925146377307	1	30	32	0.62	65
"57"	100	70	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	18.7735105804544	6.52446851932331	1	16	35	0.51	70
"58"	100	75	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	141.899594331794	3.76204902636809	1	20	37	0.57	75
"59"	100	80	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	155.779366349676	6.86001077242224	1	15	40	0.55	80
"60"	100	85	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	-77.7606623680367	2.61467696904075	1	11	43	0.54	85
"61"	100	90	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	121.133477112252	2.88589469459148	1	8	45	0.53	90
"62"	100	95	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	-8.99582095511928	0.905028256495778	1	4	47	0.51	95
"63"	100	100	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	3	0	4.93241308530921	1	0	50	0.5	100
"64"	100	0	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	4	415.022532719387	3.81628229681145	1	55	0	0.55	0
"65"	100	5	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	4	173.088237942758	3.71539332824262	1	67	2	0.69	5
"66"	100	10	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	4	116.00722486916	4.88060628772947	1	63	5	0.68	10
"67"	100	15	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	20	4	-88.241890778221	2.32083169552022	1	43	7	0.5	15
