"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"total.peeks"
"1"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	1	238.441592834527	3.84810149919225	1	74	1	0.75	19
"22"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	2	272.446542003605	1.22956862055758	1	76	2	0.78	21
"43"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	3	161.997406469999	2.93912263472107	1	75	3	0.78	23
"64"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	4	338.856656730132	2.67570962806851	1	77	2	0.79	19
"85"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	5	354.007544057233	1.58973892143114	1	64	5	0.69	27
"106"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	6	596.739890632585	2.36706974294357	1	80	2	0.82	16
"127"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	7	353.665163045957	1.36586527104738	1	72	1	0.73	25
"148"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	8	507.561092953264	2.59294060105026	1	76	1	0.77	21
"169"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	9	200.645389813252	2.34375202279974	1	55	3	0.58	35
"190"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	10	332.864306501676	1.37068466290083	1	66	3	0.69	27
"211"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	11	369.134368053172	2.13974166520044	1	80	1	0.81	20
"232"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	12	506.092723855995	3.87564180672265	1	78	1	0.79	22
"253"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	13	168.660281674197	3.42447066850666	1	71	1	0.72	20
"274"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	14	298.294588096034	3.84484363277062	1	77	1	0.78	22
"295"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	15	-133.296376085664	3.94165008074467	0	8	19	0.27	82
"316"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	16	239.69195928414	1.60796806537716	1	76	1	0.77	21
"337"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	17	168.383491702012	2.14851205521232	1	76	11	0.87	23
"358"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	18	405.594488245903	1.78351818940227	1	82	1	0.83	16
"379"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	19	358.026211741713	2.14230051501515	1	37	5	0.42	56
"400"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	20	254.864149563845	1.61223712668503	1	71	3	0.74	27
"421"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	21	132.418616988072	1.95385100608124	1	44	7	0.51	47
"442"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	22	235.154407384988	1.19377325386709	1	68	4	0.72	30
"463"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	23	314.583726329304	2.28708530227	1	81	1	0.82	18
"484"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	24	408.087889637981	2.90783762003826	1	78	2	0.8	21
"505"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	25	420.107209046559	2.09764253428683	1	56	2	0.58	36
"526"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	26	135.255374792115	2.42341179061869	1	78	1	0.79	18
"547"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	27	394.543350378616	2.56287284073314	1	73	1	0.74	14
"568"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	28	223.353414039216	2.40913798884736	1	68	3	0.71	26
"589"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	29	431.948692850591	3.24894052022585	1	80	1	0.81	20
"610"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	30	346.095054252409	2.13792501063959	1	77	3	0.8	20
"631"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	31	214.276720311683	3.21188694503537	1	51	7	0.58	45
"652"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	32	529.855237266191	1.88278557428152	1	80	1	0.81	18
"673"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	33	541.636614919138	6.11435815772024	1	76	1	0.77	14
"694"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	34	437.504731400069	1.97145561669934	1	69	3	0.72	18
"715"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	35	454.938230579059	2.87747773161644	1	72	2	0.74	27
"736"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	36	166.476394500525	2.71006300803235	1	69	5	0.74	26
"757"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	37	245.993114601139	3.69021866814926	1	86	1	0.87	14
"778"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	38	302.229892742911	4.27673253403157	1	45	3	0.48	53
"799"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	39	82.3574054053804	5.04737032038737	1	73	2	0.75	26
"820"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	40	260.880078632814	2.63780660588547	1	68	1	0.69	30
"841"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	41	338.355012195389	4.1006012259703	1	85	1	0.86	15
"862"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	42	485.961409634752	1.47224073306637	1	79	2	0.81	20
"883"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	43	244.796298899183	2.36716473549603	1	72	2	0.74	27
"904"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	44	499.7056533292	2.71062005126826	1	78	2	0.8	22
"925"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	45	415.414881950965	3.0932960031818	1	77	1	0.78	20
"946"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	46	456.109342303695	3.39537156577743	1	62	1	0.63	26
"967"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	47	391.479541061633	2.09839384708981	1	73	2	0.75	26
"988"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	48	375.778233269055	4.17748760026874	1	73	1	0.74	22
"1009"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	49	485.709017676238	2.2597802978707	1	71	1	0.72	25
"1030"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	50	277.576150128026	3.42591582787311	1	74	1	0.75	24
"1051"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	51	402.967941558811	1.74999557018998	1	76	1	0.77	18
"1072"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	52	240.248817871035	1.38653878260947	1	57	1	0.58	30
"1093"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	53	356.831397244502	2.14712406630575	1	73	2	0.75	22
"1114"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	54	425.944503278193	0.911641072500635	1	75	1	0.76	21
"1135"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	55	382.941437874469	2.25596599038823	1	73	3	0.76	25
"1156"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	56	401.092209839187	0.923380475929707	1	80	1	0.81	14
"1177"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	57	575.333775245966	3.5667350963137	1	77	1	0.78	22
"1198"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	58	169.532944384867	1.18351468286133	1	76	2	0.78	23
"1219"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	59	347.710988577213	1.99486088708998	1	72	1	0.73	26
"1240"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	60	528.808461506119	2.28137958041283	1	74	1	0.75	24
"1261"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	61	252.372571133173	2.6096080820258	1	78	2	0.8	18
"1282"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	62	-39.1461367217294	2.13173838031341	1	18	18	0.36	79
"1303"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	63	344.52724120713	1.3830318325219	1	65	1	0.66	31
"1324"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	64	234.931643744226	1.40618667346292	1	79	1	0.8	17
"1345"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	65	424.100935278184	1.65410982481232	1	71	1	0.72	27
"1366"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	66	365.258739001635	4.00165184383262	1	68	3	0.71	32
"1387"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	67	449.555446177329	1.7343424387329	1	82	1	0.83	16
"1408"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	68	195.230518670266	2.11709967992517	1	61	13	0.74	38
"1429"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	69	140.266983037106	2.24321531375173	1	76	1	0.77	21
"1450"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	70	522.114053821472	2.83140822058985	1	77	1	0.78	22
"1471"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	71	246.178272441326	2.56964941907284	1	74	1	0.75	21
"1492"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	72	604.135673501929	3.68661540477905	1	75	1	0.76	22
"1513"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	73	630.704731573522	1.50917794030944	1	76	1	0.77	23
"1534"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	74	257.125228304989	2.17699852313358	1	62	4	0.66	32
"1555"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	75	405.271263668747	1.9981758656824	1	75	1	0.76	24
"1576"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	76	306.977600963118	1.60624125347574	1	71	1	0.72	27
"1597"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	77	127.1079486335	2.753837265849	1	51	19	0.7	41
"1618"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	78	572.291974435199	3.39636879447847	1	80	1	0.81	14
"1639"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	79	109.543298392554	2.00711987496805	1	64	5	0.69	33
"1660"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	80	29.9421744437685	2.07601295127812	1	50	9	0.59	40
"1681"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	81	234.66337079246	2.42973334952434	1	69	1	0.7	29
"1702"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	82	281.438024845299	1.05570363928911	1	63	16	0.79	36
"1723"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	83	235.079383206718	2.41951866611908	1	68	2	0.7	22
"1744"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	84	242.620410012316	3.75633290096075	1	73	1	0.74	23
"1765"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	85	254.514403650189	3.83523704151091	1	71	4	0.75	22
"1786"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	86	341.711359845605	4.10731137639414	1	84	1	0.85	13
"1807"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	87	548.225619498991	3.50835084096249	1	53	3	0.56	37
"1828"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	88	524.55543131362	3.43245864742397	1	84	1	0.85	15
"1849"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	89	264.335178346099	0.617117613116501	1	78	1	0.79	21
"1870"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	90	453.854873781308	1.90123521560979	1	74	2	0.76	24
"1891"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	91	426.461216882335	2.1472090622782	1	75	1	0.76	24
"1912"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	92	175.106631098495	4.55423298206446	1	56	19	0.75	43
"1933"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	93	376.409001697231	1.93703953973059	1	73	2	0.75	26
"1954"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	94	382.358078853068	3.50750349334634	1	81	1	0.82	17
"1975"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	95	511.810673883695	2.47155913707523	1	71	2	0.73	28
"1996"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	96	552.00806450757	2.37750734329235	1	77	1	0.78	23
"2017"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	97	445.805013094743	1.98838953436249	1	81	1	0.82	16
"2038"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	98	366.171310253639	2.3122307189703	1	66	2	0.68	25
"2059"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	10	99	380.024906866329	4.18448762532408	1	78	2	0.8	22
