"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"total.peeks"
"1"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	1	94.5971903133302	4.64174014444094	1	86	2	0.88	10
"22"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	2	977.769462130258	5.40505639870935	1	87	1	0.88	12
"43"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	3	24.2114390881545	4.8208257188718	1	41	48	0.89	58
"64"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	4	182.198198852445	19.0862690078181	1	54	40	0.94	45
"85"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	5	518.274462822595	3.76657408960925	1	92	2	0.94	6
"106"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	6	282.682678582001	6.08721866012594	1	73	8	0.81	22
"127"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	7	143.147111865997	12.5485596303847	1	62	29	0.91	38
"148"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	8	453.516092946521	5.97354636852717	1	91	3	0.94	9
"169"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	9	352.83417730619	5.63936017519713	1	72	2	0.74	17
"190"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	10	388.106382137987	5.65418940273913	1	89	1	0.9	10
"211"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	11	680.814790104856	13.2713053691717	1	92	1	0.93	7
"232"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	12	-10.0373321389509	9.90782090566077	0	0	2	0.02	87
"253"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	13	947.146913980537	10.2660751263592	1	87	7	0.94	13
"274"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	14	894.865122636341	8.0722716381489	1	96	1	0.97	4
"295"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	15	-193.204800958647	6.77643342452386	0	0	2	0.02	78
"316"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	16	29.3753038777368	3.12036068310706	1	62	19	0.81	29
"337"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	17	601.222997396063	6.66429357285462	1	89	1	0.9	11
"358"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	18	754.450832114666	5.00122273470457	1	92	1	0.93	7
"379"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	19	351.283120697758	2.05220071072626	1	84	1	0.85	7
"400"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	20	701.966496136689	5.04426446006269	1	82	2	0.84	9
"421"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	21	105.369869394501	3.71805806480562	1	45	24	0.69	42
"442"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	22	-236.450741533326	7.41410814422228	0	0	2	0.02	32
"463"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	23	-43.1674288460546	15.4804611614866	0	0	1	0.01	99
"484"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	24	274.469690561891	1.84050260177025	1	64	16	0.8	30
"505"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	25	-62.661982172673	7.37348750835143	1	2	13	0.15	95
"526"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	26	296.576461042543	4.04579624797145	1	89	1	0.9	6
"547"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	27	370.827469783189	2.50541532341246	1	89	1	0.9	4
"568"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	20	28	399.159315610052	7.75069947812836	1	92	1	0.93	6
