"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"total.peeks"
"1"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	449.091886925703	1.60379325532238	1	88	1	0.89	12
"22"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	490.086220510477	2.57562690831711	1	92	1	0.93	8
"43"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	343.560780235363	2.15224781933318	1	93	1	0.94	7
"64"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	4	467.747978527025	3.11143474380339	1	95	1	0.96	5
"85"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	5	437.455830671082	2.93277886232413	1	93	1	0.94	6
"106"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	6	580.502295509797	2.36472146994819	1	90	2	0.92	10
"127"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	7	676.649609655717	3.6753439157304	1	93	1	0.94	7
"148"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	8	485.645446526614	3.0108814142764	1	95	1	0.96	5
"169"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	9	534.776305316863	2.3445917408634	1	92	1	0.93	7
"190"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	10	334.636522916273	1.16334569061124	1	93	1	0.94	7
"211"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	11	546.648228703458	1.84552258028799	1	90	1	0.91	9
"232"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	12	418.854652853164	2.93669305142944	1	92	1	0.93	6
"253"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	13	479.420082714859	2.81362465348239	1	90	1	0.91	9
"274"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	14	285.262361579417	1.72522642463711	1	81	2	0.83	19
"295"	100	0	"expectation"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	15	452.580528984589	2.27806502062557	1	92	1	0.93	8
