"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"total.peeks"
"1"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	526.522547308503	0.926437794656215	1	77	1	0.78	23
"22"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	367.161427715025	2.02393933947527	1	77	2	0.79	23
"43"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	473.564789288896	1.18774202171108	1	78	1	0.79	22
"64"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	4	446.336372961406	0.482933376758994	1	84	1	0.85	16
"85"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	5	393.935407292798	1.52982916393347	1	83	1	0.84	17
"106"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	6	401.264733522981	0.579404698704655	1	73	1	0.74	26
"127"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	7	435.842545856566	0.393888144042913	1	89	1	0.9	11
"148"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	8	378.566884276427	0.451655860484582	1	74	6	0.8	26
"169"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	9	275.543341131719	1.85764877567492	1	77	1	0.78	23
"190"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	10	347.251826063373	0.776717257553635	1	76	1	0.77	24
"211"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	11	471.371243883011	0.756406702386151	1	78	4	0.82	22
"232"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	12	341.979930515219	0.379436597668337	1	77	1	0.78	23
"253"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	13	391.180359964587	0.690651955464424	1	81	1	0.82	19
"274"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	14	490.622114813414	0.682961544257788	1	81	1	0.82	19
"295"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	15	390.405339132003	0.724659079365659	1	81	2	0.83	14
"316"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	16	423.366639314126	1.57506342609093	1	81	1	0.82	18
"337"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	17	439.75090568837	0.496887047406552	1	78	1	0.79	22
"358"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	18	350.848167712595	1.0057765671591	1	77	2	0.79	23
"379"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	19	389.167761280628	0.166705686192718	1	79	1	0.8	21
"400"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	20	394.102867701114	0.756086253408967	1	75	1	0.76	25
"421"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	21	283.550430229667	0.803343756579093	1	73	8	0.81	27
"442"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	22	316.095113554483	1.33864018816185	1	77	1	0.78	23
"463"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	23	323.427854178053	1.17874445638731	1	75	4	0.79	15
"484"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	24	423.225928129855	0.414006778146799	1	84	1	0.85	16
"505"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	25	413.722575814989	1.06226336357249	1	82	1	0.83	17
