"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"total.peeks"
"253"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	13	314.999886710768	1.135118392986	1	78	1	0.79	22
"274"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	14	243.453666766283	2.46344199933578	1	84	1	0.85	16
"295"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	15	421.133087799189	0.98525322574374	1	82	1	0.83	17
"316"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	16	359.692716758631	0.659473151118592	1	70	1	0.71	28
"337"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	17	440.820686680677	2.12636397409235	1	79	1	0.8	21
"358"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	18	340.058388978952	1.34679566029475	1	70	6	0.76	30
"379"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	19	416.904313203114	1.35979629565572	1	77	1	0.78	22
"400"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	20	425.63575069921	1.07902036429776	1	76	1	0.77	24
"421"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	21	308.749833448348	1.44152733608982	1	80	2	0.82	20
"442"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	22	390.933416739236	0.421011339244498	1	70	1	0.71	28
"463"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	23	313.043509296982	1.07168601264048	1	71	1	0.72	29
"484"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	24	362.012355368364	2.79813540957656	1	82	1	0.83	18
"505"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	25	385.188648743809	1.07088282446618	1	70	4	0.74	30
"526"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	26	293.638914336918	1.98688889564343	1	67	1	0.68	33
"547"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	27	506.936725774461	1.88525244789943	1	79	2	0.81	18
"568"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	28	312.422727952236	0.503245209514393	1	72	2	0.74	26
"589"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	29	346.323928357115	1.41015029874192	1	77	2	0.79	22
"610"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	30	296.674095716547	1.18607086774537	1	75	1	0.76	25
"631"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	31	428.874105998238	1.3178598906915	1	80	2	0.82	20
"652"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	32	324.035871965872	1.3925624170516	1	80	1	0.81	19
"673"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	33	386.887365161049	2.02670723637236	1	83	1	0.84	17
"694"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	34	298.3730049784	1.55130946011084	1	70	4	0.74	30
"715"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	35	326.425949401453	2.97859175466049	1	80	1	0.81	18
"736"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	36	389.029152580246	0.931140558577477	1	78	1	0.79	22
"757"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	37	348.005685104649	0.575422063325894	1	75	1	0.76	25
"778"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	38	433.002373916877	1.72682492121376	1	71	1	0.72	28
"799"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	39	366.502727113082	0.898476271957419	1	72	1	0.73	24
"820"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	40	261.316338423945	1.41549506406516	1	61	2	0.63	34
"841"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	41	448.695002768137	2.04752824219133	1	84	1	0.85	16
"862"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	42	367.526923958594	0.965873173035237	1	77	1	0.78	22
"883"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	43	360.068589585926	0.676643151434185	1	79	1	0.8	20
"904"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	44	383.831925366567	0.8551945291189	1	74	1	0.75	22
"925"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	45	452.685157331712	0.895975334903599	1	79	1	0.8	20
"946"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	46	438.817912180257	1.74611910511885	1	82	1	0.83	18
"967"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	47	391.310374673913	0.592431038193552	1	73	2	0.75	27
"988"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	48	412.107475768027	1.28297981228105	1	71	1	0.72	29
"1009"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	49	418.55652183087	1.6859201444709	1	72	1	0.73	23
"1030"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	50	345.443023043328	0.627373373286457	1	78	1	0.79	21
"1051"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	51	360.292185822482	1.24627568690488	1	69	1	0.7	30
"1072"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	52	401.893474260962	0.916376137325123	1	83	5	0.88	17
"1093"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	53	541.228224538699	2.25043222815887	1	82	1	0.83	18
"1114"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	54	395.089291329328	1.35506248993105	1	68	1	0.69	31
"1135"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	55	432.110219762081	1.22922890780094	1	79	1	0.8	21
"1156"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	56	478.546685328659	1.15469826299313	1	76	1	0.77	24
"1177"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	57	439.886399393407	0.889323013585597	1	81	1	0.82	17
"1198"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	58	354.616321103295	1.59346721491672	1	80	1	0.81	18
"1219"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	59	323.913873677549	0.328064928913013	1	76	2	0.78	24
"1240"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	60	302.044227632852	1.32112327017194	1	79	1	0.8	20
"1261"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	61	293.765443625028	1.1389125662803	1	78	1	0.79	22
"1282"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	62	326.186298217811	1.52240227347114	1	78	1	0.79	22
"1303"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	63	483.845512355351	1.65132561698354	1	89	1	0.9	11
"1324"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	64	437.45794099752	1.20228779356022	1	77	1	0.78	22
"1345"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	65	375.395887894848	0.451991686446985	1	72	1	0.73	27
"1366"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	66	379.099724225841	1.64860210160404	1	70	1	0.71	27
"1387"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	67	374.27312948932	0.680903358629983	1	77	1	0.78	22
"1408"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	68	423.311183516993	2.6629141209974	1	76	1	0.77	21
"1429"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	69	360.646974800006	1.51981465397498	1	77	2	0.79	19
"1450"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	70	424.223400216125	0.459095509837207	1	79	1	0.8	21
"1471"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	71	325.307874752881	1.67298285463918	1	78	1	0.79	22
"1492"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	72	318.847310461602	0.646744277196218	1	79	1	0.8	20
"1513"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	73	465.472099596781	1.26068866307091	1	81	1	0.82	19
"1534"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	74	321.836263415395	1.23974823534387	1	77	1	0.78	23
"1555"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	75	465.755654876875	1.13249823938504	1	75	1	0.76	25
"1576"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	76	392.272766268942	0.611357566075476	1	70	3	0.73	29
"1597"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	77	356.335938083247	1.86495811939662	1	74	1	0.75	25
"1618"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	78	273.997566246838	1.2226866758892	1	72	2	0.74	28
"1639"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	79	325.495219109001	0.668993239119989	1	75	1	0.76	22
"1660"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	80	305.983400992644	1.91250426678687	1	73	1	0.74	27
"1681"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	81	314.377437838125	2.60784226786204	1	82	1	0.83	17
"1702"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	82	354.771321401603	1.48336190542243	1	85	1	0.86	15
"1723"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	83	275.693088574783	1.99773960341757	1	62	2	0.64	29
"1744"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	84	383.853334986794	1.95354596443539	1	79	1	0.8	18
"1765"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	85	327.316327932984	1.44215623521527	1	70	2	0.72	30
"1786"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	86	371.667618329459	4.43201279889026	1	83	1	0.84	17
"1807"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	87	336.133572618454	0.837559619072887	1	73	1	0.74	27
"1828"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	88	398.160904525511	0.659073761439765	1	72	1	0.73	27
"1849"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	89	264.444257162555	1.69586814480526	1	77	1	0.78	23
"1870"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	90	512.656236062679	1.20230249242036	1	77	1	0.78	22
"1891"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	91	417.840101914015	1.91523937535951	1	75	1	0.76	25
"1912"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	92	444.248269738461	0.653369590473067	1	85	1	0.86	15
"1933"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	93	278.280018032361	0.940312121217063	1	73	1	0.74	24
"1954"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	94	383.837835187913	1.34807963439198	1	79	1	0.8	18
"1975"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	95	358.689942115155	1.68805323341391	1	76	1	0.77	23
"1996"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	96	321.138140246457	0.743790301837248	1	78	1	0.79	22
"2017"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	97	379.79049412995	1.66334378633273	1	78	1	0.79	22
"2038"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	98	353.081816548818	0.831605054909324	1	65	4	0.69	35
"2059"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	99	244.027051811216	1.67274625374341	1	68	1	0.69	32
"2080"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	100	364.760493723365	1.21866305711141	1	74	1	0.75	26
"2101"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	101	411.189629001329	1.06314004367556	1	77	1	0.78	22
"2122"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	102	374.530537855385	0.693354609674562	1	75	1	0.76	24
"2143"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	103	377.211730561703	0.994769553197379	1	77	1	0.78	22
"2164"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	104	375.149553326864	1.37405100163503	1	76	1	0.77	24
"2185"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	105	441.800832543389	1.57993274393814	1	78	1	0.79	21
"2206"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	106	285.638955739807	1.88940608784324	1	77	1	0.78	21
"2227"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	107	372.466108200292	1.56570388398077	1	71	3	0.74	29
"2248"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	108	365.847612730481	0.443702418290529	1	73	1	0.74	24
"2269"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	109	406.272490371765	1.85353012845757	1	74	1	0.75	26
"2290"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	110	311.259515385154	0.903693922179293	1	72	1	0.73	28
"2311"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	111	437.046784708565	1.36433860602042	1	83	1	0.84	17
"2332"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	112	385.25061400041	1.18120387415041	1	78	1	0.79	22
"2353"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	113	399.444632545656	2.00933846519911	1	79	1	0.8	21
"2374"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	114	480.829892899876	1.72925166127677	1	82	1	0.83	16
"2395"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	115	351.504532316615	1.89072663284839	1	83	1	0.84	17
"2416"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	116	288.215205861069	1.86152458873881	1	79	1	0.8	19
"2437"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	117	298.888202610258	1.72703030700097	1	76	1	0.77	24
"2458"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	118	416.099931520351	1.5458376056356	1	80	1	0.81	19
"2479"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	119	425.801515392606	0.343891461317553	1	83	1	0.84	17
"2500"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	120	401.475372474899	1.50098298288475	1	78	2	0.8	20
"2521"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	121	320.011377345254	0.538768818957641	1	68	5	0.73	32
"2542"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	122	447.754289865598	1.72960136693497	1	73	1	0.74	27
"2563"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	123	434.752180738158	1.26718573488651	1	81	1	0.82	19
"2584"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	124	380.332346480094	1.34055941033966	1	73	1	0.74	24
"2605"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	125	389.79936374349	1.34992755151643	1	77	1	0.78	23
"2626"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	126	376.641115795618	0.623054427467471	1	74	1	0.75	26
"2647"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	127	182.08311811782	1.28736601520779	1	62	9	0.71	38
"2668"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	128	371.234575857069	2.2975887908275	1	79	1	0.8	17
"2689"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	129	365.305314724193	0.260191868536428	1	77	1	0.78	23
"2710"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	130	478.020327274915	1.71887094289583	1	79	1	0.8	21
"2731"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	131	276.838673491264	1.14670731587237	1	75	1	0.76	24
"2752"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	132	373.353682543216	1.97948759979383	1	73	3	0.76	27
"2773"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	133	342.361007007047	1.06957061469777	1	76	1	0.77	22
"2794"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	134	527.014766978681	1.78753994245054	1	72	1	0.73	27
"2815"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	135	319.43884599384	1.6001314002437	1	69	1	0.7	28
"2836"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	136	360.048424221289	1.21549331416577	1	77	1	0.78	17
"2857"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	137	339.332613413044	0.442785837347984	1	76	2	0.78	23
"2878"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	138	411.91583184517	0.762206833178961	1	74	2	0.76	26
"2899"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	139	421.800639978216	1.48400523253649	1	75	1	0.76	23
"2920"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	140	363.899909534427	0.960619442952966	1	78	1	0.79	19
"2941"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	141	506.002927128377	1.12251011055925	1	82	1	0.83	18
"2962"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	142	506.083788042497	1.41986238372323	1	80	1	0.81	20
"2983"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	143	428.714112830632	0.539233840128834	1	84	1	0.85	16
"3004"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	144	342.352141722719	2.19804413142229	1	86	1	0.87	14
"3025"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	145	376.965210168949	0.588682678987764	1	72	1	0.73	28
"3046"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	146	365.799459969665	0.795600803543406	1	71	3	0.74	27
"3067"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	147	471.411758559486	1.76904046968927	1	85	1	0.86	14
"3088"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	148	411.24641597049	2.24345224432679	1	74	1	0.75	26
"3109"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	149	314.428452186702	1.76006938976863	1	76	1	0.77	24
"3130"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	150	392.623172817394	1.3514495676687	1	78	3	0.81	22
"3151"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	151	353.595461243008	0.793895748127013	1	80	1	0.81	20
"3172"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	152	264.669118444205	0.868099845417133	1	66	5	0.71	34
"3193"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	153	299.340890611928	0.963849590297225	1	77	1	0.78	20
"3214"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	154	436.668007836113	1.38440645270689	1	76	1	0.77	23
"3235"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	155	304.347546550646	0.987941122177401	1	69	1	0.7	31
"3256"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	156	439.351896676838	1.05327282162058	1	78	2	0.8	22
"3277"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	157	461.158891783058	1.58169272671533	1	84	1	0.85	16
"3298"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	158	356.682734419861	1.23656759281407	1	78	1	0.79	22
"3319"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	159	419.03656157734	0.773188852319175	1	76	1	0.77	24
"3340"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	160	376.249865438234	1.87929040196331	1	68	1	0.69	32
"3361"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	161	220.376653735652	1.16481604150174	1	63	4	0.67	33
"3382"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	162	386.580233101367	1.69860826126321	1	80	1	0.81	20
"3403"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	163	396.438367249409	1.68299490016914	1	77	5	0.82	23
"3424"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	164	349.059778658284	0.809868978126234	1	68	3	0.71	30
"3445"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	165	383.656985129145	0.961022257096694	1	78	2	0.8	22
"3466"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	166	358.334461763124	0.80111598065426	1	77	1	0.78	23
"3487"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	167	372.605603658769	1.36289207457713	1	82	1	0.83	16
"3508"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	168	438.452625650593	0.637234326155506	1	76	1	0.77	24
"3529"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	169	421.023704312419	0.647614765442319	1	79	1	0.8	21
"3550"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	170	426.924160968746	1.19994056410014	1	78	1	0.79	22
"3571"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	171	363.914771877499	1.72544540287341	1	81	1	0.82	19
"3592"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	172	451.451929646941	0.9649623701818	1	80	1	0.81	20
"3613"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	173	392.255940996906	2.14863113972819	1	85	1	0.86	14
"3634"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	174	401.040363389114	1.11533100728889	1	81	1	0.82	19
"3655"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	175	420.497019767608	1.37934520997372	1	82	1	0.83	17
"3676"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	176	438.319436682284	1.7521736127001	1	76	1	0.77	24
"3697"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	177	297.808372083299	2.02841935025567	1	70	1	0.71	28
"3718"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	178	349.284871368466	0.880174816850882	1	77	1	0.78	20
"3739"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	179	363.003537876081	1.74543702925034	1	82	1	0.83	16
"3760"	100	0	"expectation"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	3	5	180	306.28049685924	0.962465071884069	1	72	1	0.73	28
