"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"total.peeks"
"1"	100	0	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	345.867433081947	1.39761269840582	1	90	0	0.9	0
"2"	100	5	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	422.85917226509	2.13138627204033	1	90	1	0.91	5
"3"	100	10	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	396.054488469851	1.40772477345662	1	89	3	0.92	10
"4"	100	15	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	443.748112510432	1.30449324459272	1	83	4	0.87	15
"5"	100	20	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	317.912549485174	2.22779484023157	1	77	5	0.82	20
"6"	100	25	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	309.681443753899	0.804008410983301	1	70	6	0.76	25
"7"	100	30	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	313.286516291083	1.19075059758695	1	67	8	0.75	30
"8"	100	35	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	319.894467551129	0.795162632420056	1	61	9	0.7	35
"9"	100	40	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	386.8772961249	1.29500807614311	1	60	10	0.7	40
"10"	100	45	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	225.563629756851	1.04895732863294	1	53	12	0.65	45
"11"	100	50	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	206.589840339793	1.32650877420864	1	50	12	0.62	50
"12"	100	55	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	273.68598214926	0.883870550859132	1	44	14	0.58	55
"13"	100	60	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	106.016988556981	1.07383488650181	1	35	15	0.5	60
"14"	100	65	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	150.109388499247	0.754368620917942	1	35	16	0.51	65
"15"	100	70	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	111.379586274982	1.3345005739347	1	30	18	0.48	70
"16"	100	75	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	121.872822700976	0.446614563029882	1	23	18	0.41	75
"17"	100	80	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	103.241844460052	0.553412231352984	1	20	20	0.4	80
"18"	100	85	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	58.9118745938321	0.867700996289561	1	13	21	0.34	85
"19"	100	90	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	43.199369619691	0.721272031351914	1	9	22	0.31	90
"20"	100	95	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	28.4868554259938	0.19141652430927	1	5	24	0.29	95
"21"	100	100	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	1	0	0.762747234698572	1	0	25	0.25	100
"22"	100	0	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	422.079821020356	0.946459123807364	1	93	0	0.93	0
"23"	100	5	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	561.525835435586	2.21734002770248	1	90	1	0.91	5
"24"	100	10	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	271.949389268181	3.04872128697685	1	87	3	0.9	10
"25"	100	15	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	341.508282789622	1.86487070285129	1	81	4	0.85	15
"26"	100	20	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	418.327759763876	1.19312296749492	1	80	5	0.85	20
"27"	100	25	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	363.783992493747	1.02468699294817	1	72	6	0.78	25
"28"	100	30	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	194.341253646298	0.688189532602547	1	64	7	0.71	30
"29"	100	35	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	294.909006494339	1.30725003435431	1	64	9	0.73	35
"30"	100	40	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	240.649717588453	0.846342773538132	1	58	10	0.68	40
"31"	100	45	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	343.756091575148	1.1510041780863	1	54	11	0.65	45
"32"	100	50	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	224.681123141101	0.760310519807843	1	49	12	0.61	50
"33"	100	55	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	161.031492294707	1.23593905912789	1	43	13	0.56	55
"34"	100	60	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	140.155929224049	0.727399090361781	1	38	15	0.53	60
"35"	100	65	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	151.802803399441	0.868465489905294	1	33	16	0.49	65
"36"	100	70	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	193.709513344738	0.779630737432816	1	30	17	0.47	70
"37"	100	75	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	93.4554260754342	1.26350461096071	1	24	19	0.43	75
"38"	100	80	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	75.8239296846416	0.247195302826678	1	18	20	0.38	80
"39"	100	85	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	30.395957539558	0.539262275295079	1	13	22	0.35	85
"40"	100	90	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	74.2413564285469	0.627573715907799	1	10	22	0.32	90
"41"	100	95	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	49.8833493778914	1.39584694519687	1	4	23	0.27	95
"42"	100	100	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	2	0	0.457290183179639	1	0	25	0.25	100
"43"	100	0	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	546.308579733934	2.90109112733698	1	96	0	0.96	0
"44"	100	5	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	292.657871448946	1.36881030159731	1	85	1	0.86	5
"45"	100	10	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	467.224858540623	1.46930660817914	1	84	2	0.86	10
"46"	100	15	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	352.249548410113	1.89712759351244	1	81	4	0.85	15
"47"	100	20	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	345.793111901893	1.28349901696863	1	75	5	0.8	20
"48"	100	25	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	325.345414484241	1.31229046220221	1	72	6	0.78	25
"49"	100	30	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	200.60427442448	1.68243272189035	1	66	8	0.74	30
"50"	100	35	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	299.115409516044	0.982299220334161	1	63	9	0.72	35
"51"	100	40	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	245.552588792153	1.01553347153975	1	55	10	0.65	40
"52"	100	45	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	234.13358716586	0.97060260116803	1	54	11	0.65	45
"53"	100	50	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	209.61190263629	0.997041775891353	1	46	13	0.59	50
"54"	100	55	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	271.046151905032	1.06830772063188	1	45	14	0.59	55
"55"	100	60	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	3	5	3	211.294669413156	0.822387946329449	1	39	15	0.54	60
