"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"total.peeks"
"1"	100	0	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	364.477207595372	1.25864655132191	1	97	0	0.97	0
"2"	100	5	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	400.186327106437	1.3346690671581	1	89	2	0.91	5
"3"	100	10	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	553.48046463845	1.31148884891883	1	85	5	0.9	10
"4"	100	15	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	339.173283102954	0.812824846448159	1	84	8	0.92	15
"5"	100	20	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	287.74458975984	2.22465316219622	1	75	10	0.85	20
"6"	100	25	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	402.215567074068	1.17676387159554	1	73	13	0.86	25
"7"	100	30	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	382.249319069249	0.853204271387165	1	69	15	0.84	30
"8"	100	35	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	370.738540655148	0.758461710661239	1	63	18	0.81	35
"9"	100	40	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	389.70658193347	2.72498131702788	1	53	20	0.73	40
"10"	100	45	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	362.97593607492	1.59761739179907	1	51	23	0.74	45
"11"	100	50	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	248.590512951286	1.34882206828656	1	49	25	0.74	50
"12"	100	55	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	263.226500999778	1.51693045360552	1	41	28	0.69	55
"13"	100	60	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	237.250087474884	1.1388323154833	1	37	30	0.67	60
"14"	100	65	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	77.8705949828647	2.2968407288647	1	32	32	0.64	65
"15"	100	70	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	157.786392081682	1.27271988975615	1	29	35	0.64	70
"16"	100	75	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	24.2789735232542	1.31937417518538	1	24	38	0.62	75
"17"	100	80	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	109.969577127685	1.05434641973401	1	19	40	0.59	80
"18"	100	85	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	92.4191437792427	1.07831414078818	1	15	42	0.57	85
"19"	100	90	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	107.525896676587	1.0192139482273	1	10	45	0.55	90
"20"	100	95	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	60.3325616026242	1.20516425747377	1	4	48	0.52	95
"21"	100	100	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	1	0	1.06709033285277	1	0	50	0.5	100
"22"	100	0	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	2	433.639748950993	0.69939272368745	1	96	0	0.96	0
"23"	100	5	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	2	487.879972142421	1.4211625562523	1	91	3	0.94	5
"24"	100	10	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	2	298.589909437703	2.45763056821469	1	84	5	0.89	10
"25"	100	15	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	2	423.914168920598	2.29866041130884	1	80	8	0.88	15
"26"	100	20	"trial"	"uniform"	"egreedy-.05"	"mean"	5	-5	1	1	10	2	76.2761045395942	1.79579329102382	1	72	10	0.82	20
