"n.trials"	"n.peeks"	"action.strategy"	"peek.select.strategy"	"keep.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"total.points"	"final.impression.mad"	"final.prefer.best"	"n.keep.best"	"n.peek.best"	"p.select.best"	"total.peeks"
"1"	100	0	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	314.44179941052	0.384056590726508	1	79	0	0.79	0
"2"	100	5	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	222.852611300436	1.12260264031414	1	76	3	0.79	5
"3"	100	10	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	305.554622084969	1.09820484962803	1	70	5	0.75	10
"4"	100	15	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	257.425906770816	0.35679097243595	1	70	8	0.78	15
"5"	100	20	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	313.292562829808	1.06829040476581	1	64	10	0.74	20
"6"	100	25	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	253.525479502072	0.306506374033737	1	62	13	0.75	25
"7"	100	30	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	193.814631776217	0.320260163341887	1	57	15	0.72	30
"8"	100	35	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	217.405461955728	0.326707500619622	1	55	18	0.73	35
"9"	100	40	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	268.114593919126	0.573965306689866	1	52	20	0.72	40
"10"	100	45	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	119.932077381413	0.165739444364446	1	40	23	0.63	45
"11"	100	50	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	166.095302366268	0.446201944772981	1	42	25	0.67	50
"12"	100	55	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	99.0701063895344	0.496570686100155	1	32	28	0.6	55
"13"	100	60	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	17.6514188404633	1.35189258570033	1	29	30	0.59	60
"14"	100	65	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	51.6373207071482	0.593973941321029	1	26	33	0.59	65
"15"	100	70	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	165.622378400552	0.864455823996533	1	26	35	0.61	70
"16"	100	75	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	65.2948808422044	0.97031609028382	1	20	38	0.58	75
"17"	100	80	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	89.5857877161934	0.277296676885948	1	17	40	0.57	80
"18"	100	85	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	88.2780718738361	1.02840317053907	1	13	43	0.56	85
"19"	100	90	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	50.9797167885356	0.21498766196786	1	10	45	0.55	90
"20"	100	95	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	-18.5860116353798	0.2215959976947	1	3	48	0.51	95
"21"	100	100	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	1	0	0.389578999475337	1	0	50	0.5	100
"22"	100	0	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	303.468124005861	1.8042213864601	1	80	0	0.8	0
"23"	100	5	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	258.624704144781	0.359847011633384	1	69	2	0.71	5
"24"	100	10	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	239.492576724957	0.390656669280103	1	71	5	0.76	10
"25"	100	15	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	172.190162338787	0.659572993491546	1	68	7	0.75	15
"26"	100	20	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	180.496232095396	0.819002806621869	1	67	10	0.77	20
"27"	100	25	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	161.768420018063	0.753439619780391	1	60	12	0.72	25
"28"	100	30	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	176.400760259469	1.7598821198325	1	59	15	0.74	30
"29"	100	35	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	163.915797820926	0.942258097592231	1	51	17	0.68	35
"30"	100	40	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	202.064164646124	0.591334938370498	1	45	20	0.65	40
"31"	100	45	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	102.041544026092	0.217008495391879	1	37	22	0.59	45
"32"	100	50	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	66.1219761020815	0.488191416373913	1	36	25	0.61	50
"33"	100	55	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	83.283189125631	0.867759753975184	1	37	27	0.64	55
"34"	100	60	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	56.2067848965397	1.74316414507143	1	32	30	0.62	60
"35"	100	65	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	72.5300001559992	0.268840786586189	1	28	33	0.61	65
"36"	100	70	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	102.321171590001	0.148447574751243	1	22	35	0.57	70
"37"	100	75	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	95.1510247322836	1.47625236632623	1	20	37	0.57	75
"38"	100	80	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	93.1810747342538	0.659336835079137	1	18	40	0.58	80
"39"	100	85	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	100.714058921623	0.706009384432873	1	13	43	0.56	85
"40"	100	90	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	30.3448302468489	0.541330467340856	1	9	45	0.54	90
"41"	100	95	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	4.98815304089114	0.923053486973396	1	5	48	0.53	95
"42"	100	100	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	2	0	0.969703273335275	1	0	50	0.5	100
"43"	100	0	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	317.420870327648	0.81093187953291	1	81	0	0.81	0
"44"	100	5	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	322.50192678538	0.825274132802731	1	74	2	0.76	5
"45"	100	10	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	287.225538573173	0.638743181710113	1	76	5	0.81	10
"46"	100	15	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	205.470553956619	0.586168987007937	1	72	8	0.8	15
"47"	100	20	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	376.990105576518	0.921353098558419	1	68	10	0.78	20
"48"	100	25	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	200.174228015693	0.870385218577831	1	64	13	0.77	25
"49"	100	30	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	243.232559368703	0.241595784146196	1	57	15	0.72	30
"50"	100	35	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	283.285109746129	0.285507361923657	1	60	17	0.77	35
"51"	100	40	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	231.96675207631	0.946518801125592	1	50	20	0.7	40
"52"	100	45	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	56.814090525165	1.43495004825683	1	42	23	0.65	45
"53"	100	50	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	200.835634621817	0.41173169299811	1	44	25	0.69	50
"54"	100	55	"trial"	"uniform"	"egreedy-.20"	"mean"	5	-5	1	1	5	3	92.7905250956603	0.609830282452504	1	35	27	0.62	55
