"n.peeks"	"peek.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"final.impression.mad"	"final.peek.prefer.best"
"49"	30	"uniform"	"mean"	5	-5	1	3	10	3	1.12652090786949	1
"50"	35	"uniform"	"mean"	5	-5	1	3	10	3	1.32894199325479	1
"51"	40	"uniform"	"mean"	5	-5	1	3	10	3	2.24911639593278	1
"52"	45	"uniform"	"mean"	5	-5	1	3	10	3	1.93415954544783	1
"53"	50	"uniform"	"mean"	5	-5	1	3	10	3	1.83206431040247	1
"54"	55	"uniform"	"mean"	5	-5	1	3	10	3	5.14109773724604	1
"55"	60	"uniform"	"mean"	5	-5	1	3	10	3	1.67251252886234	1
"56"	65	"uniform"	"mean"	5	-5	1	3	10	3	2.90351297227607	1
"57"	70	"uniform"	"mean"	5	-5	1	3	10	3	1.10296728276606	1
"58"	75	"uniform"	"mean"	5	-5	1	3	10	3	1.45982478613354	1
"59"	80	"uniform"	"mean"	5	-5	1	3	10	3	1.41548891759143	1
"60"	85	"uniform"	"mean"	5	-5	1	3	10	3	1.06074042318505	1
"61"	90	"uniform"	"mean"	5	-5	1	3	10	3	1.24558770745762	1
"62"	95	"uniform"	"mean"	5	-5	1	3	10	3	1.74948855702502	1
"63"	100	"uniform"	"mean"	5	-5	1	3	10	3	2.21126427721316	1
"64"	0	"uniform"	"mean"	5	-5	1	3	10	4	5	0
"65"	5	"uniform"	"mean"	5	-5	1	3	10	4	3.04551144719436	0
"66"	10	"uniform"	"mean"	5	-5	1	3	10	4	4.45035342113896	1
"67"	15	"uniform"	"mean"	5	-5	1	3	10	4	7.56431843878963	0
"68"	20	"uniform"	"mean"	5	-5	1	3	10	4	8.20926133526879	1
"69"	25	"uniform"	"mean"	5	-5	1	3	10	4	2.49747693555737	1
"70"	30	"uniform"	"mean"	5	-5	1	3	10	4	0.90475315200374	1
"71"	35	"uniform"	"mean"	5	-5	1	3	10	4	4.42891229174872	1
"72"	40	"uniform"	"mean"	5	-5	1	3	10	4	5.08582029405531	0
"73"	45	"uniform"	"mean"	5	-5	1	3	10	4	1.94584105701351	1
"74"	50	"uniform"	"mean"	5	-5	1	3	10	4	1.85735066595432	1
"75"	55	"uniform"	"mean"	5	-5	1	3	10	4	3.76363575196959	1
"76"	60	"uniform"	"mean"	5	-5	1	3	10	4	2.52208741341125	1
"77"	65	"uniform"	"mean"	5	-5	1	3	10	4	1.22153308027198	1
"78"	70	"uniform"	"mean"	5	-5	1	3	10	4	3.71694743521805	1
"79"	75	"uniform"	"mean"	5	-5	1	3	10	4	3.03388892129728	1
"80"	80	"uniform"	"mean"	5	-5	1	3	10	4	2.13404038188018	1
"81"	85	"uniform"	"mean"	5	-5	1	3	10	4	1.10631757729741	1
"82"	90	"uniform"	"mean"	5	-5	1	3	10	4	1.32572773829726	1
"83"	95	"uniform"	"mean"	5	-5	1	3	10	4	2.5364394738636	1
"84"	100	"uniform"	"mean"	5	-5	1	3	10	4	1.78192855284807	1
"85"	0	"uniform"	"mean"	5	-5	1	3	10	5	5	1
"86"	5	"uniform"	"mean"	5	-5	1	3	10	5	4.00202818959109	1
"87"	10	"uniform"	"mean"	5	-5	1	3	10	5	9.98223745549944	0
"88"	15	"uniform"	"mean"	5	-5	1	3	10	5	4.23290802485431	1
"89"	20	"uniform"	"mean"	5	-5	1	3	10	5	4.97751763104318	1
"90"	25	"uniform"	"mean"	5	-5	1	3	10	5	4.21175762539775	0
"91"	30	"uniform"	"mean"	5	-5	1	3	10	5	3.72804101957712	0
"92"	35	"uniform"	"mean"	5	-5	1	3	10	5	3.83797533259653	1
"93"	40	"uniform"	"mean"	5	-5	1	3	10	5	2.3386069550987	1
"94"	45	"uniform"	"mean"	5	-5	1	3	10	5	3.58378292767616	1
"95"	50	"uniform"	"mean"	5	-5	1	3	10	5	1.54616670980973	1
"96"	55	"uniform"	"mean"	5	-5	1	3	10	5	0.804770066274509	1
"97"	60	"uniform"	"mean"	5	-5	1	3	10	5	2.72922469473599	1
"98"	65	"uniform"	"mean"	5	-5	1	3	10	5	1.96137896492263	1
"99"	70	"uniform"	"mean"	5	-5	1	3	10	5	0.763564787128387	1
"100"	75	"uniform"	"mean"	5	-5	1	3	10	5	2.89812585910106	1
"101"	80	"uniform"	"mean"	5	-5	1	3	10	5	2.58241178762738	1
"102"	85	"uniform"	"mean"	5	-5	1	3	10	5	2.72856821035735	1
"103"	90	"uniform"	"mean"	5	-5	1	3	10	5	0.257005840129937	1
"104"	95	"uniform"	"mean"	5	-5	1	3	10	5	1.34246223042721	1
"105"	100	"uniform"	"mean"	5	-5	1	3	10	5	1.4220138450423	1
"106"	0	"uniform"	"mean"	5	-5	1	3	10	6	5	0
"107"	5	"uniform"	"mean"	5	-5	1	3	10	6	6.83484427747164	1
"108"	10	"uniform"	"mean"	5	-5	1	3	10	6	6.54792545682754	0
"109"	15	"uniform"	"mean"	5	-5	1	3	10	6	5.31719271433444	0
"110"	20	"uniform"	"mean"	5	-5	1	3	10	6	6.92170774990992	0
"111"	25	"uniform"	"mean"	5	-5	1	3	10	6	2.73363460579505	1
"112"	30	"uniform"	"mean"	5	-5	1	3	10	6	2.08766649658845	1
"113"	35	"uniform"	"mean"	5	-5	1	3	10	6	3.2464269521744	1
"114"	40	"uniform"	"mean"	5	-5	1	3	10	6	2.94036406043579	1
"115"	45	"uniform"	"mean"	5	-5	1	3	10	6	4.84587526358065	1
"116"	50	"uniform"	"mean"	5	-5	1	3	10	6	3.34790763957142	1
"117"	55	"uniform"	"mean"	5	-5	1	3	10	6	1.20515056031111	1
"118"	60	"uniform"	"mean"	5	-5	1	3	10	6	2.37927130670218	1
"119"	65	"uniform"	"mean"	5	-5	1	3	10	6	2.48874113692236	1
"120"	70	"uniform"	"mean"	5	-5	1	3	10	6	0.649468498564276	1
"121"	75	"uniform"	"mean"	5	-5	1	3	10	6	1.35943361269914	1
"122"	80	"uniform"	"mean"	5	-5	1	3	10	6	2.5772842269118	1
"123"	85	"uniform"	"mean"	5	-5	1	3	10	6	1.8530600377231	1
"124"	90	"uniform"	"mean"	5	-5	1	3	10	6	1.50451908210199	1
"125"	95	"uniform"	"mean"	5	-5	1	3	10	6	0.757473710935207	1
"126"	100	"uniform"	"mean"	5	-5	1	3	10	6	2.81030281632546	1
"127"	0	"uniform"	"mean"	5	-5	1	3	10	7	5	0
"128"	5	"uniform"	"mean"	5	-5	1	3	10	7	6.13323008036274	1
"129"	10	"uniform"	"mean"	5	-5	1	3	10	7	7.12470847641224	1
"130"	15	"uniform"	"mean"	5	-5	1	3	10	7	2.05547840600308	1
"131"	20	"uniform"	"mean"	5	-5	1	3	10	7	4.94098662969141	1
"132"	25	"uniform"	"mean"	5	-5	1	3	10	7	9.10806458753333	1
"133"	30	"uniform"	"mean"	5	-5	1	3	10	7	5.15965948576106	1
"134"	35	"uniform"	"mean"	5	-5	1	3	10	7	3.24469276056886	1
"135"	40	"uniform"	"mean"	5	-5	1	3	10	7	2.16458112835457	1
"136"	45	"uniform"	"mean"	5	-5	1	3	10	7	2.8536024341595	1
"137"	50	"uniform"	"mean"	5	-5	1	3	10	7	4.93010628630041	1
"138"	55	"uniform"	"mean"	5	-5	1	3	10	7	2.4222977432067	1
"139"	60	"uniform"	"mean"	5	-5	1	3	10	7	2.04000264226658	1
"140"	65	"uniform"	"mean"	5	-5	1	3	10	7	2.04848990085246	1
"141"	70	"uniform"	"mean"	5	-5	1	3	10	7	2.46839586934777	1
"142"	75	"uniform"	"mean"	5	-5	1	3	10	7	1.938333209746	1
"143"	80	"uniform"	"mean"	5	-5	1	3	10	7	2.75041366307336	1
"144"	85	"uniform"	"mean"	5	-5	1	3	10	7	2.39644857618798	1
"145"	90	"uniform"	"mean"	5	-5	1	3	10	7	2.28157988692267	1
"146"	95	"uniform"	"mean"	5	-5	1	3	10	7	2.15444830744727	1
"147"	100	"uniform"	"mean"	5	-5	1	3	10	7	2.75205396833441	1
"148"	0	"uniform"	"mean"	5	-5	1	3	10	8	5	0
"149"	5	"uniform"	"mean"	5	-5	1	3	10	8	6.94611674801487	1
"150"	10	"uniform"	"mean"	5	-5	1	3	10	8	9.74460158938818	1
"151"	15	"uniform"	"mean"	5	-5	1	3	10	8	6.19481670508467	1
"152"	20	"uniform"	"mean"	5	-5	1	3	10	8	2.95014774319713	1
"153"	25	"uniform"	"mean"	5	-5	1	3	10	8	4.05290503458104	1
"154"	30	"uniform"	"mean"	5	-5	1	3	10	8	4.49071873944229	1
"155"	35	"uniform"	"mean"	5	-5	1	3	10	8	6.11280701968623	1
"156"	40	"uniform"	"mean"	5	-5	1	3	10	8	2.41312026895143	1
"157"	45	"uniform"	"mean"	5	-5	1	3	10	8	3.10227526092286	1
"158"	50	"uniform"	"mean"	5	-5	1	3	10	8	2.43870510531833	1
"159"	55	"uniform"	"mean"	5	-5	1	3	10	8	2.12514783977512	1
"160"	60	"uniform"	"mean"	5	-5	1	3	10	8	1.30123458605442	1
"161"	65	"uniform"	"mean"	5	-5	1	3	10	8	0.746040180717939	1
"162"	70	"uniform"	"mean"	5	-5	1	3	10	8	3.079635800274	1
"163"	75	"uniform"	"mean"	5	-5	1	3	10	8	3.8023889777275	1
"164"	80	"uniform"	"mean"	5	-5	1	3	10	8	1.704258591037	1
"165"	85	"uniform"	"mean"	5	-5	1	3	10	8	0.756208906645258	1
"166"	90	"uniform"	"mean"	5	-5	1	3	10	8	0.667776129389565	1
"167"	95	"uniform"	"mean"	5	-5	1	3	10	8	1.31746169974267	1
"168"	100	"uniform"	"mean"	5	-5	1	3	10	8	1.38687106935273	1
"169"	0	"uniform"	"mean"	5	-5	1	3	10	9	5	0
"170"	5	"uniform"	"mean"	5	-5	1	3	10	9	9.35267898341939	1
"171"	10	"uniform"	"mean"	5	-5	1	3	10	9	8.5024470199202	0
"172"	15	"uniform"	"mean"	5	-5	1	3	10	9	9.35828368438215	0
"173"	20	"uniform"	"mean"	5	-5	1	3	10	9	3.19456719830057	1
"174"	25	"uniform"	"mean"	5	-5	1	3	10	9	6.64303000616379	1
"175"	30	"uniform"	"mean"	5	-5	1	3	10	9	2.71693235228585	1
"176"	35	"uniform"	"mean"	5	-5	1	3	10	9	2.99227882431224	1
"177"	40	"uniform"	"mean"	5	-5	1	3	10	9	3.79541483296067	1
"178"	45	"uniform"	"mean"	5	-5	1	3	10	9	2.75634010339522	1
"179"	50	"uniform"	"mean"	5	-5	1	3	10	9	2.33657628427461	1
"180"	55	"uniform"	"mean"	5	-5	1	3	10	9	2.66445082260925	1
"181"	60	"uniform"	"mean"	5	-5	1	3	10	9	2.95799095202127	1
"182"	65	"uniform"	"mean"	5	-5	1	3	10	9	1.58212810728736	1
"183"	70	"uniform"	"mean"	5	-5	1	3	10	9	3.30786498706493	1
"184"	75	"uniform"	"mean"	5	-5	1	3	10	9	1.46408913354575	1
"185"	80	"uniform"	"mean"	5	-5	1	3	10	9	1.29586259103187	1
"186"	85	"uniform"	"mean"	5	-5	1	3	10	9	1.95578239704406	1
"187"	90	"uniform"	"mean"	5	-5	1	3	10	9	2.74655580927845	1
"188"	95	"uniform"	"mean"	5	-5	1	3	10	9	1.49049834443854	1
"189"	100	"uniform"	"mean"	5	-5	1	3	10	9	3.05942766303863	1
"190"	0	"uniform"	"mean"	5	-5	1	3	10	10	5	1
"191"	5	"uniform"	"mean"	5	-5	1	3	10	10	12.1526153746019	1
"192"	10	"uniform"	"mean"	5	-5	1	3	10	10	6.70845672950018	1
"193"	15	"uniform"	"mean"	5	-5	1	3	10	10	5.67912715770773	1
"194"	20	"uniform"	"mean"	5	-5	1	3	10	10	3.62695966187712	1
"195"	25	"uniform"	"mean"	5	-5	1	3	10	10	5.81804349834402	0
"196"	30	"uniform"	"mean"	5	-5	1	3	10	10	3.64004768503843	1
"197"	35	"uniform"	"mean"	5	-5	1	3	10	10	3.27664417802722	1
"198"	40	"uniform"	"mean"	5	-5	1	3	10	10	2.57280282910874	1
"199"	45	"uniform"	"mean"	5	-5	1	3	10	10	2.03491513281686	1
"200"	50	"uniform"	"mean"	5	-5	1	3	10	10	2.41240369083877	1
"201"	55	"uniform"	"mean"	5	-5	1	3	10	10	2.50963166186895	1
"202"	60	"uniform"	"mean"	5	-5	1	3	10	10	2.87483371118546	1
"203"	65	"uniform"	"mean"	5	-5	1	3	10	10	3.03781238222851	1
"204"	70	"uniform"	"mean"	5	-5	1	3	10	10	2.82377500685857	1
"205"	75	"uniform"	"mean"	5	-5	1	3	10	10	1.22500168886282	1
"206"	80	"uniform"	"mean"	5	-5	1	3	10	10	2.08879157054862	1
"207"	85	"uniform"	"mean"	5	-5	1	3	10	10	2.61584972807588	1
"208"	90	"uniform"	"mean"	5	-5	1	3	10	10	1.6257234921271	1
"209"	95	"uniform"	"mean"	5	-5	1	3	10	10	1.46878878408554	1
"210"	100	"uniform"	"mean"	5	-5	1	3	10	10	0.899708332552873	1
"211"	0	"uniform"	"mean"	5	-5	1	3	10	11	5	0
"212"	5	"uniform"	"mean"	5	-5	1	3	10	11	3.27188455124131	0
"213"	10	"uniform"	"mean"	5	-5	1	3	10	11	4.3050409916913	1
"214"	15	"uniform"	"mean"	5	-5	1	3	10	11	3.99704772660461	1
"215"	20	"uniform"	"mean"	5	-5	1	3	10	11	4.09651345717348	1
"216"	25	"uniform"	"mean"	5	-5	1	3	10	11	4.60811604483083	1
"217"	30	"uniform"	"mean"	5	-5	1	3	10	11	3.73834528490765	1
"218"	35	"uniform"	"mean"	5	-5	1	3	10	11	2.68852549688103	1
"219"	40	"uniform"	"mean"	5	-5	1	3	10	11	2.39215416442021	1
"220"	45	"uniform"	"mean"	5	-5	1	3	10	11	0.792880993934011	1
"221"	50	"uniform"	"mean"	5	-5	1	3	10	11	3.07825695648421	1
"222"	55	"uniform"	"mean"	5	-5	1	3	10	11	3.31713480687847	1
"223"	60	"uniform"	"mean"	5	-5	1	3	10	11	2.98599522845209	1
"224"	65	"uniform"	"mean"	5	-5	1	3	10	11	3.1118470155706	1
"225"	70	"uniform"	"mean"	5	-5	1	3	10	11	1.62050503622129	1
"226"	75	"uniform"	"mean"	5	-5	1	3	10	11	1.33950717301268	1
"227"	80	"uniform"	"mean"	5	-5	1	3	10	11	0.434541304146272	1
"228"	85	"uniform"	"mean"	5	-5	1	3	10	11	1.56551408827854	1
"229"	90	"uniform"	"mean"	5	-5	1	3	10	11	1.48297635435917	1
"230"	95	"uniform"	"mean"	5	-5	1	3	10	11	1.84796808822375	1
"231"	100	"uniform"	"mean"	5	-5	1	3	10	11	1.67805934337986	1
"232"	0	"uniform"	"mean"	5	-5	1	3	10	12	5	0
"233"	5	"uniform"	"mean"	5	-5	1	3	10	12	6.42380127786156	1
"234"	10	"uniform"	"mean"	5	-5	1	3	10	12	12.9758159421645	0
"235"	15	"uniform"	"mean"	5	-5	1	3	10	12	3.41818200046898	1
"236"	20	"uniform"	"mean"	5	-5	1	3	10	12	5.63134052344474	1
"237"	25	"uniform"	"mean"	5	-5	1	3	10	12	4.37602533935762	1
"238"	30	"uniform"	"mean"	5	-5	1	3	10	12	4.26487503141858	0
"239"	35	"uniform"	"mean"	5	-5	1	3	10	12	3.86593998446189	1
"240"	40	"uniform"	"mean"	5	-5	1	3	10	12	1.61290579757177	1
"241"	45	"uniform"	"mean"	5	-5	1	3	10	12	2.70999240907719	1
"242"	50	"uniform"	"mean"	5	-5	1	3	10	12	2.3504588976758	1
"243"	55	"uniform"	"mean"	5	-5	1	3	10	12	2.8899740331383	1
"244"	60	"uniform"	"mean"	5	-5	1	3	10	12	1.24730092356136	1
"245"	65	"uniform"	"mean"	5	-5	1	3	10	12	2.45932175128796	1
"246"	70	"uniform"	"mean"	5	-5	1	3	10	12	2.6493106770344	1
"247"	75	"uniform"	"mean"	5	-5	1	3	10	12	2.28507497888081	1
"248"	80	"uniform"	"mean"	5	-5	1	3	10	12	1.13914569692756	1
"249"	85	"uniform"	"mean"	5	-5	1	3	10	12	1.74521765421052	1
"250"	90	"uniform"	"mean"	5	-5	1	3	10	12	1.72507396815604	1
"251"	95	"uniform"	"mean"	5	-5	1	3	10	12	3.56842875307116	1
"252"	100	"uniform"	"mean"	5	-5	1	3	10	12	3.08940821790506	1
"253"	0	"uniform"	"mean"	5	-5	1	3	10	13	5	0
"254"	5	"uniform"	"mean"	5	-5	1	3	10	13	7.37541093386889	0
"255"	10	"uniform"	"mean"	5	-5	1	3	10	13	9.11540777727995	0
"256"	15	"uniform"	"mean"	5	-5	1	3	10	13	4.29496044634191	0
"257"	20	"uniform"	"mean"	5	-5	1	3	10	13	8.56977900733172	0
"258"	25	"uniform"	"mean"	5	-5	1	3	10	13	1.89875062353689	1
"259"	30	"uniform"	"mean"	5	-5	1	3	10	13	2.01195500964072	1
"260"	35	"uniform"	"mean"	5	-5	1	3	10	13	4.17124942728459	1
"261"	40	"uniform"	"mean"	5	-5	1	3	10	13	3.58430319297048	1
"262"	45	"uniform"	"mean"	5	-5	1	3	10	13	1.42686943552086	1
"263"	50	"uniform"	"mean"	5	-5	1	3	10	13	2.72349656618039	1
"264"	55	"uniform"	"mean"	5	-5	1	3	10	13	2.26137132926453	1
"265"	60	"uniform"	"mean"	5	-5	1	3	10	13	3.62715116434054	1
"266"	65	"uniform"	"mean"	5	-5	1	3	10	13	1.55862361292988	1
"267"	70	"uniform"	"mean"	5	-5	1	3	10	13	1.30221110122982	1
"268"	75	"uniform"	"mean"	5	-5	1	3	10	13	1.59438164063763	1
"269"	80	"uniform"	"mean"	5	-5	1	3	10	13	1.47308719056956	1
"270"	85	"uniform"	"mean"	5	-5	1	3	10	13	1.93076409507745	1
"271"	90	"uniform"	"mean"	5	-5	1	3	10	13	0.82978909554104	1
"272"	95	"uniform"	"mean"	5	-5	1	3	10	13	2.04305045572604	1
"273"	100	"uniform"	"mean"	5	-5	1	3	10	13	1.49415514536734	1
"274"	0	"uniform"	"mean"	5	-5	1	3	10	14	5	0
"275"	5	"uniform"	"mean"	5	-5	1	3	10	14	10.9200041455065	1
"276"	10	"uniform"	"mean"	5	-5	1	3	10	14	3.22462336275804	1
"277"	15	"uniform"	"mean"	5	-5	1	3	10	14	3.92949935028572	1
"278"	20	"uniform"	"mean"	5	-5	1	3	10	14	4.26958398464167	0
"279"	25	"uniform"	"mean"	5	-5	1	3	10	14	3.57874391537927	1
"280"	30	"uniform"	"mean"	5	-5	1	3	10	14	2.4633001633436	1
"281"	35	"uniform"	"mean"	5	-5	1	3	10	14	3.16468415583547	1
"282"	40	"uniform"	"mean"	5	-5	1	3	10	14	3.67630973747477	1
"283"	45	"uniform"	"mean"	5	-5	1	3	10	14	1.09255915869896	1
"284"	50	"uniform"	"mean"	5	-5	1	3	10	14	2.63077946764272	1
"285"	55	"uniform"	"mean"	5	-5	1	3	10	14	1.75522733483132	1
"286"	60	"uniform"	"mean"	5	-5	1	3	10	14	2.57321503677615	1
"287"	65	"uniform"	"mean"	5	-5	1	3	10	14	1.57448773609604	1
"288"	70	"uniform"	"mean"	5	-5	1	3	10	14	1.98529342368311	1
"289"	75	"uniform"	"mean"	5	-5	1	3	10	14	2.38235044328105	1
"290"	80	"uniform"	"mean"	5	-5	1	3	10	14	2.30768785728379	1
"291"	85	"uniform"	"mean"	5	-5	1	3	10	14	3.25955142735717	1
"292"	90	"uniform"	"mean"	5	-5	1	3	10	14	1.68360290254956	1
"293"	95	"uniform"	"mean"	5	-5	1	3	10	14	1.33401440327674	1
"294"	100	"uniform"	"mean"	5	-5	1	3	10	14	2.09733209898175	1
"295"	0	"uniform"	"mean"	5	-5	1	3	10	15	5	1
"296"	5	"uniform"	"mean"	5	-5	1	3	10	15	11.0854653917757	0
"297"	10	"uniform"	"mean"	5	-5	1	3	10	15	4.00355132539347	1
"298"	15	"uniform"	"mean"	5	-5	1	3	10	15	4.31689312529187	0
"299"	20	"uniform"	"mean"	5	-5	1	3	10	15	7.9756613236451	0
"300"	25	"uniform"	"mean"	5	-5	1	3	10	15	4.07158423432128	1
"301"	30	"uniform"	"mean"	5	-5	1	3	10	15	4.83249828696014	0
"302"	35	"uniform"	"mean"	5	-5	1	3	10	15	1.61111746316314	1
"303"	40	"uniform"	"mean"	5	-5	1	3	10	15	1.8118699401022	1
"304"	45	"uniform"	"mean"	5	-5	1	3	10	15	2.16611939191746	1
"305"	50	"uniform"	"mean"	5	-5	1	3	10	15	2.55065779898209	1
"306"	55	"uniform"	"mean"	5	-5	1	3	10	15	1.9812358736528	1
"307"	60	"uniform"	"mean"	5	-5	1	3	10	15	1.00222896938457	1
"308"	65	"uniform"	"mean"	5	-5	1	3	10	15	1.3672070104642	1
"309"	70	"uniform"	"mean"	5	-5	1	3	10	15	1.96303996446773	1
"310"	75	"uniform"	"mean"	5	-5	1	3	10	15	2.60367579787803	1
"311"	80	"uniform"	"mean"	5	-5	1	3	10	15	1.23125423989864	1
"312"	85	"uniform"	"mean"	5	-5	1	3	10	15	1.64326338059898	1
"313"	90	"uniform"	"mean"	5	-5	1	3	10	15	1.88313988245762	1
"314"	95	"uniform"	"mean"	5	-5	1	3	10	15	1.88016908736336	1
"315"	100	"uniform"	"mean"	5	-5	1	3	10	15	1.92040759204998	1
"316"	0	"uniform"	"mean"	5	-5	1	3	10	16	5	0
"317"	5	"uniform"	"mean"	5	-5	1	3	10	16	5.7290189587817	0
"318"	10	"uniform"	"mean"	5	-5	1	3	10	16	6.42169121997733	1
"319"	15	"uniform"	"mean"	5	-5	1	3	10	16	2.00404728708977	1
"320"	20	"uniform"	"mean"	5	-5	1	3	10	16	3.40398632710119	1
"321"	25	"uniform"	"mean"	5	-5	1	3	10	16	3.00178810761737	1
"322"	30	"uniform"	"mean"	5	-5	1	3	10	16	3.84801886833826	0
"323"	35	"uniform"	"mean"	5	-5	1	3	10	16	1.01294653867819	1
"324"	40	"uniform"	"mean"	5	-5	1	3	10	16	5.56880753921169	1
"325"	45	"uniform"	"mean"	5	-5	1	3	10	16	3.57240507618758	1
"326"	50	"uniform"	"mean"	5	-5	1	3	10	16	1.9319303714067	1
"327"	55	"uniform"	"mean"	5	-5	1	3	10	16	3.06803887267013	1
"328"	60	"uniform"	"mean"	5	-5	1	3	10	16	2.03374279508616	1
"329"	65	"uniform"	"mean"	5	-5	1	3	10	16	2.40290724183831	1
"330"	70	"uniform"	"mean"	5	-5	1	3	10	16	2.47410631700542	1
"331"	75	"uniform"	"mean"	5	-5	1	3	10	16	3.72994642688579	1
"332"	80	"uniform"	"mean"	5	-5	1	3	10	16	2.02927054021307	1
"333"	85	"uniform"	"mean"	5	-5	1	3	10	16	3.11372516281833	1
"334"	90	"uniform"	"mean"	5	-5	1	3	10	16	1.86579939416139	1
"335"	95	"uniform"	"mean"	5	-5	1	3	10	16	2.90326243874395	1
"336"	100	"uniform"	"mean"	5	-5	1	3	10	16	1.53930217954063	1
"337"	0	"uniform"	"mean"	5	-5	1	3	10	17	5	0
"338"	5	"uniform"	"mean"	5	-5	1	3	10	17	9.20613789975081	1
"339"	10	"uniform"	"mean"	5	-5	1	3	10	17	10.2263610514025	0
"340"	15	"uniform"	"mean"	5	-5	1	3	10	17	2.02955633616039	1
"341"	20	"uniform"	"mean"	5	-5	1	3	10	17	5.40189288155202	1
"342"	25	"uniform"	"mean"	5	-5	1	3	10	17	5.78404871795984	1
"343"	30	"uniform"	"mean"	5	-5	1	3	10	17	3.30203651813309	1
"344"	35	"uniform"	"mean"	5	-5	1	3	10	17	3.43036442537794	1
"345"	40	"uniform"	"mean"	5	-5	1	3	10	17	2.41002237939486	1
"346"	45	"uniform"	"mean"	5	-5	1	3	10	17	2.55467579119132	1
"347"	50	"uniform"	"mean"	5	-5	1	3	10	17	3.07494326578176	1
"348"	55	"uniform"	"mean"	5	-5	1	3	10	17	2.98701500733984	1
