"n.peeks"	"peek.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"final.impression.mad"	"final.peek.prefer.best"
"136"	45	"uniform"	"mean"	5	-5	1	4	5	7	1.31734478643588	1
"137"	50	"uniform"	"mean"	5	-5	1	4	5	7	1.17048891882286	1
"138"	55	"uniform"	"mean"	5	-5	1	4	5	7	1.10586398682897	1
"139"	60	"uniform"	"mean"	5	-5	1	4	5	7	1.08268370204196	1
"140"	65	"uniform"	"mean"	5	-5	1	4	5	7	2.24889482290528	1
"141"	70	"uniform"	"mean"	5	-5	1	4	5	7	0.691815553551237	1
"142"	75	"uniform"	"mean"	5	-5	1	4	5	7	1.52926575467928	1
"143"	80	"uniform"	"mean"	5	-5	1	4	5	7	1.58142410493219	1
"144"	85	"uniform"	"mean"	5	-5	1	4	5	7	0.803678648281563	1
"145"	90	"uniform"	"mean"	5	-5	1	4	5	7	0.882355125161936	1
"146"	95	"uniform"	"mean"	5	-5	1	4	5	7	0.873869734763699	1
"147"	100	"uniform"	"mean"	5	-5	1	4	5	7	0.854533920080037	1
"148"	0	"uniform"	"mean"	5	-5	1	4	5	8	5	0
"149"	5	"uniform"	"mean"	5	-5	1	4	5	8	2.91816070636008	1
"150"	10	"uniform"	"mean"	5	-5	1	4	5	8	2.91673865304608	1
"151"	15	"uniform"	"mean"	5	-5	1	4	5	8	1.67847400904397	1
"152"	20	"uniform"	"mean"	5	-5	1	4	5	8	1.60174622741711	1
"153"	25	"uniform"	"mean"	5	-5	1	4	5	8	1.34969751265283	1
"154"	30	"uniform"	"mean"	5	-5	1	4	5	8	1.624843946735	1
"155"	35	"uniform"	"mean"	5	-5	1	4	5	8	1.58433988307199	1
"156"	40	"uniform"	"mean"	5	-5	1	4	5	8	1.87917387337076	1
"157"	45	"uniform"	"mean"	5	-5	1	4	5	8	1.59127044438431	1
"158"	50	"uniform"	"mean"	5	-5	1	4	5	8	1.0536250235088	1
"159"	55	"uniform"	"mean"	5	-5	1	4	5	8	1.63817075587589	1
"160"	60	"uniform"	"mean"	5	-5	1	4	5	8	1.41194867459048	1
"161"	65	"uniform"	"mean"	5	-5	1	4	5	8	1.21005199212519	1
"162"	70	"uniform"	"mean"	5	-5	1	4	5	8	1.2358401301818	1
"163"	75	"uniform"	"mean"	5	-5	1	4	5	8	1.77710946365342	1
"164"	80	"uniform"	"mean"	5	-5	1	4	5	8	0.941801247847035	1
"165"	85	"uniform"	"mean"	5	-5	1	4	5	8	1.38622228835858	1
"166"	90	"uniform"	"mean"	5	-5	1	4	5	8	1.31203590280708	1
"167"	95	"uniform"	"mean"	5	-5	1	4	5	8	0.645360998223289	1
"168"	100	"uniform"	"mean"	5	-5	1	4	5	8	1.14901109719394	1
"169"	0	"uniform"	"mean"	5	-5	1	4	5	9	5	1
"170"	5	"uniform"	"mean"	5	-5	1	4	5	9	5.63976036708494	0
"171"	10	"uniform"	"mean"	5	-5	1	4	5	9	3.77244895221679	1
"172"	15	"uniform"	"mean"	5	-5	1	4	5	9	2.85123034461968	1
"173"	20	"uniform"	"mean"	5	-5	1	4	5	9	1.6639284790177	1
"174"	25	"uniform"	"mean"	5	-5	1	4	5	9	2.50270377690022	1
"175"	30	"uniform"	"mean"	5	-5	1	4	5	9	2.33945469755199	1
"176"	35	"uniform"	"mean"	5	-5	1	4	5	9	1.88355229154068	1
"177"	40	"uniform"	"mean"	5	-5	1	4	5	9	1.70064214717203	1
"178"	45	"uniform"	"mean"	5	-5	1	4	5	9	1.71044647884613	1
"179"	50	"uniform"	"mean"	5	-5	1	4	5	9	0.789522108505125	1
"180"	55	"uniform"	"mean"	5	-5	1	4	5	9	1.14239949523927	1
"181"	60	"uniform"	"mean"	5	-5	1	4	5	9	1.38090808314429	1
"182"	65	"uniform"	"mean"	5	-5	1	4	5	9	1.08685135129681	1
"183"	70	"uniform"	"mean"	5	-5	1	4	5	9	0.665462922345537	1
"184"	75	"uniform"	"mean"	5	-5	1	4	5	9	0.78360320378415	1
"185"	80	"uniform"	"mean"	5	-5	1	4	5	9	1.44371498937671	1
"186"	85	"uniform"	"mean"	5	-5	1	4	5	9	1.50963317600816	1
"187"	90	"uniform"	"mean"	5	-5	1	4	5	9	0.504187688242453	1
"188"	95	"uniform"	"mean"	5	-5	1	4	5	9	1.12471024118576	1
"189"	100	"uniform"	"mean"	5	-5	1	4	5	9	1.27005033483934	1
"190"	0	"uniform"	"mean"	5	-5	1	4	5	10	5	0
"191"	5	"uniform"	"mean"	5	-5	1	4	5	10	5.43246598486227	1
"192"	10	"uniform"	"mean"	5	-5	1	4	5	10	2.89731839479251	1
"193"	15	"uniform"	"mean"	5	-5	1	4	5	10	1.4545500639008	1
"194"	20	"uniform"	"mean"	5	-5	1	4	5	10	1.65494328109898	1
"195"	25	"uniform"	"mean"	5	-5	1	4	5	10	1.29425167138772	1
"196"	30	"uniform"	"mean"	5	-5	1	4	5	10	1.45081931075943	1
"197"	35	"uniform"	"mean"	5	-5	1	4	5	10	1.37853093851975	1
"198"	40	"uniform"	"mean"	5	-5	1	4	5	10	1.79762961581169	1
"199"	45	"uniform"	"mean"	5	-5	1	4	5	10	1.55213572421635	1
"200"	50	"uniform"	"mean"	5	-5	1	4	5	10	1.38544210690694	1
"201"	55	"uniform"	"mean"	5	-5	1	4	5	10	1.13024897171688	1
"202"	60	"uniform"	"mean"	5	-5	1	4	5	10	1.0379482768239	1
"203"	65	"uniform"	"mean"	5	-5	1	4	5	10	1.28235294324853	1
"204"	70	"uniform"	"mean"	5	-5	1	4	5	10	0.433917926252897	1
"205"	75	"uniform"	"mean"	5	-5	1	4	5	10	0.934607263326743	1
"206"	80	"uniform"	"mean"	5	-5	1	4	5	10	0.733613719643644	1
"207"	85	"uniform"	"mean"	5	-5	1	4	5	10	0.746033222028618	1
"208"	90	"uniform"	"mean"	5	-5	1	4	5	10	0.978552060276918	1
"209"	95	"uniform"	"mean"	5	-5	1	4	5	10	0.875483948778933	1
"210"	100	"uniform"	"mean"	5	-5	1	4	5	10	0.859479383210183	1
"211"	0	"uniform"	"mean"	5	-5	1	4	5	11	5	0
"212"	5	"uniform"	"mean"	5	-5	1	4	5	11	4.95323947214946	1
"213"	10	"uniform"	"mean"	5	-5	1	4	5	11	4.9499143823667	1
"214"	15	"uniform"	"mean"	5	-5	1	4	5	11	3.24286069614118	1
"215"	20	"uniform"	"mean"	5	-5	1	4	5	11	2.1732284344639	1
"216"	25	"uniform"	"mean"	5	-5	1	4	5	11	2.50909242478681	1
"217"	30	"uniform"	"mean"	5	-5	1	4	5	11	1.91979096342118	1
"218"	35	"uniform"	"mean"	5	-5	1	4	5	11	2.16606026248324	1
"219"	40	"uniform"	"mean"	5	-5	1	4	5	11	1.1207276444028	1
"220"	45	"uniform"	"mean"	5	-5	1	4	5	11	2.02064441487522	1
"221"	50	"uniform"	"mean"	5	-5	1	4	5	11	1.58173688680369	1
"222"	55	"uniform"	"mean"	5	-5	1	4	5	11	0.841312280303739	1
"223"	60	"uniform"	"mean"	5	-5	1	4	5	11	1.84165819196167	1
"224"	65	"uniform"	"mean"	5	-5	1	4	5	11	1.4982963482452	1
"225"	70	"uniform"	"mean"	5	-5	1	4	5	11	1.81277945329504	1
"226"	75	"uniform"	"mean"	5	-5	1	4	5	11	1.79293433227429	1
"227"	80	"uniform"	"mean"	5	-5	1	4	5	11	0.79708658733826	1
"228"	85	"uniform"	"mean"	5	-5	1	4	5	11	0.503398790227851	1
"229"	90	"uniform"	"mean"	5	-5	1	4	5	11	1.10511859199697	1
"230"	95	"uniform"	"mean"	5	-5	1	4	5	11	0.871993685443191	1
"231"	100	"uniform"	"mean"	5	-5	1	4	5	11	1.33906186243812	1
"232"	0	"uniform"	"mean"	5	-5	1	4	5	12	5	0
"233"	5	"uniform"	"mean"	5	-5	1	4	5	12	3.26238561678386	1
"234"	10	"uniform"	"mean"	5	-5	1	4	5	12	1.94027021240142	1
"235"	15	"uniform"	"mean"	5	-5	1	4	5	12	2.39455898472765	1
"236"	20	"uniform"	"mean"	5	-5	1	4	5	12	0.767419309595638	1
"237"	25	"uniform"	"mean"	5	-5	1	4	5	12	1.13958174774469	1
"238"	30	"uniform"	"mean"	5	-5	1	4	5	12	1.72738723943438	1
"239"	35	"uniform"	"mean"	5	-5	1	4	5	12	1.38913931818941	1
"240"	40	"uniform"	"mean"	5	-5	1	4	5	12	1.73205091112348	1
"241"	45	"uniform"	"mean"	5	-5	1	4	5	12	1.02359509809085	1
"242"	50	"uniform"	"mean"	5	-5	1	4	5	12	1.07268837751817	1
"243"	55	"uniform"	"mean"	5	-5	1	4	5	12	1.66614684512493	1
"244"	60	"uniform"	"mean"	5	-5	1	4	5	12	1.73420282086606	1
"245"	65	"uniform"	"mean"	5	-5	1	4	5	12	1.57765764310862	1
"246"	70	"uniform"	"mean"	5	-5	1	4	5	12	1.30982149128502	1
"247"	75	"uniform"	"mean"	5	-5	1	4	5	12	1.28977608550621	1
"248"	80	"uniform"	"mean"	5	-5	1	4	5	12	0.817509773882897	1
"249"	85	"uniform"	"mean"	5	-5	1	4	5	12	1.4667656802504	1
"250"	90	"uniform"	"mean"	5	-5	1	4	5	12	0.481259875530748	1
"251"	95	"uniform"	"mean"	5	-5	1	4	5	12	1.53647909061237	1
"252"	100	"uniform"	"mean"	5	-5	1	4	5	12	0.747021669057821	1
"253"	0	"uniform"	"mean"	5	-5	1	4	5	13	5	1
"254"	5	"uniform"	"mean"	5	-5	1	4	5	13	6.67679945527909	0
"255"	10	"uniform"	"mean"	5	-5	1	4	5	13	6.59414866840016	0
"256"	15	"uniform"	"mean"	5	-5	1	4	5	13	2.93185905047365	1
"257"	20	"uniform"	"mean"	5	-5	1	4	5	13	2.37218422053542	1
"258"	25	"uniform"	"mean"	5	-5	1	4	5	13	2.6327073097841	1
"259"	30	"uniform"	"mean"	5	-5	1	4	5	13	0.818823336052452	1
"260"	35	"uniform"	"mean"	5	-5	1	4	5	13	1.49139544947442	1
"261"	40	"uniform"	"mean"	5	-5	1	4	5	13	1.7650061455365	1
"262"	45	"uniform"	"mean"	5	-5	1	4	5	13	1.62048583550135	1
"263"	50	"uniform"	"mean"	5	-5	1	4	5	13	1.09194285450494	1
"264"	55	"uniform"	"mean"	5	-5	1	4	5	13	1.00309673542733	1
"265"	60	"uniform"	"mean"	5	-5	1	4	5	13	1.1031737389818	1
"266"	65	"uniform"	"mean"	5	-5	1	4	5	13	0.901619287603068	1
"267"	70	"uniform"	"mean"	5	-5	1	4	5	13	0.991723490928035	1
"268"	75	"uniform"	"mean"	5	-5	1	4	5	13	0.611893524155591	1
"269"	80	"uniform"	"mean"	5	-5	1	4	5	13	1.25248141942592	1
"270"	85	"uniform"	"mean"	5	-5	1	4	5	13	0.98159646279765	1
"271"	90	"uniform"	"mean"	5	-5	1	4	5	13	1.47811419912028	1
"272"	95	"uniform"	"mean"	5	-5	1	4	5	13	1.22063720407632	1
"273"	100	"uniform"	"mean"	5	-5	1	4	5	13	0.941753772891612	1
"274"	0	"uniform"	"mean"	5	-5	1	4	5	14	5	0
"275"	5	"uniform"	"mean"	5	-5	1	4	5	14	4.72682910552673	1
"276"	10	"uniform"	"mean"	5	-5	1	4	5	14	5.56119253701455	1
"277"	15	"uniform"	"mean"	5	-5	1	4	5	14	3.87161420932294	1
"278"	20	"uniform"	"mean"	5	-5	1	4	5	14	2.49396005613201	1
"279"	25	"uniform"	"mean"	5	-5	1	4	5	14	1.76600259831646	1
"280"	30	"uniform"	"mean"	5	-5	1	4	5	14	1.86776554655172	1
"281"	35	"uniform"	"mean"	5	-5	1	4	5	14	0.587942318329351	1
"282"	40	"uniform"	"mean"	5	-5	1	4	5	14	1.94667314281974	1
"283"	45	"uniform"	"mean"	5	-5	1	4	5	14	2.06589420014157	1
"284"	50	"uniform"	"mean"	5	-5	1	4	5	14	0.816776029783515	1
"285"	55	"uniform"	"mean"	5	-5	1	4	5	14	1.47222913872777	1
"286"	60	"uniform"	"mean"	5	-5	1	4	5	14	1.40689146118313	1
"287"	65	"uniform"	"mean"	5	-5	1	4	5	14	2.04173546215424	1
"288"	70	"uniform"	"mean"	5	-5	1	4	5	14	1.47120987797024	1
"289"	75	"uniform"	"mean"	5	-5	1	4	5	14	1.15819838503242	1
"290"	80	"uniform"	"mean"	5	-5	1	4	5	14	1.26903857068971	1
"291"	85	"uniform"	"mean"	5	-5	1	4	5	14	1.30386599753537	1
"292"	90	"uniform"	"mean"	5	-5	1	4	5	14	0.888362772848779	1
"293"	95	"uniform"	"mean"	5	-5	1	4	5	14	0.389643548854898	1
"294"	100	"uniform"	"mean"	5	-5	1	4	5	14	1.07627106318814	1
"295"	0	"uniform"	"mean"	5	-5	1	4	5	15	5	0
"296"	5	"uniform"	"mean"	5	-5	1	4	5	15	3.8602328393481	1
"297"	10	"uniform"	"mean"	5	-5	1	4	5	15	3.23403151101797	1
"298"	15	"uniform"	"mean"	5	-5	1	4	5	15	2.43834243326649	1
"299"	20	"uniform"	"mean"	5	-5	1	4	5	15	4.19658774958173	1
"300"	25	"uniform"	"mean"	5	-5	1	4	5	15	3.05491897024134	1
"301"	30	"uniform"	"mean"	5	-5	1	4	5	15	3.04044769907558	1
"302"	35	"uniform"	"mean"	5	-5	1	4	5	15	1.8346299361971	1
"303"	40	"uniform"	"mean"	5	-5	1	4	5	15	1.56909176086478	1
"304"	45	"uniform"	"mean"	5	-5	1	4	5	15	1.55854538919382	1
"305"	50	"uniform"	"mean"	5	-5	1	4	5	15	1.30507383528408	1
"306"	55	"uniform"	"mean"	5	-5	1	4	5	15	0.631004990321802	1
"307"	60	"uniform"	"mean"	5	-5	1	4	5	15	1.38548785094792	1
"308"	65	"uniform"	"mean"	5	-5	1	4	5	15	1.86495333050502	1
"309"	70	"uniform"	"mean"	5	-5	1	4	5	15	1.58306562919116	1
"310"	75	"uniform"	"mean"	5	-5	1	4	5	15	0.947553328406944	1
"311"	80	"uniform"	"mean"	5	-5	1	4	5	15	0.897602802511999	1
"312"	85	"uniform"	"mean"	5	-5	1	4	5	15	0.374130275994254	1
"313"	90	"uniform"	"mean"	5	-5	1	4	5	15	0.983737326776406	1
"314"	95	"uniform"	"mean"	5	-5	1	4	5	15	1.37303961706315	1
"315"	100	"uniform"	"mean"	5	-5	1	4	5	15	0.746393183851169	1
"316"	0	"uniform"	"mean"	5	-5	1	4	5	16	5	0
"317"	5	"uniform"	"mean"	5	-5	1	4	5	16	2.73797607461834	1
"318"	10	"uniform"	"mean"	5	-5	1	4	5	16	7.50415414412574	0
"319"	15	"uniform"	"mean"	5	-5	1	4	5	16	2.49512416052232	1
"320"	20	"uniform"	"mean"	5	-5	1	4	5	16	2.67813523314399	1
"321"	25	"uniform"	"mean"	5	-5	1	4	5	16	1.96857414492022	1
"322"	30	"uniform"	"mean"	5	-5	1	4	5	16	1.89612713007074	1
"323"	35	"uniform"	"mean"	5	-5	1	4	5	16	2.48455399229533	1
"324"	40	"uniform"	"mean"	5	-5	1	4	5	16	1.89762095234093	1
"325"	45	"uniform"	"mean"	5	-5	1	4	5	16	1.54786013894764	1
"326"	50	"uniform"	"mean"	5	-5	1	4	5	16	1.02519394544669	1
"327"	55	"uniform"	"mean"	5	-5	1	4	5	16	1.83829180947897	1
"328"	60	"uniform"	"mean"	5	-5	1	4	5	16	0.871653718559388	1
"329"	65	"uniform"	"mean"	5	-5	1	4	5	16	1.42347465284168	1
"330"	70	"uniform"	"mean"	5	-5	1	4	5	16	1.19586477938644	1
"331"	75	"uniform"	"mean"	5	-5	1	4	5	16	1.21605489492593	1
"332"	80	"uniform"	"mean"	5	-5	1	4	5	16	0.807131691870378	1
"333"	85	"uniform"	"mean"	5	-5	1	4	5	16	1.21310615198061	1
"334"	90	"uniform"	"mean"	5	-5	1	4	5	16	1.08824854568035	1
"335"	95	"uniform"	"mean"	5	-5	1	4	5	16	0.526798377856604	1
"336"	100	"uniform"	"mean"	5	-5	1	4	5	16	0.875989293450478	1
"337"	0	"uniform"	"mean"	5	-5	1	4	5	17	5	0
"338"	5	"uniform"	"mean"	5	-5	1	4	5	17	4.67286745885338	0
"339"	10	"uniform"	"mean"	5	-5	1	4	5	17	3.96403698881099	1
"340"	15	"uniform"	"mean"	5	-5	1	4	5	17	5.15340137853288	1
"341"	20	"uniform"	"mean"	5	-5	1	4	5	17	3.30129547641106	1
"342"	25	"uniform"	"mean"	5	-5	1	4	5	17	2.22239678539662	1
"343"	30	"uniform"	"mean"	5	-5	1	4	5	17	1.4110963304472	1
"344"	35	"uniform"	"mean"	5	-5	1	4	5	17	1.52519347563039	1
"345"	40	"uniform"	"mean"	5	-5	1	4	5	17	2.40779703657445	1
"346"	45	"uniform"	"mean"	5	-5	1	4	5	17	1.3560596780795	1
"347"	50	"uniform"	"mean"	5	-5	1	4	5	17	2.54147229418892	1
"348"	55	"uniform"	"mean"	5	-5	1	4	5	17	1.46708030661403	1
