"n.peeks"	"peek.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"final.impression.mad"	"final.peek.prefer.best"
"113"	35	"uniform"	"mean"	5	-5	1	2	5	6	2.18884563399201	1
"114"	40	"uniform"	"mean"	5	-5	1	2	5	6	1.60327754325234	1
"115"	45	"uniform"	"mean"	5	-5	1	2	5	6	1.33189135539124	1
"116"	50	"uniform"	"mean"	5	-5	1	2	5	6	0.928506316775778	1
"117"	55	"uniform"	"mean"	5	-5	1	2	5	6	2.15687857110365	1
"118"	60	"uniform"	"mean"	5	-5	1	2	5	6	1.29117492113407	1
"119"	65	"uniform"	"mean"	5	-5	1	2	5	6	1.33608130244023	1
"120"	70	"uniform"	"mean"	5	-5	1	2	5	6	0.516275558160523	1
"121"	75	"uniform"	"mean"	5	-5	1	2	5	6	0.682306894399192	1
"122"	80	"uniform"	"mean"	5	-5	1	2	5	6	1.41542469413878	1
"123"	85	"uniform"	"mean"	5	-5	1	2	5	6	0.395957211470592	1
"124"	90	"uniform"	"mean"	5	-5	1	2	5	6	1.41137111405813	1
"125"	95	"uniform"	"mean"	5	-5	1	2	5	6	0.858473501564163	1
"126"	100	"uniform"	"mean"	5	-5	1	2	5	6	1.10463244379822	1
"127"	0	"uniform"	"mean"	5	-5	1	2	5	7	5	0
"128"	5	"uniform"	"mean"	5	-5	1	2	5	7	4.04560849989369	1
"129"	10	"uniform"	"mean"	5	-5	1	2	5	7	2.57037669234123	1
"130"	15	"uniform"	"mean"	5	-5	1	2	5	7	1.18785644153788	1
"131"	20	"uniform"	"mean"	5	-5	1	2	5	7	3.18772772851788	1
"132"	25	"uniform"	"mean"	5	-5	1	2	5	7	1.51985074930426	1
"133"	30	"uniform"	"mean"	5	-5	1	2	5	7	0.902656619012108	1
"134"	35	"uniform"	"mean"	5	-5	1	2	5	7	1.25958223958036	1
"135"	40	"uniform"	"mean"	5	-5	1	2	5	7	2.0153730875796	1
"136"	45	"uniform"	"mean"	5	-5	1	2	5	7	1.62015378252433	1
"137"	50	"uniform"	"mean"	5	-5	1	2	5	7	0.545934648383027	1
"138"	55	"uniform"	"mean"	5	-5	1	2	5	7	1.29879191868627	1
"139"	60	"uniform"	"mean"	5	-5	1	2	5	7	1.22551205259059	1
"140"	65	"uniform"	"mean"	5	-5	1	2	5	7	0.378068124038936	1
"141"	70	"uniform"	"mean"	5	-5	1	2	5	7	0.860858685539198	1
"142"	75	"uniform"	"mean"	5	-5	1	2	5	7	1.03480015393498	1
"143"	80	"uniform"	"mean"	5	-5	1	2	5	7	0.666845015175707	1
"144"	85	"uniform"	"mean"	5	-5	1	2	5	7	0.629761688264482	1
"145"	90	"uniform"	"mean"	5	-5	1	2	5	7	0.896144004252143	1
"146"	95	"uniform"	"mean"	5	-5	1	2	5	7	1.01710194735931	1
"147"	100	"uniform"	"mean"	5	-5	1	2	5	7	0.287514958726171	1
"148"	0	"uniform"	"mean"	5	-5	1	2	5	8	5	0
"149"	5	"uniform"	"mean"	5	-5	1	2	5	8	3.12681077679845	1
"150"	10	"uniform"	"mean"	5	-5	1	2	5	8	2.19310333043783	1
"151"	15	"uniform"	"mean"	5	-5	1	2	5	8	1.62128479319991	1
"152"	20	"uniform"	"mean"	5	-5	1	2	5	8	3.81426862774506	1
"153"	25	"uniform"	"mean"	5	-5	1	2	5	8	0.436178075063646	1
"154"	30	"uniform"	"mean"	5	-5	1	2	5	8	1.64076444372696	1
"155"	35	"uniform"	"mean"	5	-5	1	2	5	8	1.25126838547676	1
"156"	40	"uniform"	"mean"	5	-5	1	2	5	8	0.284246492699719	1
"157"	45	"uniform"	"mean"	5	-5	1	2	5	8	0.830349370738035	1
"158"	50	"uniform"	"mean"	5	-5	1	2	5	8	1.23479947750966	1
"159"	55	"uniform"	"mean"	5	-5	1	2	5	8	1.33112522635441	1
"160"	60	"uniform"	"mean"	5	-5	1	2	5	8	0.234687408830051	1
"161"	65	"uniform"	"mean"	5	-5	1	2	5	8	0.270026079301423	1
"162"	70	"uniform"	"mean"	5	-5	1	2	5	8	1.75577200603929	1
"163"	75	"uniform"	"mean"	5	-5	1	2	5	8	1.00976590380054	1
"164"	80	"uniform"	"mean"	5	-5	1	2	5	8	0.478697291006331	1
"165"	85	"uniform"	"mean"	5	-5	1	2	5	8	0.936446506404784	1
"166"	90	"uniform"	"mean"	5	-5	1	2	5	8	0.791287197341732	1
"167"	95	"uniform"	"mean"	5	-5	1	2	5	8	1.18871351214491	1
"168"	100	"uniform"	"mean"	5	-5	1	2	5	8	1.55046534613729	1
"169"	0	"uniform"	"mean"	5	-5	1	2	5	9	5	0
"170"	5	"uniform"	"mean"	5	-5	1	2	5	9	4.45178584967013	1
"171"	10	"uniform"	"mean"	5	-5	1	2	5	9	1.58502421742591	1
"172"	15	"uniform"	"mean"	5	-5	1	2	5	9	3.53551712734122	1
"173"	20	"uniform"	"mean"	5	-5	1	2	5	9	1.25081453288474	1
"174"	25	"uniform"	"mean"	5	-5	1	2	5	9	1.3030771289621	1
"175"	30	"uniform"	"mean"	5	-5	1	2	5	9	0.744317116596314	1
"176"	35	"uniform"	"mean"	5	-5	1	2	5	9	0.884442468909413	1
"177"	40	"uniform"	"mean"	5	-5	1	2	5	9	2.10373726539995	1
"178"	45	"uniform"	"mean"	5	-5	1	2	5	9	1.92136811416063	1
"179"	50	"uniform"	"mean"	5	-5	1	2	5	9	1.35940687842152	1
"180"	55	"uniform"	"mean"	5	-5	1	2	5	9	0.88023222548794	1
"181"	60	"uniform"	"mean"	5	-5	1	2	5	9	0.268828623937404	1
"182"	65	"uniform"	"mean"	5	-5	1	2	5	9	0.76768477961093	1
"183"	70	"uniform"	"mean"	5	-5	1	2	5	9	0.409407453040551	1
"184"	75	"uniform"	"mean"	5	-5	1	2	5	9	0.681590155290436	1
"185"	80	"uniform"	"mean"	5	-5	1	2	5	9	0.705847629105479	1
"186"	85	"uniform"	"mean"	5	-5	1	2	5	9	0.9008177593114	1
"187"	90	"uniform"	"mean"	5	-5	1	2	5	9	0.659898276633363	1
"188"	95	"uniform"	"mean"	5	-5	1	2	5	9	0.29383170303438	1
"189"	100	"uniform"	"mean"	5	-5	1	2	5	9	0.993930130099029	1
"190"	0	"uniform"	"mean"	5	-5	1	2	5	10	5	0
"191"	5	"uniform"	"mean"	5	-5	1	2	5	10	1.44548630514458	1
"192"	10	"uniform"	"mean"	5	-5	1	2	5	10	2.84545069235544	1
"193"	15	"uniform"	"mean"	5	-5	1	2	5	10	2.66586793169584	1
"194"	20	"uniform"	"mean"	5	-5	1	2	5	10	1.84527177263472	1
"195"	25	"uniform"	"mean"	5	-5	1	2	5	10	1.24275546791942	1
"196"	30	"uniform"	"mean"	5	-5	1	2	5	10	2.34895662357898	1
"197"	35	"uniform"	"mean"	5	-5	1	2	5	10	0.711323383328568	1
"198"	40	"uniform"	"mean"	5	-5	1	2	5	10	1.29435331445027	1
"199"	45	"uniform"	"mean"	5	-5	1	2	5	10	1.91013554468565	1
"200"	50	"uniform"	"mean"	5	-5	1	2	5	10	1.03053530930528	1
"201"	55	"uniform"	"mean"	5	-5	1	2	5	10	1.64062647363394	1
"202"	60	"uniform"	"mean"	5	-5	1	2	5	10	1.13628492183554	1
"203"	65	"uniform"	"mean"	5	-5	1	2	5	10	1.08171351476976	1
"204"	70	"uniform"	"mean"	5	-5	1	2	5	10	1.09124296111473	1
"205"	75	"uniform"	"mean"	5	-5	1	2	5	10	1.3345675445962	1
"206"	80	"uniform"	"mean"	5	-5	1	2	5	10	0.705423048401554	1
"207"	85	"uniform"	"mean"	5	-5	1	2	5	10	0.982517988702882	1
"208"	90	"uniform"	"mean"	5	-5	1	2	5	10	0.743659549005658	1
"209"	95	"uniform"	"mean"	5	-5	1	2	5	10	0.614319222258061	1
"210"	100	"uniform"	"mean"	5	-5	1	2	5	10	0.203592695924747	1
"211"	0	"uniform"	"mean"	5	-5	1	2	5	11	5	0
"212"	5	"uniform"	"mean"	5	-5	1	2	5	11	0.879559295493756	1
"213"	10	"uniform"	"mean"	5	-5	1	2	5	11	2.31392320531801	1
"214"	15	"uniform"	"mean"	5	-5	1	2	5	11	1.84518407867781	1
"215"	20	"uniform"	"mean"	5	-5	1	2	5	11	2.75140524020901	1
"216"	25	"uniform"	"mean"	5	-5	1	2	5	11	1.36676717532432	1
"217"	30	"uniform"	"mean"	5	-5	1	2	5	11	1.42709593465899	1
"218"	35	"uniform"	"mean"	5	-5	1	2	5	11	1.6611185125249	1
"219"	40	"uniform"	"mean"	5	-5	1	2	5	11	2.15399967600998	1
"220"	45	"uniform"	"mean"	5	-5	1	2	5	11	1.18602851452199	1
"221"	50	"uniform"	"mean"	5	-5	1	2	5	11	0.869087829044332	1
"222"	55	"uniform"	"mean"	5	-5	1	2	5	11	0.891349302653146	1
"223"	60	"uniform"	"mean"	5	-5	1	2	5	11	0.897461748366353	1
"224"	65	"uniform"	"mean"	5	-5	1	2	5	11	1.0752199098637	1
"225"	70	"uniform"	"mean"	5	-5	1	2	5	11	1.27723851978404	1
"226"	75	"uniform"	"mean"	5	-5	1	2	5	11	1.7277405388781	1
"227"	80	"uniform"	"mean"	5	-5	1	2	5	11	0.674318750734423	1
"228"	85	"uniform"	"mean"	5	-5	1	2	5	11	0.607304188643348	1
"229"	90	"uniform"	"mean"	5	-5	1	2	5	11	0.657252906053206	1
"230"	95	"uniform"	"mean"	5	-5	1	2	5	11	0.646361967752184	1
"231"	100	"uniform"	"mean"	5	-5	1	2	5	11	0.81187397578446	1
"232"	0	"uniform"	"mean"	5	-5	1	2	5	12	5	1
"233"	5	"uniform"	"mean"	5	-5	1	2	5	12	5.1021286433042	1
"234"	10	"uniform"	"mean"	5	-5	1	2	5	12	2.15472649520921	1
"235"	15	"uniform"	"mean"	5	-5	1	2	5	12	1.5169763154868	1
"236"	20	"uniform"	"mean"	5	-5	1	2	5	12	1.85678097461172	1
"237"	25	"uniform"	"mean"	5	-5	1	2	5	12	1.1419569274454	1
"238"	30	"uniform"	"mean"	5	-5	1	2	5	12	2.14091492753714	1
"239"	35	"uniform"	"mean"	5	-5	1	2	5	12	2.15167908933323	1
"240"	40	"uniform"	"mean"	5	-5	1	2	5	12	1.39718250515238	1
"241"	45	"uniform"	"mean"	5	-5	1	2	5	12	0.388777668960922	1
"242"	50	"uniform"	"mean"	5	-5	1	2	5	12	0.918270089756427	1
"243"	55	"uniform"	"mean"	5	-5	1	2	5	12	0.347802449455386	1
"244"	60	"uniform"	"mean"	5	-5	1	2	5	12	1.50219993011812	1
"245"	65	"uniform"	"mean"	5	-5	1	2	5	12	0.97059417126089	1
"246"	70	"uniform"	"mean"	5	-5	1	2	5	12	1.02914011543706	1
"247"	75	"uniform"	"mean"	5	-5	1	2	5	12	0.762488089643433	1
"248"	80	"uniform"	"mean"	5	-5	1	2	5	12	1.25581949198732	1
"249"	85	"uniform"	"mean"	5	-5	1	2	5	12	0.636332840077681	1
"250"	90	"uniform"	"mean"	5	-5	1	2	5	12	0.626566405801881	1
"251"	95	"uniform"	"mean"	5	-5	1	2	5	12	0.354333952703666	1
"252"	100	"uniform"	"mean"	5	-5	1	2	5	12	0.399577407271233	1
"253"	0	"uniform"	"mean"	5	-5	1	2	5	13	5	0
"254"	5	"uniform"	"mean"	5	-5	1	2	5	13	4.29838811126269	1
"255"	10	"uniform"	"mean"	5	-5	1	2	5	13	3.8473331560601	1
"256"	15	"uniform"	"mean"	5	-5	1	2	5	13	1.30132263714723	1
"257"	20	"uniform"	"mean"	5	-5	1	2	5	13	2.29799930572367	1
"258"	25	"uniform"	"mean"	5	-5	1	2	5	13	2.14070684686701	1
"259"	30	"uniform"	"mean"	5	-5	1	2	5	13	1.2255270322445	1
"260"	35	"uniform"	"mean"	5	-5	1	2	5	13	1.65225239903652	1
"261"	40	"uniform"	"mean"	5	-5	1	2	5	13	1.17336913547526	1
"262"	45	"uniform"	"mean"	5	-5	1	2	5	13	1.09419508945482	1
"263"	50	"uniform"	"mean"	5	-5	1	2	5	13	0.386575317843017	1
"264"	55	"uniform"	"mean"	5	-5	1	2	5	13	1.25058633979171	1
"265"	60	"uniform"	"mean"	5	-5	1	2	5	13	0.791679228745	1
"266"	65	"uniform"	"mean"	5	-5	1	2	5	13	1.52286043647169	1
"267"	70	"uniform"	"mean"	5	-5	1	2	5	13	1.01330153038367	1
"268"	75	"uniform"	"mean"	5	-5	1	2	5	13	0.914637254484851	1
"269"	80	"uniform"	"mean"	5	-5	1	2	5	13	1.23118434284753	1
"270"	85	"uniform"	"mean"	5	-5	1	2	5	13	1.2218139783714	1
"271"	90	"uniform"	"mean"	5	-5	1	2	5	13	1.09048304982048	1
"272"	95	"uniform"	"mean"	5	-5	1	2	5	13	0.862251514858426	1
"273"	100	"uniform"	"mean"	5	-5	1	2	5	13	0.983644839292528	1
"274"	0	"uniform"	"mean"	5	-5	1	2	5	14	5	1
"275"	5	"uniform"	"mean"	5	-5	1	2	5	14	4.13908153566535	0
"276"	10	"uniform"	"mean"	5	-5	1	2	5	14	0.738811568505842	1
"277"	15	"uniform"	"mean"	5	-5	1	2	5	14	2.27800903577105	1
"278"	20	"uniform"	"mean"	5	-5	1	2	5	14	0.847487803577659	1
"279"	25	"uniform"	"mean"	5	-5	1	2	5	14	0.889219783725476	1
"280"	30	"uniform"	"mean"	5	-5	1	2	5	14	1.36502202888394	1
"281"	35	"uniform"	"mean"	5	-5	1	2	5	14	0.86701311247251	1
"282"	40	"uniform"	"mean"	5	-5	1	2	5	14	1.73667429669503	1
"283"	45	"uniform"	"mean"	5	-5	1	2	5	14	1.69776771841729	1
"284"	50	"uniform"	"mean"	5	-5	1	2	5	14	1.29765999854593	1
"285"	55	"uniform"	"mean"	5	-5	1	2	5	14	2.34862815363708	1
"286"	60	"uniform"	"mean"	5	-5	1	2	5	14	1.21444181778381	1
"287"	65	"uniform"	"mean"	5	-5	1	2	5	14	1.04129237813309	1
"288"	70	"uniform"	"mean"	5	-5	1	2	5	14	0.770369032560192	1
"289"	75	"uniform"	"mean"	5	-5	1	2	5	14	2.17433300085343	1
"290"	80	"uniform"	"mean"	5	-5	1	2	5	14	0.440550394135351	1
"291"	85	"uniform"	"mean"	5	-5	1	2	5	14	0.800133216897631	1
"292"	90	"uniform"	"mean"	5	-5	1	2	5	14	1.25526684304913	1
"293"	95	"uniform"	"mean"	5	-5	1	2	5	14	0.857850891060421	1
"294"	100	"uniform"	"mean"	5	-5	1	2	5	14	0.261067894980489	1
"295"	0	"uniform"	"mean"	5	-5	1	2	5	15	5	1
"296"	5	"uniform"	"mean"	5	-5	1	2	5	15	5.98273596414838	1
"297"	10	"uniform"	"mean"	5	-5	1	2	5	15	1.27543830878652	1
"298"	15	"uniform"	"mean"	5	-5	1	2	5	15	2.5704900679854	1
"299"	20	"uniform"	"mean"	5	-5	1	2	5	15	0.834946106124224	1
"300"	25	"uniform"	"mean"	5	-5	1	2	5	15	1.29615172067428	1
"301"	30	"uniform"	"mean"	5	-5	1	2	5	15	1.31877331596896	1
"302"	35	"uniform"	"mean"	5	-5	1	2	5	15	2.02997322255094	1
"303"	40	"uniform"	"mean"	5	-5	1	2	5	15	1.2515220582907	1
"304"	45	"uniform"	"mean"	5	-5	1	2	5	15	1.51447453695408	1
"305"	50	"uniform"	"mean"	5	-5	1	2	5	15	0.962952756277874	1
"306"	55	"uniform"	"mean"	5	-5	1	2	5	15	0.957650504868111	1
"307"	60	"uniform"	"mean"	5	-5	1	2	5	15	1.31223446587733	1
"308"	65	"uniform"	"mean"	5	-5	1	2	5	15	1.12191672355836	1
"309"	70	"uniform"	"mean"	5	-5	1	2	5	15	0.525556257355062	1
"310"	75	"uniform"	"mean"	5	-5	1	2	5	15	0.313340598288157	1
"311"	80	"uniform"	"mean"	5	-5	1	2	5	15	0.828909241460233	1
"312"	85	"uniform"	"mean"	5	-5	1	2	5	15	1.23026001792785	1
"313"	90	"uniform"	"mean"	5	-5	1	2	5	15	0.832785030836825	1
"314"	95	"uniform"	"mean"	5	-5	1	2	5	15	0.604259342351956	1
"315"	100	"uniform"	"mean"	5	-5	1	2	5	15	0.333658421053278	1
"316"	0	"uniform"	"mean"	5	-5	1	2	5	16	5	0
"317"	5	"uniform"	"mean"	5	-5	1	2	5	16	1.36835958966882	1
"318"	10	"uniform"	"mean"	5	-5	1	2	5	16	5.28017631558989	1
"319"	15	"uniform"	"mean"	5	-5	1	2	5	16	2.3698595660433	1
"320"	20	"uniform"	"mean"	5	-5	1	2	5	16	1.35464039695672	1
"321"	25	"uniform"	"mean"	5	-5	1	2	5	16	1.85642692112104	1
"322"	30	"uniform"	"mean"	5	-5	1	2	5	16	1.81904062037582	1
"323"	35	"uniform"	"mean"	5	-5	1	2	5	16	2.5744972147117	1
"324"	40	"uniform"	"mean"	5	-5	1	2	5	16	0.980585406346851	1
"325"	45	"uniform"	"mean"	5	-5	1	2	5	16	0.73449887978581	1
"326"	50	"uniform"	"mean"	5	-5	1	2	5	16	1.67405824636863	1
"327"	55	"uniform"	"mean"	5	-5	1	2	5	16	1.10125021827704	1
"328"	60	"uniform"	"mean"	5	-5	1	2	5	16	0.780513920984449	1
"329"	65	"uniform"	"mean"	5	-5	1	2	5	16	0.725459789499777	1
"330"	70	"uniform"	"mean"	5	-5	1	2	5	16	1.31131724653504	1
"331"	75	"uniform"	"mean"	5	-5	1	2	5	16	1.85369198867422	1
"332"	80	"uniform"	"mean"	5	-5	1	2	5	16	0.829505705655159	1
"333"	85	"uniform"	"mean"	5	-5	1	2	5	16	1.07661293188077	1
"334"	90	"uniform"	"mean"	5	-5	1	2	5	16	1.06901609875426	1
"335"	95	"uniform"	"mean"	5	-5	1	2	5	16	0.367932563657788	1
"336"	100	"uniform"	"mean"	5	-5	1	2	5	16	0.744302633066183	1
"337"	0	"uniform"	"mean"	5	-5	1	2	5	17	5	1
"338"	5	"uniform"	"mean"	5	-5	1	2	5	17	5.91580082613335	1
"339"	10	"uniform"	"mean"	5	-5	1	2	5	17	1.99414619202245	1
"340"	15	"uniform"	"mean"	5	-5	1	2	5	17	1.22197308753309	1
"341"	20	"uniform"	"mean"	5	-5	1	2	5	17	0.678320421031331	1
"342"	25	"uniform"	"mean"	5	-5	1	2	5	17	1.41533514168025	1
"343"	30	"uniform"	"mean"	5	-5	1	2	5	17	1.33375556365953	1
"344"	35	"uniform"	"mean"	5	-5	1	2	5	17	0.827220922134089	1
"345"	40	"uniform"	"mean"	5	-5	1	2	5	17	1.28195447727934	1
"346"	45	"uniform"	"mean"	5	-5	1	2	5	17	1.94706529801324	1
"347"	50	"uniform"	"mean"	5	-5	1	2	5	17	1.34671083641034	1
"348"	55	"uniform"	"mean"	5	-5	1	2	5	17	1.31465466727787	1
