"n.peeks"	"peek.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"final.impression.mad"	"final.peek.prefer.best"
"1"	0	"uniform"	"mean"	5	-5	1	3	5	1	5	0
"2"	5	"uniform"	"mean"	5	-5	1	3	5	1	3.29539714290353	1
"3"	10	"uniform"	"mean"	5	-5	1	3	5	1	4.93599612679852	1
"4"	15	"uniform"	"mean"	5	-5	1	3	5	1	2.58181366727287	1
"5"	20	"uniform"	"mean"	5	-5	1	3	5	1	2.44085990366197	1
"6"	25	"uniform"	"mean"	5	-5	1	3	5	1	1.58201572538116	1
"7"	30	"uniform"	"mean"	5	-5	1	3	5	1	0.879295331593354	1
"8"	35	"uniform"	"mean"	5	-5	1	3	5	1	2.80759075166108	1
"9"	40	"uniform"	"mean"	5	-5	1	3	5	1	3.01411936044798	1
"10"	45	"uniform"	"mean"	5	-5	1	3	5	1	2.01010052487289	1
"11"	50	"uniform"	"mean"	5	-5	1	3	5	1	1.16314457475413	1
"12"	55	"uniform"	"mean"	5	-5	1	3	5	1	1.54428919201255	1
"13"	60	"uniform"	"mean"	5	-5	1	3	5	1	0.810555858499464	1
"14"	65	"uniform"	"mean"	5	-5	1	3	5	1	0.666569539753013	1
"15"	70	"uniform"	"mean"	5	-5	1	3	5	1	1.42556762389622	1
"16"	75	"uniform"	"mean"	5	-5	1	3	5	1	1.10503041571301	1
"17"	80	"uniform"	"mean"	5	-5	1	3	5	1	1.10208354173773	1
"18"	85	"uniform"	"mean"	5	-5	1	3	5	1	1.01421657135192	1
"19"	90	"uniform"	"mean"	5	-5	1	3	5	1	1.550447382747	1
"20"	95	"uniform"	"mean"	5	-5	1	3	5	1	0.436265815151803	1
"21"	100	"uniform"	"mean"	5	-5	1	3	5	1	0.580386006325647	1
"22"	0	"uniform"	"mean"	5	-5	1	3	5	2	5	1
"23"	5	"uniform"	"mean"	5	-5	1	3	5	2	3.63703787123299	1
"24"	10	"uniform"	"mean"	5	-5	1	3	5	2	2.60503614721206	1
"25"	15	"uniform"	"mean"	5	-5	1	3	5	2	2.89539679450575	1
"26"	20	"uniform"	"mean"	5	-5	1	3	5	2	2.22390846285693	1
"27"	25	"uniform"	"mean"	5	-5	1	3	5	2	1.77734439743646	1
"28"	30	"uniform"	"mean"	5	-5	1	3	5	2	0.760396637223316	1
"29"	35	"uniform"	"mean"	5	-5	1	3	5	2	2.45871581076435	1
"30"	40	"uniform"	"mean"	5	-5	1	3	5	2	0.975974670060321	1
"31"	45	"uniform"	"mean"	5	-5	1	3	5	2	0.854792189403536	1
"32"	50	"uniform"	"mean"	5	-5	1	3	5	2	1.29864808224713	1
"33"	55	"uniform"	"mean"	5	-5	1	3	5	2	1.97811316709763	1
"34"	60	"uniform"	"mean"	5	-5	1	3	5	2	0.756499555205447	1
"35"	65	"uniform"	"mean"	5	-5	1	3	5	2	0.86537052910816	1
"36"	70	"uniform"	"mean"	5	-5	1	3	5	2	1.32720358865399	1
"37"	75	"uniform"	"mean"	5	-5	1	3	5	2	0.661206744646651	1
"38"	80	"uniform"	"mean"	5	-5	1	3	5	2	0.439002136125495	1
"39"	85	"uniform"	"mean"	5	-5	1	3	5	2	1.51334599616243	1
"40"	90	"uniform"	"mean"	5	-5	1	3	5	2	1.13697787464876	1
"41"	95	"uniform"	"mean"	5	-5	1	3	5	2	1.21038725706252	1
"42"	100	"uniform"	"mean"	5	-5	1	3	5	2	1.39653084407923	1
"43"	0	"uniform"	"mean"	5	-5	1	3	5	3	5	0
"44"	5	"uniform"	"mean"	5	-5	1	3	5	3	5.96083701713031	1
"45"	10	"uniform"	"mean"	5	-5	1	3	5	3	2.97289217042683	1
"46"	15	"uniform"	"mean"	5	-5	1	3	5	3	1.99999297372333	1
"47"	20	"uniform"	"mean"	5	-5	1	3	5	3	2.85658703710099	1
"48"	25	"uniform"	"mean"	5	-5	1	3	5	3	2.07970421761758	1
"49"	30	"uniform"	"mean"	5	-5	1	3	5	3	2.02196101985309	1
"50"	35	"uniform"	"mean"	5	-5	1	3	5	3	2.82372138776455	1
"51"	40	"uniform"	"mean"	5	-5	1	3	5	3	2.22039581099769	1
"52"	45	"uniform"	"mean"	5	-5	1	3	5	3	0.754600934468871	1
"53"	50	"uniform"	"mean"	5	-5	1	3	5	3	1.42028431721266	1
"54"	55	"uniform"	"mean"	5	-5	1	3	5	3	1.11532575535281	1
"55"	60	"uniform"	"mean"	5	-5	1	3	5	3	1.39472543310273	1
"56"	65	"uniform"	"mean"	5	-5	1	3	5	3	1.02307523873125	1
"57"	70	"uniform"	"mean"	5	-5	1	3	5	3	1.16636495550605	1
"58"	75	"uniform"	"mean"	5	-5	1	3	5	3	0.636210611475516	1
"59"	80	"uniform"	"mean"	5	-5	1	3	5	3	1.38972621649038	1
"60"	85	"uniform"	"mean"	5	-5	1	3	5	3	0.654133561410831	1
"61"	90	"uniform"	"mean"	5	-5	1	3	5	3	1.36546447172575	1
"62"	95	"uniform"	"mean"	5	-5	1	3	5	3	0.628550700332099	1
"63"	100	"uniform"	"mean"	5	-5	1	3	5	3	1.09409629706581	1
"64"	0	"uniform"	"mean"	5	-5	1	3	5	4	5	1
"65"	5	"uniform"	"mean"	5	-5	1	3	5	4	4.85338845357129	0
"66"	10	"uniform"	"mean"	5	-5	1	3	5	4	3.68506582168464	1
"67"	15	"uniform"	"mean"	5	-5	1	3	5	4	1.76344239936777	1
"68"	20	"uniform"	"mean"	5	-5	1	3	5	4	1.83253764424478	1
"69"	25	"uniform"	"mean"	5	-5	1	3	5	4	3.05501691008717	1
"70"	30	"uniform"	"mean"	5	-5	1	3	5	4	0.700673994186654	1
"71"	35	"uniform"	"mean"	5	-5	1	3	5	4	2.28249302928727	1
"72"	40	"uniform"	"mean"	5	-5	1	3	5	4	0.932410889793117	1
"73"	45	"uniform"	"mean"	5	-5	1	3	5	4	0.94970578833545	1
"74"	50	"uniform"	"mean"	5	-5	1	3	5	4	0.678667106794942	1
"75"	55	"uniform"	"mean"	5	-5	1	3	5	4	1.15355521701176	1
"76"	60	"uniform"	"mean"	5	-5	1	3	5	4	0.39137464643839	1
"77"	65	"uniform"	"mean"	5	-5	1	3	5	4	1.36519331791859	1
"78"	70	"uniform"	"mean"	5	-5	1	3	5	4	1.35687908325557	1
"79"	75	"uniform"	"mean"	5	-5	1	3	5	4	1.20144752545047	1
"80"	80	"uniform"	"mean"	5	-5	1	3	5	4	1.02081956768226	1
"81"	85	"uniform"	"mean"	5	-5	1	3	5	4	0.894451852268983	1
"82"	90	"uniform"	"mean"	5	-5	1	3	5	4	0.380547859629044	1
"83"	95	"uniform"	"mean"	5	-5	1	3	5	4	1.25563306674579	1
"84"	100	"uniform"	"mean"	5	-5	1	3	5	4	0.755161013098832	1
"85"	0	"uniform"	"mean"	5	-5	1	3	5	5	5	0
"86"	5	"uniform"	"mean"	5	-5	1	3	5	5	3.50038951104303	1
