"n.peeks"	"peek.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"final.impression.mad"	"final.peek.prefer.best"
"87"	10	"uniform"	"mean"	5	-5	1	1	60	5	38.854542574403	0
"88"	15	"uniform"	"mean"	5	-5	1	1	60	5	34.6506378885971	1
"89"	20	"uniform"	"mean"	5	-5	1	1	60	5	5.86682704966934	1
"90"	25	"uniform"	"mean"	5	-5	1	1	60	5	20.4960538469127	0
"91"	30	"uniform"	"mean"	5	-5	1	1	60	5	8.00266445949037	1
"92"	35	"uniform"	"mean"	5	-5	1	1	60	5	12.7573789555579	1
"93"	40	"uniform"	"mean"	5	-5	1	1	60	5	23.4043925762095	1
"94"	45	"uniform"	"mean"	5	-5	1	1	60	5	11.22702865753	0
"95"	50	"uniform"	"mean"	5	-5	1	1	60	5	8.62692740695876	1
"96"	55	"uniform"	"mean"	5	-5	1	1	60	5	14.4717127672431	0
"97"	60	"uniform"	"mean"	5	-5	1	1	60	5	10.8696907090521	1
"98"	65	"uniform"	"mean"	5	-5	1	1	60	5	22.7433025416371	0
"99"	70	"uniform"	"mean"	5	-5	1	1	60	5	9.65767841691811	1
"100"	75	"uniform"	"mean"	5	-5	1	1	60	5	9.24117405862392	1
"101"	80	"uniform"	"mean"	5	-5	1	1	60	5	6.96688395963388	1
"102"	85	"uniform"	"mean"	5	-5	1	1	60	5	16.3503840343827	1
"103"	90	"uniform"	"mean"	5	-5	1	1	60	5	1.95984378230104	1
"104"	95	"uniform"	"mean"	5	-5	1	1	60	5	2.65715116230405	1
"105"	100	"uniform"	"mean"	5	-5	1	1	60	5	12.1475728452922	0
"106"	0	"uniform"	"mean"	5	-5	1	1	60	6	5	1
"107"	5	"uniform"	"mean"	5	-5	1	1	60	6	72.1024914863751	0
"108"	10	"uniform"	"mean"	5	-5	1	1	60	6	35.0572629783111	0
"109"	15	"uniform"	"mean"	5	-5	1	1	60	6	19.0639983117216	1
"110"	20	"uniform"	"mean"	5	-5	1	1	60	6	0.603571900513794	1
"111"	25	"uniform"	"mean"	5	-5	1	1	60	6	10.8810598953839	1
"112"	30	"uniform"	"mean"	5	-5	1	1	60	6	34.5688100636758	1
"113"	35	"uniform"	"mean"	5	-5	1	1	60	6	18.0084567771347	0
"114"	40	"uniform"	"mean"	5	-5	1	1	60	6	22.096690018576	1
"115"	45	"uniform"	"mean"	5	-5	1	1	60	6	15.6604373259971	1
"116"	50	"uniform"	"mean"	5	-5	1	1	60	6	10.1595244194216	0
"117"	55	"uniform"	"mean"	5	-5	1	1	60	6	9.04427429399918	1
"118"	60	"uniform"	"mean"	5	-5	1	1	60	6	2.79888689241237	1
"119"	65	"uniform"	"mean"	5	-5	1	1	60	6	1.57072770698853	1
"120"	70	"uniform"	"mean"	5	-5	1	1	60	6	2.80515518185987	1
"121"	75	"uniform"	"mean"	5	-5	1	1	60	6	12.5832375444492	1
"122"	80	"uniform"	"mean"	5	-5	1	1	60	6	11.03693563751	0
"123"	85	"uniform"	"mean"	5	-5	1	1	60	6	17.3069346742495	1
"124"	90	"uniform"	"mean"	5	-5	1	1	60	6	7.666083762843	1
"125"	95	"uniform"	"mean"	5	-5	1	1	60	6	6.29402250291002	0
"126"	100	"uniform"	"mean"	5	-5	1	1	60	6	5.9789601878973	1
"127"	0	"uniform"	"mean"	5	-5	1	1	60	7	5	0
"128"	5	"uniform"	"mean"	5	-5	1	1	60	7	11.6156811658909	0
"129"	10	"uniform"	"mean"	5	-5	1	1	60	7	41.4563513803293	0
"130"	15	"uniform"	"mean"	5	-5	1	1	60	7	11.3391320018797	1
"131"	20	"uniform"	"mean"	5	-5	1	1	60	7	23.484060806798	1
"132"	25	"uniform"	"mean"	5	-5	1	1	60	7	17.0268325144309	0
"133"	30	"uniform"	"mean"	5	-5	1	1	60	7	24.7086051459326	1
"134"	35	"uniform"	"mean"	5	-5	1	1	60	7	26.8313857789682	1
"135"	40	"uniform"	"mean"	5	-5	1	1	60	7	5.17271145712252	1
"136"	45	"uniform"	"mean"	5	-5	1	1	60	7	16.9306727850507	1
"137"	50	"uniform"	"mean"	5	-5	1	1	60	7	19.427153829218	0
"138"	55	"uniform"	"mean"	5	-5	1	1	60	7	19.449979103943	1
"139"	60	"uniform"	"mean"	5	-5	1	1	60	7	13.3798280281857	1
"140"	65	"uniform"	"mean"	5	-5	1	1	60	7	3.1782892664651	1
"141"	70	"uniform"	"mean"	5	-5	1	1	60	7	18.9668051275612	0
"142"	75	"uniform"	"mean"	5	-5	1	1	60	7	4.78505894670502	1
"143"	80	"uniform"	"mean"	5	-5	1	1	60	7	7.25173330205829	0
"144"	85	"uniform"	"mean"	5	-5	1	1	60	7	11.0582064808185	1
"145"	90	"uniform"	"mean"	5	-5	1	1	60	7	6.93125395163013	1
"146"	95	"uniform"	"mean"	5	-5	1	1	60	7	6.84755795813194	0
"147"	100	"uniform"	"mean"	5	-5	1	1	60	7	2.57200144132446	1
"148"	0	"uniform"	"mean"	5	-5	1	1	60	8	5	1
"149"	5	"uniform"	"mean"	5	-5	1	1	60	8	39.7196693176166	1
"150"	10	"uniform"	"mean"	5	-5	1	1	60	8	28.6851493569578	0
"151"	15	"uniform"	"mean"	5	-5	1	1	60	8	7.77172338825132	1
"152"	20	"uniform"	"mean"	5	-5	1	1	60	8	29.7296849309401	1
"153"	25	"uniform"	"mean"	5	-5	1	1	60	8	13.6357836312616	1
"154"	30	"uniform"	"mean"	5	-5	1	1	60	8	7.51914504414044	1
"155"	35	"uniform"	"mean"	5	-5	1	1	60	8	6.20579352773014	1
"156"	40	"uniform"	"mean"	5	-5	1	1	60	8	7.45433544864515	1
"157"	45	"uniform"	"mean"	5	-5	1	1	60	8	7.23489561483639	1
"158"	50	"uniform"	"mean"	5	-5	1	1	60	8	9.25153763076633	1
"159"	55	"uniform"	"mean"	5	-5	1	1	60	8	9.57391131320632	1
"160"	60	"uniform"	"mean"	5	-5	1	1	60	8	3.07615458921807	1
"161"	65	"uniform"	"mean"	5	-5	1	1	60	8	4.26188613202287	1
"162"	70	"uniform"	"mean"	5	-5	1	1	60	8	6.53030156415821	0
"163"	75	"uniform"	"mean"	5	-5	1	1	60	8	17.903839243136	1
"164"	80	"uniform"	"mean"	5	-5	1	1	60	8	20.0585810087042	0
"165"	85	"uniform"	"mean"	5	-5	1	1	60	8	2.6943282075716	1
"166"	90	"uniform"	"mean"	5	-5	1	1	60	8	8.6730738780253	0
"167"	95	"uniform"	"mean"	5	-5	1	1	60	8	6.13958220513167	0
"168"	100	"uniform"	"mean"	5	-5	1	1	60	8	4.77559411129671	1
"169"	0	"uniform"	"mean"	5	-5	1	1	60	9	5	1
"170"	5	"uniform"	"mean"	5	-5	1	1	60	9	28.8043945712664	1
"171"	10	"uniform"	"mean"	5	-5	1	1	60	9	41.7287142223054	1
"172"	15	"uniform"	"mean"	5	-5	1	1	60	9	2.25556270503527	1
"173"	20	"uniform"	"mean"	5	-5	1	1	60	9	16.1995734916784	0
"174"	25	"uniform"	"mean"	5	-5	1	1	60	9	23.9750031691513	1
"175"	30	"uniform"	"mean"	5	-5	1	1	60	9	7.45344712636033	0
"176"	35	"uniform"	"mean"	5	-5	1	1	60	9	10.1547432038695	1
"177"	40	"uniform"	"mean"	5	-5	1	1	60	9	30.0017278514213	0
"178"	45	"uniform"	"mean"	5	-5	1	1	60	9	14.0218212615724	1
"179"	50	"uniform"	"mean"	5	-5	1	1	60	9	15.2219451372355	1
"180"	55	"uniform"	"mean"	5	-5	1	1	60	9	13.8814922381798	1
"181"	60	"uniform"	"mean"	5	-5	1	1	60	9	7.99110107294712	0
"182"	65	"uniform"	"mean"	5	-5	1	1	60	9	13.5496692301186	1
"183"	70	"uniform"	"mean"	5	-5	1	1	60	9	18.3650644259477	1
"184"	75	"uniform"	"mean"	5	-5	1	1	60	9	10.0214195622188	1
"185"	80	"uniform"	"mean"	5	-5	1	1	60	9	6.78184942404021	0
"186"	85	"uniform"	"mean"	5	-5	1	1	60	9	15.3111827176035	1
"187"	90	"uniform"	"mean"	5	-5	1	1	60	9	12.0857418334187	0
"188"	95	"uniform"	"mean"	5	-5	1	1	60	9	7.06093316924469	1
"189"	100	"uniform"	"mean"	5	-5	1	1	60	9	13.2784438153678	0
"190"	0	"uniform"	"mean"	5	-5	1	1	60	10	5	0
"191"	5	"uniform"	"mean"	5	-5	1	1	60	10	65.0997742722202	1
"192"	10	"uniform"	"mean"	5	-5	1	1	60	10	29.8348481251668	1
"193"	15	"uniform"	"mean"	5	-5	1	1	60	10	26.6692488677584	1
"194"	20	"uniform"	"mean"	5	-5	1	1	60	10	27.3332987980308	0
"195"	25	"uniform"	"mean"	5	-5	1	1	60	10	20.3935043183595	1
"196"	30	"uniform"	"mean"	5	-5	1	1	60	10	7.7789804167632	0
"197"	35	"uniform"	"mean"	5	-5	1	1	60	10	16.7942981620444	0
"198"	40	"uniform"	"mean"	5	-5	1	1	60	10	4.80312820596966	1
"199"	45	"uniform"	"mean"	5	-5	1	1	60	10	14.0911369402032	0
"200"	50	"uniform"	"mean"	5	-5	1	1	60	10	8.31655907591676	1
"201"	55	"uniform"	"mean"	5	-5	1	1	60	10	2.41370959885653	1
"202"	60	"uniform"	"mean"	5	-5	1	1	60	10	6.3233088442943	1
"203"	65	"uniform"	"mean"	5	-5	1	1	60	10	5.25204680001983	0
"204"	70	"uniform"	"mean"	5	-5	1	1	60	10	12.0419613239314	0
"205"	75	"uniform"	"mean"	5	-5	1	1	60	10	7.66365320538577	0
"206"	80	"uniform"	"mean"	5	-5	1	1	60	10	7.16809480008098	0
"207"	85	"uniform"	"mean"	5	-5	1	1	60	10	5.68058869107362	0
"208"	90	"uniform"	"mean"	5	-5	1	1	60	10	9.90952568255057	0
"209"	95	"uniform"	"mean"	5	-5	1	1	60	10	16.5623092638245	1
"210"	100	"uniform"	"mean"	5	-5	1	1	60	10	9.38767173566496	1
"211"	0	"uniform"	"mean"	5	-5	1	1	60	11	5	0
"212"	5	"uniform"	"mean"	5	-5	1	1	60	11	30.6949618759483	1
"213"	10	"uniform"	"mean"	5	-5	1	1	60	11	46.7737323050001	1
"214"	15	"uniform"	"mean"	5	-5	1	1	60	11	6.87384666855916	1
"215"	20	"uniform"	"mean"	5	-5	1	1	60	11	25.3816103251491	1
"216"	25	"uniform"	"mean"	5	-5	1	1	60	11	14.7583168334072	0
"217"	30	"uniform"	"mean"	5	-5	1	1	60	11	20.0551847891032	0
"218"	35	"uniform"	"mean"	5	-5	1	1	60	11	2.43723940919113	1
"219"	40	"uniform"	"mean"	5	-5	1	1	60	11	15.51964455455	1
"220"	45	"uniform"	"mean"	5	-5	1	1	60	11	16.4718076397466	1
"221"	50	"uniform"	"mean"	5	-5	1	1	60	11	3.29560188165171	1
"222"	55	"uniform"	"mean"	5	-5	1	1	60	11	13.3669097168915	0
"223"	60	"uniform"	"mean"	5	-5	1	1	60	11	7.72108488814842	1
"224"	65	"uniform"	"mean"	5	-5	1	1	60	11	15.6294806474832	1
"225"	70	"uniform"	"mean"	5	-5	1	1	60	11	12.526427776206	1
"226"	75	"uniform"	"mean"	5	-5	1	1	60	11	4.22436141199725	1
"227"	80	"uniform"	"mean"	5	-5	1	1	60	11	11.8065069798818	1
"228"	85	"uniform"	"mean"	5	-5	1	1	60	11	8.56252818927848	0
"229"	90	"uniform"	"mean"	5	-5	1	1	60	11	6.69378418995581	1
"230"	95	"uniform"	"mean"	5	-5	1	1	60	11	6.68404981730773	1
"231"	100	"uniform"	"mean"	5	-5	1	1	60	11	18.4538672846025	1
"232"	0	"uniform"	"mean"	5	-5	1	1	60	12	5	1
"233"	5	"uniform"	"mean"	5	-5	1	1	60	12	19.4705292056556	1
"234"	10	"uniform"	"mean"	5	-5	1	1	60	12	24.3217387363402	1
"235"	15	"uniform"	"mean"	5	-5	1	1	60	12	13.1279290690945	0
"236"	20	"uniform"	"mean"	5	-5	1	1	60	12	4.39332658223941	1
"237"	25	"uniform"	"mean"	5	-5	1	1	60	12	24.9773404574836	0
"238"	30	"uniform"	"mean"	5	-5	1	1	60	12	27.744527023293	0
"239"	35	"uniform"	"mean"	5	-5	1	1	60	12	10.1523664322438	0
"240"	40	"uniform"	"mean"	5	-5	1	1	60	12	9.25448889409831	1
"241"	45	"uniform"	"mean"	5	-5	1	1	60	12	8.57061417803728	0
"242"	50	"uniform"	"mean"	5	-5	1	1	60	12	3.39736172117864	1
"243"	55	"uniform"	"mean"	5	-5	1	1	60	12	14.1659903495327	0
"244"	60	"uniform"	"mean"	5	-5	1	1	60	12	15.9255018361269	0
"245"	65	"uniform"	"mean"	5	-5	1	1	60	12	30.3985886733929	0
"246"	70	"uniform"	"mean"	5	-5	1	1	60	12	11.9797266690958	0
"247"	75	"uniform"	"mean"	5	-5	1	1	60	12	10.3086209227437	1
"248"	80	"uniform"	"mean"	5	-5	1	1	60	12	5.71003201342058	0
"249"	85	"uniform"	"mean"	5	-5	1	1	60	12	5.24079027214383	1
"250"	90	"uniform"	"mean"	5	-5	1	1	60	12	3.94164848594996	1
"251"	95	"uniform"	"mean"	5	-5	1	1	60	12	1.23968738433933	1
"252"	100	"uniform"	"mean"	5	-5	1	1	60	12	12.2803038371284	1
"253"	0	"uniform"	"mean"	5	-5	1	1	60	13	5	0
"254"	5	"uniform"	"mean"	5	-5	1	1	60	13	67.7873147687667	0
"255"	10	"uniform"	"mean"	5	-5	1	1	60	13	15.2920112894369	1
"256"	15	"uniform"	"mean"	5	-5	1	1	60	13	41.6363456127349	0
"257"	20	"uniform"	"mean"	5	-5	1	1	60	13	13.0232502514515	0
"258"	25	"uniform"	"mean"	5	-5	1	1	60	13	12.3137404383473	1
"259"	30	"uniform"	"mean"	5	-5	1	1	60	13	22.6508480772112	0
"260"	35	"uniform"	"mean"	5	-5	1	1	60	13	13.547384403854	1
"261"	40	"uniform"	"mean"	5	-5	1	1	60	13	17.2621967894781	1
"262"	45	"uniform"	"mean"	5	-5	1	1	60	13	14.0863945059073	1
"263"	50	"uniform"	"mean"	5	-5	1	1	60	13	5.00485057255771	0
"264"	55	"uniform"	"mean"	5	-5	1	1	60	13	9.12326930906057	1
"265"	60	"uniform"	"mean"	5	-5	1	1	60	13	2.54818707206662	1
"266"	65	"uniform"	"mean"	5	-5	1	1	60	13	7.36892220903235	0
"267"	70	"uniform"	"mean"	5	-5	1	1	60	13	16.8106758618141	1
"268"	75	"uniform"	"mean"	5	-5	1	1	60	13	2.70639856773218	1
"269"	80	"uniform"	"mean"	5	-5	1	1	60	13	2.01058474969695	1
"270"	85	"uniform"	"mean"	5	-5	1	1	60	13	0.781611292126996	1
"271"	90	"uniform"	"mean"	5	-5	1	1	60	13	7.12627228117957	1
"272"	95	"uniform"	"mean"	5	-5	1	1	60	13	6.57757172883174	1
"273"	100	"uniform"	"mean"	5	-5	1	1	60	13	16.1181914018353	0
"274"	0	"uniform"	"mean"	5	-5	1	1	60	14	5	0
"275"	5	"uniform"	"mean"	5	-5	1	1	60	14	35.5314381569727	1
"276"	10	"uniform"	"mean"	5	-5	1	1	60	14	53.55761062547	1
"277"	15	"uniform"	"mean"	5	-5	1	1	60	14	10.0155056204711	1
"278"	20	"uniform"	"mean"	5	-5	1	1	60	14	25.5900438551715	1
"279"	25	"uniform"	"mean"	5	-5	1	1	60	14	15.2434355132225	1
"280"	30	"uniform"	"mean"	5	-5	1	1	60	14	13.7629585953108	0
"281"	35	"uniform"	"mean"	5	-5	1	1	60	14	6.77465831322079	0
"282"	40	"uniform"	"mean"	5	-5	1	1	60	14	4.56363830715829	1
"283"	45	"uniform"	"mean"	5	-5	1	1	60	14	20.3555351724563	1
"284"	50	"uniform"	"mean"	5	-5	1	1	60	14	8.57214945415764	1
"285"	55	"uniform"	"mean"	5	-5	1	1	60	14	18.4745946114915	1
"286"	60	"uniform"	"mean"	5	-5	1	1	60	14	3.81201092679007	1
"287"	65	"uniform"	"mean"	5	-5	1	1	60	14	5.60227171270979	1
"288"	70	"uniform"	"mean"	5	-5	1	1	60	14	12.5694354173487	1
"289"	75	"uniform"	"mean"	5	-5	1	1	60	14	6.30467655288893	1
"290"	80	"uniform"	"mean"	5	-5	1	1	60	14	7.43739292351085	0
"291"	85	"uniform"	"mean"	5	-5	1	1	60	14	15.7022966332783	1
"292"	90	"uniform"	"mean"	5	-5	1	1	60	14	0.242873197825436	1
"293"	95	"uniform"	"mean"	5	-5	1	1	60	14	6.73698457531997	1
"294"	100	"uniform"	"mean"	5	-5	1	1	60	14	5.0802150690987	0
"295"	0	"uniform"	"mean"	5	-5	1	1	60	15	5	0
"296"	5	"uniform"	"mean"	5	-5	1	1	60	15	13.4897213717835	0
"297"	10	"uniform"	"mean"	5	-5	1	1	60	15	67.4596974536377	0
"298"	15	"uniform"	"mean"	5	-5	1	1	60	15	45.7960640752295	1
"299"	20	"uniform"	"mean"	5	-5	1	1	60	15	8.32645104819637	0
"300"	25	"uniform"	"mean"	5	-5	1	1	60	15	6.86635683612862	1
"301"	30	"uniform"	"mean"	5	-5	1	1	60	15	41.125023660434	1
"302"	35	"uniform"	"mean"	5	-5	1	1	60	15	14.2999397690681	1
"303"	40	"uniform"	"mean"	5	-5	1	1	60	15	16.7516126283551	1
"304"	45	"uniform"	"mean"	5	-5	1	1	60	15	20.8572776509978	1
"305"	50	"uniform"	"mean"	5	-5	1	1	60	15	7.4773138343102	1
"306"	55	"uniform"	"mean"	5	-5	1	1	60	15	13.7023533763246	1
"307"	60	"uniform"	"mean"	5	-5	1	1	60	15	11.5125722167649	1
"308"	65	"uniform"	"mean"	5	-5	1	1	60	15	8.14641503677274	0
"309"	70	"uniform"	"mean"	5	-5	1	1	60	15	2.856927056434	1
"310"	75	"uniform"	"mean"	5	-5	1	1	60	15	3.01441983692998	1
"311"	80	"uniform"	"mean"	5	-5	1	1	60	15	5.26562889558363	1
"312"	85	"uniform"	"mean"	5	-5	1	1	60	15	4.01970445439197	1
"313"	90	"uniform"	"mean"	5	-5	1	1	60	15	7.04341957906153	1
"314"	95	"uniform"	"mean"	5	-5	1	1	60	15	3.05961514836917	1
"315"	100	"uniform"	"mean"	5	-5	1	1	60	15	5.97775775343916	1
"316"	0	"uniform"	"mean"	5	-5	1	1	60	16	5	0
"317"	5	"uniform"	"mean"	5	-5	1	1	60	16	19.1950919728808	0
"318"	10	"uniform"	"mean"	5	-5	1	1	60	16	14.4632556956202	1
"319"	15	"uniform"	"mean"	5	-5	1	1	60	16	21.7049356835838	1
"320"	20	"uniform"	"mean"	5	-5	1	1	60	16	7.69171557917472	0
"321"	25	"uniform"	"mean"	5	-5	1	1	60	16	13.6672473758262	1
"322"	30	"uniform"	"mean"	5	-5	1	1	60	16	19.629658497643	0
"323"	35	"uniform"	"mean"	5	-5	1	1	60	16	14.5216750894387	1
"324"	40	"uniform"	"mean"	5	-5	1	1	60	16	19.5784214185747	0
"325"	45	"uniform"	"mean"	5	-5	1	1	60	16	16.9025128479022	0
"326"	50	"uniform"	"mean"	5	-5	1	1	60	16	7.16018355381495	1
"327"	55	"uniform"	"mean"	5	-5	1	1	60	16	5.71486802598319	0
"328"	60	"uniform"	"mean"	5	-5	1	1	60	16	9.58449964105202	1
"329"	65	"uniform"	"mean"	5	-5	1	1	60	16	10.7126957222028	0
"330"	70	"uniform"	"mean"	5	-5	1	1	60	16	7.19004257633794	1
"331"	75	"uniform"	"mean"	5	-5	1	1	60	16	7.53344619498447	0
"332"	80	"uniform"	"mean"	5	-5	1	1	60	16	15.5409686541708	0
"333"	85	"uniform"	"mean"	5	-5	1	1	60	16	4.52552486573951	1
"334"	90	"uniform"	"mean"	5	-5	1	1	60	16	4.01321884751161	1
"335"	95	"uniform"	"mean"	5	-5	1	1	60	16	20.3670441207099	0
"336"	100	"uniform"	"mean"	5	-5	1	1	60	16	15.7953461768242	1
"337"	0	"uniform"	"mean"	5	-5	1	1	60	17	5	0
"338"	5	"uniform"	"mean"	5	-5	1	1	60	17	28.9791065818227	0
"339"	10	"uniform"	"mean"	5	-5	1	1	60	17	14.0398932369893	0
"340"	15	"uniform"	"mean"	5	-5	1	1	60	17	29.4282053697835	0
"341"	20	"uniform"	"mean"	5	-5	1	1	60	17	16.4243297257559	1
"342"	25	"uniform"	"mean"	5	-5	1	1	60	17	17.7941682207128	1
"343"	30	"uniform"	"mean"	5	-5	1	1	60	17	15.4035602555957	0
"344"	35	"uniform"	"mean"	5	-5	1	1	60	17	13.8420723785674	1
"345"	40	"uniform"	"mean"	5	-5	1	1	60	17	13.746472864344	1
"346"	45	"uniform"	"mean"	5	-5	1	1	60	17	9.50705498379461	1
"347"	50	"uniform"	"mean"	5	-5	1	1	60	17	7.299452910384	1
"348"	55	"uniform"	"mean"	5	-5	1	1	60	17	7.97158539651553	1
