"n.peeks"	"peek.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"final.impression.mad"	"final.peek.prefer.best"
"177"	40	"uniform"	"mean"	5	-5	1	1	10	9	3.56162017275882	1
"178"	45	"uniform"	"mean"	5	-5	1	1	10	9	1.58090432524512	1
"179"	50	"uniform"	"mean"	5	-5	1	1	10	9	3.27640666523425	1
"180"	55	"uniform"	"mean"	5	-5	1	1	10	9	1.48707055764007	1
"181"	60	"uniform"	"mean"	5	-5	1	1	10	9	1.44092898294713	1
"182"	65	"uniform"	"mean"	5	-5	1	1	10	9	1.5868066994791	1
"183"	70	"uniform"	"mean"	5	-5	1	1	10	9	1.58075451832282	1
"184"	75	"uniform"	"mean"	5	-5	1	1	10	9	0.974532964885292	1
"185"	80	"uniform"	"mean"	5	-5	1	1	10	9	0.822078490546256	1
"186"	85	"uniform"	"mean"	5	-5	1	1	10	9	3.86009308088517	1
"187"	90	"uniform"	"mean"	5	-5	1	1	10	9	1.85578368334158	1
"188"	95	"uniform"	"mean"	5	-5	1	1	10	9	0.854466325950604	1
"189"	100	"uniform"	"mean"	5	-5	1	1	10	9	2.89231657905082	1
"190"	0	"uniform"	"mean"	5	-5	1	1	10	10	5	1
"191"	5	"uniform"	"mean"	5	-5	1	1	10	10	8.4834611465849	1
"192"	10	"uniform"	"mean"	5	-5	1	1	10	10	0.83919915955241	1
"193"	15	"uniform"	"mean"	5	-5	1	1	10	10	3.69723915186911	1
"194"	20	"uniform"	"mean"	5	-5	1	1	10	10	8.52526453083371	0
"195"	25	"uniform"	"mean"	5	-5	1	1	10	10	2.54181304754558	1
"196"	30	"uniform"	"mean"	5	-5	1	1	10	10	2.59561557450443	1
"197"	35	"uniform"	"mean"	5	-5	1	1	10	10	2.45590640539486	1
"198"	40	"uniform"	"mean"	5	-5	1	1	10	10	3.5481330026394	1
"199"	45	"uniform"	"mean"	5	-5	1	1	10	10	1.43936490638367	1
"200"	50	"uniform"	"mean"	5	-5	1	1	10	10	1.70964645702969	1
"201"	55	"uniform"	"mean"	5	-5	1	1	10	10	1.99358026196298	1
"202"	60	"uniform"	"mean"	5	-5	1	1	10	10	2.36763224432724	1
"203"	65	"uniform"	"mean"	5	-5	1	1	10	10	2.14591908613711	1
"204"	70	"uniform"	"mean"	5	-5	1	1	10	10	0.33502397543016	1
"205"	75	"uniform"	"mean"	5	-5	1	1	10	10	1.96521834107238	1
"206"	80	"uniform"	"mean"	5	-5	1	1	10	10	1.66918217596072	1
"207"	85	"uniform"	"mean"	5	-5	1	1	10	10	1.33073360771898	1
"208"	90	"uniform"	"mean"	5	-5	1	1	10	10	0.226524017548103	1
"209"	95	"uniform"	"mean"	5	-5	1	1	10	10	0.528935488160831	1
"210"	100	"uniform"	"mean"	5	-5	1	1	10	10	0.471458292213634	1
"211"	0	"uniform"	"mean"	5	-5	1	1	10	11	5	0
"212"	5	"uniform"	"mean"	5	-5	1	1	10	11	6.51933203123432	1
"213"	10	"uniform"	"mean"	5	-5	1	1	10	11	1.52581001955299	1
"214"	15	"uniform"	"mean"	5	-5	1	1	10	11	4.52771618449401	1
"215"	20	"uniform"	"mean"	5	-5	1	1	10	11	2.95000188921985	1
"216"	25	"uniform"	"mean"	5	-5	1	1	10	11	0.938635006861523	1
"217"	30	"uniform"	"mean"	5	-5	1	1	10	11	1.36480674056837	1
"218"	35	"uniform"	"mean"	5	-5	1	1	10	11	0.558312200622256	1
"219"	40	"uniform"	"mean"	5	-5	1	1	10	11	2.44404465985197	1
"220"	45	"uniform"	"mean"	5	-5	1	1	10	11	2.24468322916735	1
"221"	50	"uniform"	"mean"	5	-5	1	1	10	11	0.59524768375605	1
"222"	55	"uniform"	"mean"	5	-5	1	1	10	11	2.43320122278496	1
"223"	60	"uniform"	"mean"	5	-5	1	1	10	11	2.05332703829631	1
"224"	65	"uniform"	"mean"	5	-5	1	1	10	11	0.938400622919815	1
"225"	70	"uniform"	"mean"	5	-5	1	1	10	11	1.25188760735049	1
"226"	75	"uniform"	"mean"	5	-5	1	1	10	11	1.97148152808855	1
"227"	80	"uniform"	"mean"	5	-5	1	1	10	11	1.64809021990761	1
"228"	85	"uniform"	"mean"	5	-5	1	1	10	11	1.56737089916526	1
"229"	90	"uniform"	"mean"	5	-5	1	1	10	11	3.23982889054169	1
"230"	95	"uniform"	"mean"	5	-5	1	1	10	11	1.94413887630277	1
"231"	100	"uniform"	"mean"	5	-5	1	1	10	11	1.674805716198	1
"232"	0	"uniform"	"mean"	5	-5	1	1	10	12	5	0
"233"	5	"uniform"	"mean"	5	-5	1	1	10	12	8.21442282662864	1
"234"	10	"uniform"	"mean"	5	-5	1	1	10	12	3.61376354030399	1
"235"	15	"uniform"	"mean"	5	-5	1	1	10	12	6.79852763270897	0
"236"	20	"uniform"	"mean"	5	-5	1	1	10	12	3.83954042196695	1
"237"	25	"uniform"	"mean"	5	-5	1	1	10	12	3.21772109850202	1
"238"	30	"uniform"	"mean"	5	-5	1	1	10	12	2.08349611765994	1
"239"	35	"uniform"	"mean"	5	-5	1	1	10	12	4.23099530861779	1
"240"	40	"uniform"	"mean"	5	-5	1	1	10	12	1.78394838591792	1
"241"	45	"uniform"	"mean"	5	-5	1	1	10	12	0.66453652865461	1
"242"	50	"uniform"	"mean"	5	-5	1	1	10	12	1.17099558065926	1
"243"	55	"uniform"	"mean"	5	-5	1	1	10	12	2.1127453062422	1
"244"	60	"uniform"	"mean"	5	-5	1	1	10	12	2.884913414806	1
"245"	65	"uniform"	"mean"	5	-5	1	1	10	12	3.52818502363246	1
"246"	70	"uniform"	"mean"	5	-5	1	1	10	12	0.833096597869451	1
"247"	75	"uniform"	"mean"	5	-5	1	1	10	12	0.290735213889259	1
"248"	80	"uniform"	"mean"	5	-5	1	1	10	12	0.393925965056288	1
"249"	85	"uniform"	"mean"	5	-5	1	1	10	12	2.22553382609086	1
"250"	90	"uniform"	"mean"	5	-5	1	1	10	12	1.91162250386498	1
"251"	95	"uniform"	"mean"	5	-5	1	1	10	12	0.623778364554665	1
"252"	100	"uniform"	"mean"	5	-5	1	1	10	12	1.89243829243551	1
"253"	0	"uniform"	"mean"	5	-5	1	1	10	13	5	0
"254"	5	"uniform"	"mean"	5	-5	1	1	10	13	7.23385463602049	0
"255"	10	"uniform"	"mean"	5	-5	1	1	10	13	8.39430694771839	0
"256"	15	"uniform"	"mean"	5	-5	1	1	10	13	0.401604130665329	1
"257"	20	"uniform"	"mean"	5	-5	1	1	10	13	3.15201495202549	1
"258"	25	"uniform"	"mean"	5	-5	1	1	10	13	1.60669840688337	1
"259"	30	"uniform"	"mean"	5	-5	1	1	10	13	2.08820426622817	1
"260"	35	"uniform"	"mean"	5	-5	1	1	10	13	3.65146411516064	1
"261"	40	"uniform"	"mean"	5	-5	1	1	10	13	3.81680903020471	1
"262"	45	"uniform"	"mean"	5	-5	1	1	10	13	1.14721406038041	1
"263"	50	"uniform"	"mean"	5	-5	1	1	10	13	1.04361570880952	1
"264"	55	"uniform"	"mean"	5	-5	1	1	10	13	3.03912942476148	1
"265"	60	"uniform"	"mean"	5	-5	1	1	10	13	2.80457042690994	1
"266"	65	"uniform"	"mean"	5	-5	1	1	10	13	0.719935410228722	1
"267"	70	"uniform"	"mean"	5	-5	1	1	10	13	3.9124737239587	1
"268"	75	"uniform"	"mean"	5	-5	1	1	10	13	1.23502718842742	1
"269"	80	"uniform"	"mean"	5	-5	1	1	10	13	1.22419524522673	1
"270"	85	"uniform"	"mean"	5	-5	1	1	10	13	1.40692292500222	1
"271"	90	"uniform"	"mean"	5	-5	1	1	10	13	1.0461569081553	1
"272"	95	"uniform"	"mean"	5	-5	1	1	10	13	3.15015596473666	1
"273"	100	"uniform"	"mean"	5	-5	1	1	10	13	0.670139404796375	1
"274"	0	"uniform"	"mean"	5	-5	1	1	10	14	5	0
"275"	5	"uniform"	"mean"	5	-5	1	1	10	14	1.14357465437572	1
"276"	10	"uniform"	"mean"	5	-5	1	1	10	14	6.83386832102645	0
"277"	15	"uniform"	"mean"	5	-5	1	1	10	14	6.07673198641973	1
"278"	20	"uniform"	"mean"	5	-5	1	1	10	14	2.85294079282389	1
"279"	25	"uniform"	"mean"	5	-5	1	1	10	14	4.1939576116785	1
"280"	30	"uniform"	"mean"	5	-5	1	1	10	14	2.66461073670195	1
"281"	35	"uniform"	"mean"	5	-5	1	1	10	14	2.65320684569809	1
"282"	40	"uniform"	"mean"	5	-5	1	1	10	14	1.27533242258985	1
"283"	45	"uniform"	"mean"	5	-5	1	1	10	14	2.70534646832082	1
"284"	50	"uniform"	"mean"	5	-5	1	1	10	14	2.68508515580663	1
"285"	55	"uniform"	"mean"	5	-5	1	1	10	14	1.77615803515163	1
"286"	60	"uniform"	"mean"	5	-5	1	1	10	14	1.28277729335073	1
"287"	65	"uniform"	"mean"	5	-5	1	1	10	14	2.27326278628964	1
"288"	70	"uniform"	"mean"	5	-5	1	1	10	14	2.071361691567	1
"289"	75	"uniform"	"mean"	5	-5	1	1	10	14	3.16220362964513	1
"290"	80	"uniform"	"mean"	5	-5	1	1	10	14	2.41946044627078	1
"291"	85	"uniform"	"mean"	5	-5	1	1	10	14	0.781092586239699	1
"292"	90	"uniform"	"mean"	5	-5	1	1	10	14	2.57750677303826	1
"293"	95	"uniform"	"mean"	5	-5	1	1	10	14	0.420970367745716	1
"294"	100	"uniform"	"mean"	5	-5	1	1	10	14	1.09517940269243	1
"295"	0	"uniform"	"mean"	5	-5	1	1	10	15	5	0
"296"	5	"uniform"	"mean"	5	-5	1	1	10	15	5.47349723155233	1
"297"	10	"uniform"	"mean"	5	-5	1	1	10	15	2.96348932168077	1
"298"	15	"uniform"	"mean"	5	-5	1	1	10	15	0.700833388383061	1
"299"	20	"uniform"	"mean"	5	-5	1	1	10	15	5.70389846084267	1
"300"	25	"uniform"	"mean"	5	-5	1	1	10	15	4.02487112897006	1
"301"	30	"uniform"	"mean"	5	-5	1	1	10	15	0.687385179851068	1
"302"	35	"uniform"	"mean"	5	-5	1	1	10	15	0.610482615432156	1
"303"	40	"uniform"	"mean"	5	-5	1	1	10	15	3.09060756042034	1
"304"	45	"uniform"	"mean"	5	-5	1	1	10	15	3.46764881642454	1
"305"	50	"uniform"	"mean"	5	-5	1	1	10	15	0.945487247558822	1
"306"	55	"uniform"	"mean"	5	-5	1	1	10	15	2.31911689737762	1
"307"	60	"uniform"	"mean"	5	-5	1	1	10	15	2.02648469563342	1
"308"	65	"uniform"	"mean"	5	-5	1	1	10	15	1.78781735589563	1
"309"	70	"uniform"	"mean"	5	-5	1	1	10	15	2.97969308696467	1
"310"	75	"uniform"	"mean"	5	-5	1	1	10	15	0.654802281686781	1
"311"	80	"uniform"	"mean"	5	-5	1	1	10	15	1.23991123667078	1
"312"	85	"uniform"	"mean"	5	-5	1	1	10	15	0.653461288338438	1
"313"	90	"uniform"	"mean"	5	-5	1	1	10	15	1.96689806851745	1
"314"	95	"uniform"	"mean"	5	-5	1	1	10	15	0.771169661087938	1
"315"	100	"uniform"	"mean"	5	-5	1	1	10	15	0.588956007152844	1
"316"	0	"uniform"	"mean"	5	-5	1	1	10	16	5	1
"317"	5	"uniform"	"mean"	5	-5	1	1	10	16	3.83914905765531	1
"318"	10	"uniform"	"mean"	5	-5	1	1	10	16	1.71891583611571	1
"319"	15	"uniform"	"mean"	5	-5	1	1	10	16	8.85017427111244	0
"320"	20	"uniform"	"mean"	5	-5	1	1	10	16	2.27456632727663	1
"321"	25	"uniform"	"mean"	5	-5	1	1	10	16	5.91380579814724	1
"322"	30	"uniform"	"mean"	5	-5	1	1	10	16	4.43171347619378	1
"323"	35	"uniform"	"mean"	5	-5	1	1	10	16	1.05737026066152	1
"324"	40	"uniform"	"mean"	5	-5	1	1	10	16	2.04837269056635	1
"325"	45	"uniform"	"mean"	5	-5	1	1	10	16	1.42202800017597	1
"326"	50	"uniform"	"mean"	5	-5	1	1	10	16	0.891618879059677	1
"327"	55	"uniform"	"mean"	5	-5	1	1	10	16	1.30261039945608	1
"328"	60	"uniform"	"mean"	5	-5	1	1	10	16	0.470347289932522	1
"329"	65	"uniform"	"mean"	5	-5	1	1	10	16	2.65960131592301	1
"330"	70	"uniform"	"mean"	5	-5	1	1	10	16	0.12763811289123	1
"331"	75	"uniform"	"mean"	5	-5	1	1	10	16	1.42363320908053	1
"332"	80	"uniform"	"mean"	5	-5	1	1	10	16	1.83292297116252	1
"333"	85	"uniform"	"mean"	5	-5	1	1	10	16	0.828395783204071	1
"334"	90	"uniform"	"mean"	5	-5	1	1	10	16	0.858613417534872	1
"335"	95	"uniform"	"mean"	5	-5	1	1	10	16	0.603280562652822	1
"336"	100	"uniform"	"mean"	5	-5	1	1	10	16	2.79040365725328	1
"337"	0	"uniform"	"mean"	5	-5	1	1	10	17	5	1
"338"	5	"uniform"	"mean"	5	-5	1	1	10	17	7.74241816479498	1
"339"	10	"uniform"	"mean"	5	-5	1	1	10	17	10.1376193785154	1
"340"	15	"uniform"	"mean"	5	-5	1	1	10	17	2.41941180035687	1
"341"	20	"uniform"	"mean"	5	-5	1	1	10	17	0.7821124120108	1
"342"	25	"uniform"	"mean"	5	-5	1	1	10	17	1.8820883717535	1
"343"	30	"uniform"	"mean"	5	-5	1	1	10	17	1.24850374101891	1
"344"	35	"uniform"	"mean"	5	-5	1	1	10	17	1.7202373044129	1
"345"	40	"uniform"	"mean"	5	-5	1	1	10	17	4.2278062767155	1
"346"	45	"uniform"	"mean"	5	-5	1	1	10	17	1.4694284362975	1
"347"	50	"uniform"	"mean"	5	-5	1	1	10	17	1.82115203381521	1
"348"	55	"uniform"	"mean"	5	-5	1	1	10	17	2.24520127935312	1
