"n.peeks"	"peek.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"final.impression.mad"	"final.peek.prefer.best"
"1"	0	"uniform"	"mean"	5	-5	1	2	10	1	5	0
"2"	5	"uniform"	"mean"	5	-5	1	2	10	1	11.5684526427787	1
"3"	10	"uniform"	"mean"	5	-5	1	2	10	1	3.86531326685016	1
"4"	15	"uniform"	"mean"	5	-5	1	2	10	1	2.5813884741296	1
"5"	20	"uniform"	"mean"	5	-5	1	2	10	1	3.01449403757322	1
"6"	25	"uniform"	"mean"	5	-5	1	2	10	1	5.80481263476216	1
"7"	30	"uniform"	"mean"	5	-5	1	2	10	1	2.37252934431784	1
"8"	35	"uniform"	"mean"	5	-5	1	2	10	1	1.42151518640779	1
"9"	40	"uniform"	"mean"	5	-5	1	2	10	1	1.62990915326339	1
"10"	45	"uniform"	"mean"	5	-5	1	2	10	1	1.24669297126191	1
"11"	50	"uniform"	"mean"	5	-5	1	2	10	1	3.66586308017305	1
"12"	55	"uniform"	"mean"	5	-5	1	2	10	1	0.868192859997645	1
"13"	60	"uniform"	"mean"	5	-5	1	2	10	1	1.87546382470873	1
"14"	65	"uniform"	"mean"	5	-5	1	2	10	1	2.42477194420169	1
"15"	70	"uniform"	"mean"	5	-5	1	2	10	1	1.94830826338336	1
"16"	75	"uniform"	"mean"	5	-5	1	2	10	1	3.85151391404851	1
"17"	80	"uniform"	"mean"	5	-5	1	2	10	1	2.16476976468296	1
"18"	85	"uniform"	"mean"	5	-5	1	2	10	1	2.7645528674864	1
"19"	90	"uniform"	"mean"	5	-5	1	2	10	1	1.06511824902731	1
"20"	95	"uniform"	"mean"	5	-5	1	2	10	1	2.13182691223047	1
"21"	100	"uniform"	"mean"	5	-5	1	2	10	1	2.88519447833596	1
"22"	0	"uniform"	"mean"	5	-5	1	2	10	2	5	1
"23"	5	"uniform"	"mean"	5	-5	1	2	10	2	15.4899509547391	1
"24"	10	"uniform"	"mean"	5	-5	1	2	10	2	7.10747810927452	0
"25"	15	"uniform"	"mean"	5	-5	1	2	10	2	6.13467267302404	0
"26"	20	"uniform"	"mean"	5	-5	1	2	10	2	3.06826328209831	1
"27"	25	"uniform"	"mean"	5	-5	1	2	10	2	2.95382088003513	1
"28"	30	"uniform"	"mean"	5	-5	1	2	10	2	5.01063115032704	0
"29"	35	"uniform"	"mean"	5	-5	1	2	10	2	2.9458749092681	1
"30"	40	"uniform"	"mean"	5	-5	1	2	10	2	3.15294203042761	1
"31"	45	"uniform"	"mean"	5	-5	1	2	10	2	1.37600904710794	1
"32"	50	"uniform"	"mean"	5	-5	1	2	10	2	4.1197421038257	1
"33"	55	"uniform"	"mean"	5	-5	1	2	10	2	1.71350703814806	1
"34"	60	"uniform"	"mean"	5	-5	1	2	10	2	1.98281351790222	1
"35"	65	"uniform"	"mean"	5	-5	1	2	10	2	1.20531248776456	1
