"n.peeks"	"peek.select.strategy"	"update.method"	"good.mean"	"bad.mean"	"n.good"	"n.bad"	"sd"	"sim"	"final.impression.mad"	"final.peek.prefer.best"
"1"	0	"uniform"	"mean"	5	-5	1	4	60	1	5	1
"2"	5	"uniform"	"mean"	5	-5	1	4	60	1	45.4276606059562	1
"3"	10	"uniform"	"mean"	5	-5	1	4	60	1	47.0329622667213	0
"4"	15	"uniform"	"mean"	5	-5	1	4	60	1	58.5263292282935	0
"5"	20	"uniform"	"mean"	5	-5	1	4	60	1	39.8397611545408	0
"6"	25	"uniform"	"mean"	5	-5	1	4	60	1	26.9127703980522	0
"7"	30	"uniform"	"mean"	5	-5	1	4	60	1	27.7237776414981	0
"8"	35	"uniform"	"mean"	5	-5	1	4	60	1	22.8335118171699	1
"9"	40	"uniform"	"mean"	5	-5	1	4	60	1	14.1382606927009	0
"10"	45	"uniform"	"mean"	5	-5	1	4	60	1	21.9008422103053	0
"11"	50	"uniform"	"mean"	5	-5	1	4	60	1	7.78802312263211	1
"12"	55	"uniform"	"mean"	5	-5	1	4	60	1	31.1847523039145	1
"13"	60	"uniform"	"mean"	5	-5	1	4	60	1	8.00821715549398	1
"14"	65	"uniform"	"mean"	5	-5	1	4	60	1	18.2304696425368	0
"15"	70	"uniform"	"mean"	5	-5	1	4	60	1	11.3748261287601	0
"16"	75	"uniform"	"mean"	5	-5	1	4	60	1	8.02548641531137	0
"17"	80	"uniform"	"mean"	5	-5	1	4	60	1	10.9386861047688	0
"18"	85	"uniform"	"mean"	5	-5	1	4	60	1	13.0075526805393	0
"19"	90	"uniform"	"mean"	5	-5	1	4	60	1	10.6682000451026	0
"20"	95	"uniform"	"mean"	5	-5	1	4	60	1	17.4099109916627	0
"21"	100	"uniform"	"mean"	5	-5	1	4	60	1	13.045186045257	0
"22"	0	"uniform"	"mean"	5	-5	1	4	60	2	5	0
"23"	5	"uniform"	"mean"	5	-5	1	4	60	2	60.3902640501683	0
"24"	10	"uniform"	"mean"	5	-5	1	4	60	2	71.3695420685436	0
"25"	15	"uniform"	"mean"	5	-5	1	4	60	2	53.3639698070848	0
"26"	20	"uniform"	"mean"	5	-5	1	4	60	2	40.823924615383	0
"27"	25	"uniform"	"mean"	5	-5	1	4	60	2	24.4004297682113	0
"28"	30	"uniform"	"mean"	5	-5	1	4	60	2	17.0888457709815	0
"29"	35	"uniform"	"mean"	5	-5	1	4	60	2	17.3995416230085	0
"30"	40	"uniform"	"mean"	5	-5	1	4	60	2	19.1183727848338	0
"31"	45	"uniform"	"mean"	5	-5	1	4	60	2	21.6229176470472	0
"32"	50	"uniform"	"mean"	5	-5	1	4	60	2	17.5123062183984	1
"33"	55	"uniform"	"mean"	5	-5	1	4	60	2	11.6202524106408	0
"34"	60	"uniform"	"mean"	5	-5	1	4	60	2	12.4849141911828	1
"35"	65	"uniform"	"mean"	5	-5	1	4	60	2	13.4871651561512	0
"36"	70	"uniform"	"mean"	5	-5	1	4	60	2	19.5756086977575	0
"37"	75	"uniform"	"mean"	5	-5	1	4	60	2	14.1732769274389	0
"38"	80	"uniform"	"mean"	5	-5	1	4	60	2	8.72344664051504	0
"39"	85	"uniform"	"mean"	5	-5	1	4	60	2	8.02015320849421	0
"40"	90	"uniform"	"mean"	5	-5	1	4	60	2	13.7835866825426	0
"41"	95	"uniform"	"mean"	5	-5	1	4	60	2	11.3927917880107	1
"42"	100	"uniform"	"mean"	5	-5	1	4	60	2	23.9337951016592	0
"43"	0	"uniform"	"mean"	5	-5	1	4	60	3	5	0
"44"	5	"uniform"	"mean"	5	-5	1	4	60	3	64.7941220666445	0
"45"	10	"uniform"	"mean"	5	-5	1	4	60	3	51.7586443622945	0
"46"	15	"uniform"	"mean"	5	-5	1	4	60	3	25.0012287371291	0
